player,team,pos,proj,salary
Lamar Jackson,BAL,QB,14.328433333333333,7500.0
Christian McCaffrey,CAR,RB,26.035,9100.0
Saquon Barkley,NYG,RB,25.454666666666668,8900.0
Jaylen Samuels,PIT,RB,12.940333333333335,4600.0
Courtland Sutton,DEN,WR,15.536333333333333,5600.0
Keenan Allen,LAC,WR,24.332666666666668,7900.0
Golden Tate,PHI,WR,16.224666666666664,5700.0
Zach Ertz,PHI,TE,19.685333333333336,7400.0
Cleveland Browns,CLE,DST,1.7620000000000005,3200.0
,,,156.29943333333335,59900.0
