player,team,pos,proj,salary
Lamar Jackson,BAL,QB,14.328433333333333,7500.0
Theo Riddick,DET,RB,15.540333333333333,5400.0
Saquon Barkley,NYG,RB,25.454666666666668,8900.0
Julio Jones,ATL,WR,22.973333333333333,8400.0
Courtland Sutton,DEN,WR,15.536333333333333,5600.0
Keenan Allen,LAC,WR,24.332666666666668,7900.0
Golden Tate,PHI,WR,16.224666666666664,5700.0
Zach Ertz,PHI,TE,19.685333333333336,7400.0
Cleveland Browns,CLE,DST,1.7620000000000005,3200.0
,,,155.83776666666668,60000.0
