player,team,pos,proj,salary
Lamar Jackson,BAL,QB,14.328433333333333,7500.0
Christian McCaffrey,CAR,RB,26.035,9100.0
Theo Riddick,DET,RB,15.540333333333333,5400.0
Jarvis Landry,CLE,WR,16.031,5800.0
Keenan Allen,LAC,WR,24.332666666666668,7900.0
Golden Tate,PHI,WR,16.224666666666664,5700.0
JuJu Smith-Schuster,PIT,WR,21.192666666666664,7500.0
Zach Ertz,PHI,TE,19.685333333333336,7400.0
Chicago Bears,CHI,DST,2.6819999999999995,3700.0
,,,156.0521,60000.0
