Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS,POS
"Julio Jones, ATL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.1,6.5,95.3,14.66,0.6,0.1,12,WR
"A.J. Green, CIN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.00,0.0,9.6,6.3,94.5,15.00,0.6,0.1,12,WR
"T.Y. Hilton, IND",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.00,0.0,12,6.7,91.2,13.61,0.5,0.0,12,WR
"Jordy Nelson, OAK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.9,6.4,78.6,12.28,0.8,0.1,11,WR
"Antonio Brown, PIT",0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.1,5.50,0.0,11,7.3,86.6,11.86,0.5,0.1,10,WR
"Mike Evans, TB",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.4,5.6,79.0,14.11,0.6,0.0,10,WR
"Odell Beckham, NYG",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,8.00,0.0,9.2,5.9,74.6,12.64,0.6,0.1,10,WR
"Allen Robinson, CHI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9,4.9,69.4,14.16,0.7,0.0,10,WR
"Demaryius Thomas, HOU",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.1,5.7,77.0,13.51,0.6,0.2,10,WR
"Emmanuel Sanders, DEN",0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,6.00,0.0,9.1,5.8,75.3,12.98,0.5,0.0,10,WR
"Jeremy Maclin, BAL",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.50,0.0,7.5,4.9,64.9,13.24,0.6,0.0,9,WR
"Stefon Diggs, MIN",0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.75,0.0,7.8,5.3,75.0,14.15,0.4,0.0,9,WR
"Amari Cooper, DAL",0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,-1.00,0.0,10.5,6.4,74.8,11.69,0.4,0.0,9,WR
"Brandon Marshall, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.7,5.4,65.7,12.17,0.6,0.1,9,WR
"Michael Crabtree, BAL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.00,0.0,8.3,5.4,51.6,9.56,0.7,0.0,9,WR
"Marvin Jones, DET",0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.1,5.50,0.0,6.9,4.3,62.0,14.42,0.5,0.0,9,WR
"Terrelle Pryor, BUF",0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.0,2.31,0.0,8.6,4.7,60.3,12.83,0.4,0.0,8,WR
"Randall Cobb, GB",0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.6,3.25,0.0,9.4,6.4,68.5,10.70,0.4,0.0,8,WR
"Julian Edelman, NE",0.0,0.0,0.0,0.0,0.0,0.0,0.9,5.6,6.22,0.0,8.9,6.0,61.5,10.25,0.4,0.0,8,WR
"Larry Fitzgerald, ARI",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.00,0.0,7.9,5.3,55.7,10.51,0.5,0.1,7,WR
"Sterling Shepard, NYG",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.00,0.0,7.2,4.7,53.3,11.34,0.4,0.0,7,WR
"Doug Baldwin, SEA",0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.2,-2.00,0.0,6.6,4.6,54.6,11.87,0.4,0.0,7,WR
"DeAndre Hopkins, HOU",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.6,5.1,57.5,11.27,0.4,0.0,7,WR
"Jordan Matthews, PHI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.3,4.3,52.8,12.28,0.4,0.0,7,WR
"Jarvis Landry, CLE",0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.4,6.80,0.0,8.8,5.8,65.5,11.29,0.3,0.2,7,WR
"DeVante Parker, MIA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.7,4.6,66.0,14.35,0.2,0.0,7,WR
"DeSean Jackson, TB",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.00,0.0,6.3,3.9,52.4,13.44,0.3,0.0,6,WR
"Will Fuller, HOU",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,3.00,0.0,7.9,3.8,51.3,13.50,0.3,0.0,6,WR
"Pierre Garcon, SF",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7,5.1,53.8,10.55,0.3,0.0,6,WR
"Allen Hurns, DAL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.1,3.5,50.7,14.49,0.3,0.0,6,WR
"Quincy Enunwa, NYJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.7,5.4,59.3,10.98,0.3,0.0,6,WR
"Brandin Cooks, LAR",0.0,0.0,0.0,0.0,0.0,0.0,0.6,4.0,6.67,0.0,6.9,4.3,54.3,12.63,0.3,0.0,6,WR
"Golden Tate, PHI",0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.6,2.67,0.0,7.5,5.1,58.1,11.39,0.3,0.0,6,WR
"Kenny Britt, NE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.00,0.0,6.4,4.2,56.9,13.55,0.3,0.1,6,WR
