Player,Bye,Proj,Actual,Att,Att,Comp,Inc,Yds,Yds,Yds,Yds,TD,TD,TD,TD,Int,Pick Six,Sack,1st Downs,1st Downs,1st Downs,40 Yd Cmp,Att,Att,Yds,Yds,Yds,Yds,TD,TD,TD,TD,1st Downs,1st Downs,1st Downs,40 Yd Att,Tgt*,Rec,Yds,Yds,Yds,Yds,TD,TD,TD,TD,1st Downs,1st Downs,1st Downs,40 Yd Rec,Yds,Yds,Yds,Yds,TD,TD,TD,TD,2PT,Tot,Lost,POS
Player Note T. Gurley II LAR - RB Final (W) 29-27 vs GB,12,2,2,0.0,18.1,0.0,0.0,0.0,97.2,42.0,0.0,0.0,1.2,0.2,0.0,0.0,0.0,0.0,0.0,4.9,2.1,0.0,0.0,18.1,0.0,97.2,42.0,0.0,0.0,1.2,0.2,0.0,0.0,4.9,2.1,0.1,5.4,4.3,0.0,97.2,42.0,0.0,0.0,1.2,0.2,0.0,0.0,4.9,2.1,0.1,0.0,97.2,42.0,0.0,0.0,1.2,0.2,0.0,0.1,0.3,0.1,RB
No new player Notes S. Barkley NYG - RB Final (L) 20-13 vs Was,9,15,15,0.0,15.7,0.0,0.0,0.0,71.3,49.8,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,3.8,2.4,0.0,0.0,15.7,0.0,71.3,49.8,0.0,0.0,0.5,0.2,0.0,0.0,3.8,2.4,0.1,7.3,5.8,0.0,71.3,49.8,0.0,0.0,0.5,0.2,0.0,0.0,3.8,2.4,0.1,0.0,71.3,49.8,0.0,0.0,0.5,0.2,0.0,0.1,0.1,0.1,RB
Player Note A. Kamara NO - RB Final (W) 30-20 @ Min,6,23,23,0.0,12.2,0.0,0.0,0.0,59.7,51.7,5.1,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,3.0,2.5,0.0,0.0,12.2,0.0,59.7,51.7,5.1,0.0,0.5,0.3,0.0,0.0,3.0,2.5,0.1,7.2,5.8,0.0,59.7,51.7,5.1,0.0,0.5,0.3,0.0,0.0,3.0,2.5,0.0,0.0,59.7,51.7,5.1,0.0,0.5,0.3,0.0,0.1,0.1,0.1,RB
No new player Notes J. Conner Pit - RB Final (W) 33-18 vs Cle,7,26,26,0.0,16.5,0.0,0.0,0.0,76.9,37.6,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,3.9,3.2,0.0,0.0,16.5,0.0,76.9,37.6,0.0,0.0,0.6,0.1,0.0,0.0,3.9,3.2,0.0,5.7,4.8,0.0,76.9,37.6,0.0,0.0,0.6,0.1,0.0,0.0,3.9,3.2,0.0,0.0,76.9,37.6,0.0,0.0,0.6,0.1,0.0,0.0,0.2,0.1,RB
Player Note K. Hunt KC - RB NA Final (W) 30-23 vs Den,12,29,29,0.0,16.8,0.0,0.0,0.0,85.5,25.3,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,4.3,1.7,0.0,0.0,16.8,0.0,85.5,25.3,0.0,0.0,0.6,0.1,0.0,0.0,4.3,1.7,0.1,3.7,2.9,0.0,85.5,25.3,0.0,0.0,0.6,0.1,0.0,0.0,4.3,1.7,0.0,0.0,85.5,25.3,0.0,0.0,0.6,0.1,0.0,0.1,0.1,0.1,RB
No new player Notes J. Mixon Cin - RB Final (W) 37-34 vs TB,9,36,36,0.0,15.9,0.0,0.0,0.0,76.1,25.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,3.8,1.5,0.0,0.0,15.9,0.0,76.1,25.0,0.0,0.0,0.6,0.1,0.0,0.0,3.8,1.5,0.0,3.9,3.1,0.0,76.1,25.0,0.0,0.0,0.6,0.1,0.0,0.0,3.8,1.5,0.0,0.0,76.1,25.0,0.0,0.0,0.6,0.1,0.0,0.1,0.1,0.1,RB
No new player Notes C. McCaffrey Car - RB Final (W) 36-21 vs Bal,4,37,37,0.0,12.6,0.0,0.0,0.0,52.8,41.0,16.9,0.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,2.6,2.4,0.0,0.0,12.6,0.0,52.8,41.0,16.9,0.0,0.3,0.2,0.1,0.0,2.6,2.4,0.1,7.1,5.3,0.0,52.8,41.0,16.9,0.0,0.3,0.2,0.1,0.0,2.6,2.4,0.1,0.0,52.8,41.0,16.9,0.0,0.3,0.2,0.1,0.1,0.1,0.1,RB
Player Note J. White NE - RB Final (W) 25-6 @ Buf,11,39,39,0.0,6.7,0.0,0.0,0.0,31.5,53.1,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,1.4,2.8,0.0,0.0,6.7,0.0,31.5,53.1,0.0,0.0,0.1,0.5,0.0,0.0,1.4,2.8,0.1,8.6,6.4,0.0,31.5,53.1,0.0,0.0,0.1,0.5,0.0,0.0,1.4,2.8,0.1,0.0,31.5,53.1,0.0,0.0,0.1,0.5,0.0,0.1,0.1,0.1,RB
No new player Notes T. Cohen Chi - RB Final (W) 24-10 vs NYJ,5,49,49,0.0,7.2,0.0,0.0,0.0,33.9,42.1,53.0,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,1.7,2.3,0.0,0.0,7.2,0.0,33.9,42.1,53.0,0.0,0.2,0.2,0.1,0.0,1.7,2.3,0.0,5.7,4.5,0.0,33.9,42.1,53.0,0.0,0.2,0.2,0.1,0.0,1.7,2.3,0.0,0.0,33.9,42.1,53.0,0.0,0.2,0.2,0.1,0.0,0.1,0.1,RB
New Player Note D. Johnson Ari - RB Final (W) 18-15 vs SF,9,50,50,0.0,15.8,0.0,0.0,0.0,59.7,28.7,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,3.4,1.8,0.0,0.0,15.8,0.0,59.7,28.7,0.0,0.0,0.5,0.1,0.0,0.0,3.4,1.8,0.1,4.6,3.2,0.0,59.7,28.7,0.0,0.0,0.5,0.1,0.0,0.0,3.4,1.8,0.0,0.0,59.7,28.7,0.0,0.0,0.5,0.1,0.0,0.1,0.2,0.1,RB
No new player Notes P. Lindsay Den - RB IR Final (L) 30-23 @ KC,10,58,58,0.0,12.1,0.0,0.0,0.0,51.5,29.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,12.1,0.0,51.5,29.0,0.0,0.0,0.3,0.1,0.0,0.0,3.1,0.0,0.1,4.7,3.4,0.0,51.5,29.0,0.0,0.0,0.3,0.1,0.0,0.0,3.1,0.0,0.0,0.0,51.5,29.0,0.0,0.0,0.3,0.1,0.0,0.1,0.2,0.1,RB
Player Note M. Ingram NO - RB Final (W) 30-20 @ Min,6,61,61,0.0,11.5,0.0,0.0,0.0,55.5,18.5,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,2.8,0.9,0.0,0.0,11.5,0.0,55.5,18.5,0.0,0.0,0.5,0.1,0.0,0.0,2.8,0.9,0.0,2.4,2.0,0.0,55.5,18.5,0.0,0.0,0.5,0.1,0.0,0.0,2.8,0.9,0.0,0.0,55.5,18.5,0.0,0.0,0.5,0.1,0.0,0.1,0.2,0.1,RB
No new player Notes K. Johnson Det - RB IR Final (L) 28-14 vs Sea,6,62,62,0.0,14.5,0.0,0.0,0.0,65.9,18.6,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,3.6,0.9,0.0,0.0,14.5,0.0,65.9,18.6,0.0,0.0,0.3,0.1,0.0,0.0,3.6,0.9,0.1,3.1,2.5,0.0,65.9,18.6,0.0,0.0,0.3,0.1,0.0,0.0,3.6,0.9,0.0,0.0,65.9,18.6,0.0,0.0,0.3,0.1,0.0,0.1,0.1,0.1,RB
No new player Notes L. Murray Min - RB Final (L) 30-20 vs NO,10,66,66,0.0,13.5,0.0,0.0,0.0,61.3,14.3,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.0,0.0,0.0,13.5,0.0,61.3,14.3,0.0,0.0,0.6,0.0,0.0,0.0,3.1,1.0,0.0,2.2,1.7,0.0,61.3,14.3,0.0,0.0,0.6,0.0,0.0,0.0,3.1,1.0,0.0,0.0,61.3,14.3,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.1,RB
No new player Notes L. Miller Hou - RB Final (W) 42-23 vs Mia,10,69,69,0.0,13.0,0.0,0.0,0.0,58.1,20.6,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,2.9,1.2,0.0,0.0,13.0,0.0,58.1,20.6,0.0,0.0,0.4,0.1,0.0,0.0,2.9,1.2,0.0,2.9,2.4,0.0,58.1,20.6,0.0,0.0,0.4,0.1,0.0,0.0,2.9,1.2,0.0,0.0,58.1,20.6,0.0,0.0,0.4,0.1,0.0,0.0,0.1,0.1,RB
Player Note M. Mack Ind - RB Q Final (W) 42-28 @ Oak,9,72,72,0.0,12.3,0.0,0.0,0.0,53.8,20.4,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,2.7,1.1,0.0,0.0,12.3,0.0,53.8,20.4,0.0,0.0,0.4,0.1,0.0,0.0,2.7,1.1,0.0,2.9,2.3,0.0,53.8,20.4,0.0,0.0,0.4,0.1,0.0,0.0,2.7,1.1,0.0,0.0,53.8,20.4,0.0,0.0,0.4,0.1,0.0,0.0,0.2,0.1,RB
No new player Notes C. Thompson Was - RB Final (W) 20-13 @ NYG,4,73,73,0.0,6.2,0.0,0.0,0.0,25.6,41.3,26.7,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.3,1.9,0.0,0.0,6.2,0.0,25.6,41.3,26.7,0.0,0.2,0.2,0.0,0.0,1.3,1.9,0.0,6.3,4.9,0.0,25.6,41.3,26.7,0.0,0.2,0.2,0.0,0.0,1.3,1.9,0.0,0.0,25.6,41.3,26.7,0.0,0.2,0.2,0.0,0.0,0.2,0.1,RB
No new player Notes A. Peterson Was - RB Final (W) 20-13 @ NYG,4,74,74,0.0,16.7,0.0,0.0,0.0,62.0,7.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.7,0.0,0.0,16.7,0.0,62.0,7.4,0.0,0.0,0.6,0.0,0.0,0.0,3.1,0.7,0.0,1.5,1.1,0.0,62.0,7.4,0.0,0.0,0.6,0.0,0.0,0.0,3.1,0.7,0.0,0.0,62.0,7.4,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.1,RB
No new player Notes J. Richard Oak - RB Final (L) 42-28 vs Ind,7,77,77,0.0,6.5,0.0,0.0,0.0,28.7,38.3,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.1,2.9,0.0,0.0,6.5,0.0,28.7,38.3,0.0,0.0,0.2,0.2,0.0,0.0,1.1,2.9,0.0,6.1,4.8,0.0,28.7,38.3,0.0,0.0,0.2,0.2,0.0,0.0,1.1,2.9,0.0,0.0,28.7,38.3,0.0,0.0,0.2,0.2,0.0,0.0,0.1,0.1,RB
No new player Notes C. Carson Sea - RB Final (W) 28-14 @ Det,7,78,78,0.0,11.5,0.0,0.0,0.0,49.3,20.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,2.6,1.3,0.0,0.0,11.5,0.0,49.3,20.0,0.0,0.0,0.4,0.1,0.0,0.0,2.6,1.3,0.0,3.2,2.6,0.0,49.3,20.0,0.0,0.0,0.4,0.1,0.0,0.0,2.6,1.3,0.0,0.0,49.3,20.0,0.0,0.0,0.4,0.1,0.0,0.0,0.1,0.1,RB
No new player Notes N. Chubb Cle - RB Final (L) 33-18 @ Pit,11,86,86,0.0,14.6,0.0,0.0,0.0,60.4,10.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7,0.0,0.0,14.6,0.0,60.4,10.7,0.0,0.0,0.5,0.0,0.0,0.0,3.0,0.7,0.0,1.5,1.2,0.0,60.4,10.7,0.0,0.0,0.5,0.0,0.0,0.0,3.0,0.7,0.0,0.0,60.4,10.7,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.1,RB
No new player Notes I. Crowell NYJ - RB IR Final (L) 24-10 @ Chi,11,98,98,0.0,13.7,0.0,0.0,0.0,53.0,14.6,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,2.6,1.2,0.0,0.0,13.7,0.0,53.0,14.6,0.0,0.0,0.3,0.1,0.0,0.0,2.6,1.2,0.0,2.9,2.3,0.0,53.0,14.6,0.0,0.0,0.3,0.1,0.0,0.0,2.6,1.2,0.0,0.0,53.0,14.6,0.0,0.0,0.3,0.1,0.0,0.0,0.1,0.1,RB
No new player Notes A. Collins Bal - RB IR Final (L) 36-21 @ Car,10,104,104,0.0,11.7,0.0,0.0,0.0,52.5,15.8,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.8,0.0,0.0,11.7,0.0,52.5,15.8,0.0,0.0,0.4,0.0,0.0,0.0,2.6,0.8,0.0,2.1,1.6,0.0,52.5,15.8,0.0,0.0,0.4,0.0,0.0,0.0,2.6,0.8,0.0,0.0,52.5,15.8,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.1,RB
No new player Notes A. Jones GB - RB IR Final (L) 29-27 @ LAR,7,110,110,0.0,9.2,0.0,0.0,0.0,42.3,15.8,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.0,0.0,9.2,0.0,42.3,15.8,0.0,0.0,0.3,0.1,0.0,0.0,2.1,1.0,0.0,2.6,2.1,0.0,42.3,15.8,0.0,0.0,0.3,0.1,0.0,0.0,2.1,1.0,0.0,0.0,42.3,15.8,0.0,0.0,0.3,0.1,0.0,0.0,0.1,0.1,RB
No new player Notes L. McCoy Buf - RB Final (L) 25-6 vs NE,11,113,113,0.0,13.3,0.0,0.0,0.0,49.7,15.9,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,2.5,1.0,0.0,0.0,13.3,0.0,49.7,15.9,0.0,0.0,0.3,0.1,0.0,0.0,2.5,1.0,0.0,2.3,1.8,0.0,49.7,15.9,0.0,0.0,0.3,0.1,0.0,0.0,2.5,1.0,0.0,0.0,49.7,15.9,0.0,0.0,0.3,0.1,0.0,0.1,0.2,0.1,RB
No new player Notes J. Howard Chi - RB Final (W) 24-10 vs NYJ,5,117,117,0.0,10.5,0.0,0.0,0.0,48.2,12.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.6,0.0,0.0,10.5,0.0,48.2,12.1,0.0,0.0,0.3,0.0,0.0,0.0,2.4,0.6,0.0,1.4,1.6,0.0,48.2,12.1,0.0,0.0,0.3,0.0,0.0,0.0,2.4,0.6,0.0,0.0,48.2,12.1,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,RB
No new player Notes D. Martin Oak - RB Final (L) 42-28 vs Ind,7,119,119,0.0,13.1,0.0,0.0,0.0,57.1,11.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.9,0.0,0.0,13.1,0.0,57.1,11.0,0.0,0.0,0.2,0.0,0.0,0.0,2.9,0.9,0.0,2.0,1.6,0.0,57.1,11.0,0.0,0.0,0.2,0.0,0.0,0.0,2.9,0.9,0.0,0.0,57.1,11.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,RB
No new player Notes K. Drake Mia - RB Final (L) 42-23 @ Hou,11,121,121,0.0,9.4,0.0,0.0,0.0,36.6,21.7,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,1.7,1.0,0.0,0.0,9.4,0.0,36.6,21.7,0.0,0.0,0.2,0.1,0.0,0.0,1.7,1.0,0.1,4.2,2.9,0.0,36.6,21.7,0.0,0.0,0.2,0.1,0.0,0.0,1.7,1.0,0.0,0.0,36.6,21.7,0.0,0.0,0.2,0.1,0.0,0.1,0.1,0.1,RB
No new player Notes M. Breida SF - RB IR Final (L) 18-15 @ Ari,11,134,134,0.0,8.5,0.0,0.0,0.0,34.3,20.3,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.7,1.6,0.0,0.0,8.5,0.0,34.3,20.3,0.0,0.0,0.3,0.1,0.0,0.0,1.7,1.6,0.0,3.4,2.5,0.0,34.3,20.3,0.0,0.0,0.3,0.1,0.0,0.0,1.7,1.6,0.0,0.0,34.3,20.3,0.0,0.0,0.3,0.1,0.0,0.0,0.1,0.1,RB
No new player Notes K. Barner Car - RB IR Final (W) 36-21 vs Bal,4,135,135,0.0,9.8,0.0,0.0,0.0,43.5,22.7,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,9.8,0.0,43.5,22.7,25.4,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.9,4.0,0.0,43.5,22.7,25.4,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,43.5,22.7,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB
No new player Notes R. Mostert SF - RB IR Final (L) 18-15 @ Ari,11,138,138,0.0,11.9,0.0,0.0,0.0,45.4,15.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,11.9,0.0,45.4,15.0,0.0,0.0,0.2,0.0,0.0,0.0,1.7,0.0,0.0,3.6,2.8,0.0,45.4,15.0,0.0,0.0,0.2,0.0,0.0,0.0,1.7,0.0,0.0,0.0,45.4,15.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,RB
No new player Notes D. Johnson Jr. Cle - RB Final (L) 33-18 @ Pit,11,162,162,0.0,3.8,0.0,0.0,0.0,15.7,33.7,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.8,2.8,0.0,0.0,3.8,0.0,15.7,33.7,0.0,0.0,0.2,0.1,0.0,0.0,0.8,2.8,0.0,5.8,3.5,0.0,15.7,33.7,0.0,0.0,0.2,0.1,0.0,0.0,0.8,2.8,0.0,0.0,15.7,33.7,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.1,RB
No new player Notes T. Yeldon Jax - RB Final (L) 24-18 vs Phi,9,169,169,0.0,9.0,0.0,0.0,0.0,34.9,15.8,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,1.4,1.0,0.0,0.0,9.0,0.0,34.9,15.8,0.0,0.0,0.2,0.1,0.0,0.0,1.4,1.0,0.1,2.5,2.2,0.0,34.9,15.8,0.0,0.0,0.2,0.1,0.0,0.0,1.4,1.0,0.0,0.0,34.9,15.8,0.0,0.0,0.2,0.1,0.0,0.1,0.1,0.1,RB
No new player Notes C. Clement Phi - RB IR Final (W) 24-18 @ Jax,9,181,181,0.0,8.2,0.0,0.0,0.0,36.3,10.5,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.9,0.6,0.0,0.0,8.2,0.0,36.3,10.5,0.0,0.0,0.4,0.1,0.0,0.0,1.9,0.6,0.0,1.4,1.1,0.0,36.3,10.5,0.0,0.0,0.4,0.1,0.0,0.0,1.9,0.6,0.0,0.0,36.3,10.5,0.0,0.0,0.4,0.1,0.0,0.0,0.1,0.1,RB
Player Note W. Smallwood Phi - RB Final (W) 24-18 @ Jax,9,202,202,0.0,7.5,0.0,0.0,0.0,31.8,16.6,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,1.8,1.0,0.0,0.0,7.5,0.0,31.8,16.6,0.0,0.0,0.2,0.1,0.0,0.0,1.8,1.0,0.1,2.9,2.3,0.0,31.8,16.6,0.0,0.0,0.2,0.1,0.0,0.0,1.8,1.0,0.0,0.0,31.8,16.6,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.1,RB
No new player Notes D. Booker Den - RB Final (L) 30-23 @ KC,10,264,264,0.0,6.4,0.0,0.0,0.0,25.7,16.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.0,0.0,0.0,6.4,0.0,25.7,16.8,0.0,0.0,0.1,0.0,0.0,0.0,1.3,1.0,0.0,2.4,1.9,0.0,25.7,16.8,0.0,0.0,0.1,0.0,0.0,0.0,1.3,1.0,0.0,0.0,25.7,16.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,RB
No new player Notes T. Cannon NYJ - RB Final (L) 24-10 @ Chi,11,278,278,0.0,8.4,0.0,0.0,0.0,25.4,9.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,25.4,9.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.9,0.0,25.4,9.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,9.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,RB
No new player Notes J. Allen Bal - RB Final (L) 36-21 @ Car,10,280,280,0.0,5.2,0.0,0.0,0.0,19.4,16.7,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.3,0.0,0.0,5.2,0.0,19.4,16.7,0.0,0.0,0.1,0.1,0.0,0.0,1.0,1.3,0.0,4.2,3.3,0.0,19.4,16.7,0.0,0.0,0.1,0.1,0.0,0.0,1.0,1.3,0.0,0.0,19.4,16.7,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,RB
Player Note T. Ervin Bal - RB Final (L) 36-21 @ Car,10,289,289,0.0,0.4,0.0,0.0,0.0,1.8,28.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.4,1.7,0.0,0.0,0.4,0.0,1.8,28.3,0.0,0.0,0.0,0.1,0.0,0.0,1.4,1.7,0.0,5.4,4.2,0.0,1.8,28.3,0.0,0.0,0.0,0.1,0.0,0.0,1.4,1.7,0.0,0.0,1.8,28.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,RB
No new player Notes C. Hyde Jax - RB Final (L) 24-18 vs Phi,9,292,292,0.0,7.0,0.0,0.0,0.0,29.8,8.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.0,7.0,0.0,29.8,8.3,0.0,0.0,0.2,0.0,0.0,0.0,1.5,0.5,0.0,1.4,1.0,0.0,29.8,8.3,0.0,0.0,0.2,0.0,0.0,0.0,1.5,0.5,0.0,0.0,29.8,8.3,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,RB
No new player Notes P. Barber TB - RB Final (L) 37-34 @ Cin,5,295,295,0.0,8.5,0.0,0.0,0.0,35.9,5.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.3,0.0,0.0,8.5,0.0,35.9,5.3,0.0,0.0,0.2,0.0,0.0,0.0,1.9,0.3,0.0,1.0,0.7,0.0,35.9,5.3,0.0,0.0,0.2,0.0,0.0,0.0,1.9,0.3,0.0,0.0,35.9,5.3,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,RB
No new player Notes A. Blue Hou - RB Final (W) 42-23 vs Mia,10,308,308,0.0,7.7,0.0,0.0,0.0,32.1,3.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.6,0.0,0.0,7.7,0.0,32.1,3.1,0.0,0.0,0.3,0.0,0.0,0.0,1.6,0.6,0.0,0.9,0.7,0.0,32.1,3.1,0.0,0.0,0.3,0.0,0.0,0.0,1.6,0.6,0.0,0.0,32.1,3.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,RB
No new player Notes T. Montgomery Bal - RB Final (L) 36-21 @ Car,10,311,311,0.0,3.9,0.0,0.0,0.0,17.2,17.2,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.9,1.0,0.0,0.0,3.9,0.0,17.2,17.2,0.0,0.0,0.2,0.1,0.0,0.0,0.9,1.0,0.0,2.5,1.9,0.0,17.2,17.2,0.0,0.0,0.2,0.1,0.0,0.0,0.9,1.0,0.0,0.0,17.2,17.2,0.0,0.0,0.2,0.1,0.0,0.0,0.1,0.0,RB
No new player Notes M. Davis Sea - RB Final (W) 28-14 @ Det,7,321,321,0.0,7.4,0.0,0.0,0.0,33.8,3.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.7,0.0,0.0,7.4,0.0,33.8,3.7,0.0,0.0,0.2,0.0,0.0,0.0,1.7,0.7,0.0,1.3,1.1,0.0,33.8,3.7,0.0,0.0,0.2,0.0,0.0,0.0,1.7,0.7,0.0,0.0,33.8,3.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,RB
