Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS,POS
"David Johnson, ARI",0.0,0.0,0.0,0.0,0.0,0.0,20.3,78.1,3.85,0.8,6,3.9,42.7,10.95,0.1,0.2,16,RB
"Spencer Ware, KC",0.0,0.0,0.0,0.0,0.0,0.0,16.4,86.0,5.24,0.7,3,2.1,36.4,17.33,0.2,0.5,15,RB
"Ezekiel Elliott, DAL",0.0,0.0,0.0,0.0,0.0,0.0,19.7,101.0,5.13,0.5,2.8,2.0,17.6,8.80,0.1,0.3,14,RB
"Christine Michael, IND",0.0,0.0,0.0,0.0,0.0,0.0,16.3,80.9,4.96,0.6,3.3,2.7,14.5,5.37,0.2,0.2,13,RB
"Devonta Freeman, ATL",0.0,0.0,0.0,0.0,0.0,0.0,17.0,71.0,4.18,0.6,4.5,3.3,27.2,8.24,0.1,0.1,13,RB
"DeMarco Murray, TEN",0.0,0.0,0.0,0.0,0.0,0.0,17.3,68.9,3.98,0.6,4.2,3.4,22.1,6.50,0.2,0.2,12,RB
"Devontae Booker, DEN",0.0,0.0,0.0,0.0,0.0,0.0,18.9,85.8,4.54,0.5,3.8,2.6,19.3,7.42,0.1,0.2,12,RB
"LeGarrette Blount, DET",0.0,0.0,0.0,0.0,0.0,0.0,16.4,70.8,4.32,0.7,1.4,1.2,8.9,7.42,0.1,0.1,11,RB
"Matt Forte, NYJ",0.0,0.0,0.0,0.0,0.0,0.0,15.6,68.7,4.40,0.5,3.2,2.3,21.2,9.22,0.1,0.1,11,RB
"Matt Asiata, DET",0.0,0.0,0.0,0.0,0.0,0.0,16.4,59.8,3.65,0.6,5.2,4.4,29.3,6.66,0.1,0.1,11,RB
"Jacquizz Rodgers, TB",0.0,0.0,0.0,0.0,0.0,0.0,16.4,81.2,4.95,0.2,2.9,2.0,13.7,6.85,0.1,0.1,10,RB
"Giovani Bernard, CIN",0.0,0.0,0.0,0.0,0.0,0.0,11.2,54.3,4.85,0.3,5,3.9,33.6,8.62,0.1,0.1,10,RB
"Frank Gore, MIA",0.0,0.0,0.0,0.0,0.0,0.0,14.1,62.9,4.46,0.3,3.4,2.3,12.6,5.48,0.2,0.1,9,RB
"Mike Gillislee, NO",0.0,0.0,0.0,0.0,0.0,0.0,14.0,58.3,4.16,0.4,2.3,1.8,11.4,6.33,0.2,0.1,9,RB
"Rob Kelley, WAS",0.0,0.0,0.0,0.0,0.0,0.0,14.3,73.5,5.14,0.3,1.2,1.1,8.2,7.45,0.1,0.1,9,RB
"Chris Thompson, WAS",0.0,0.0,0.0,0.0,0.0,0.0,9.7,50.8,5.24,0.2,4.1,3.5,26.8,7.66,0.2,0.1,9,RB
"Latavius Murray, MIN",0.0,0.0,0.0,0.0,0.0,0.0,10.7,40.7,3.80,0.6,2.9,2.3,14.5,6.30,0.1,0.1,9,RB
"Melvin Gordon, LAC",0.0,0.0,0.0,0.0,0.0,0.0,17.4,52.6,3.02,0.5,3.6,2.6,17.4,6.69,0.1,0.3,9,RB
"Ryan Mathews, PHI",0.0,0.0,0.0,0.0,0.0,0.0,11.5,54.0,4.70,0.4,1.8,1.6,11.8,7.38,0.2,0.5,8,RB
"Mark Ingram, NO",0.0,0.0,0.0,0.0,0.0,0.0,14.7,49.7,3.38,0.3,4.2,3.4,21.4,6.29,0.1,0.1,8,RB
"Isaiah Crowell, NYJ",0.0,0.0,0.0,0.0,0.0,0.0,13.8,53.3,3.86,0.4,1.9,1.4,13.0,9.29,0.0,0.1,8,RB
"Jeremy Hill, NE",0.0,0.0,0.0,0.0,0.0,0.0,10.6,57.4,5.42,0.5,1.4,1.0,8.2,8.20,0.0,0.1,7,RB
"Lamar Miller, HOU",0.0,0.0,0.0,0.0,0.0,0.0,10.1,44.1,4.37,0.3,2.4,2.1,13.5,6.43,0.1,0.1,7,RB
"James White, NE",0.0,0.0,0.0,0.0,0.0,0.0,5.4,20.6,3.81,0.1,5.7,3.9,35.6,9.13,0.3,0.1,7,RB
"Peyton Barber, TB",0.0,0.0,0.0,0.0,0.0,0.0,9.0,43.0,4.78,0.3,2.6,1.6,13.8,8.62,0.1,0.1,7,RB
"Theo Riddick, DET",0.0,0.0,0.0,0.0,0.0,0.0,7.5,29.2,3.89,0.1,5.2,4.0,31.3,7.83,0.3,0.1,7,RB
"Jonathan Stewart, NYG",0.0,0.0,0.0,0.0,0.0,0.0,14.5,59.8,4.12,0.3,1.7,1.2,7.1,5.92,0.0,0.1,6,RB
"C.J. Prosise, SEA",0.0,0.0,0.0,0.0,0.0,0.0,7.3,34.9,4.78,0.3,1.7,1.4,12.6,9.00,0.1,0.1,6,RB
"Jordan Howard, CHI",0.0,0.0,0.0,0.0,0.0,0.0,8.5,36.6,4.31,0.2,2.5,1.6,12.6,7.87,0.1,0.1,5,RB
"Chris Ivory, BUF",0.0,0.0,0.0,0.0,0.0,0.0,8.9,33.4,3.75,0.3,2.2,1.6,9.6,6.00,0.1,0.1,5,RB
"Darren Sproles, PHI",0.0,0.0,0.0,0.0,0.0,0.0,5.4,22.6,4.19,0.1,4.5,3.3,29.5,8.94,0.1,0.1,5,RB
"T.J. Yeldon, JAC",0.0,0.0,0.0,0.0,0.0,0.0,9.0,35.0,3.89,0.2,3.8,2.9,18.0,6.21,0.0,0.1,5,RB
"Alfred Blue, HOU",0.0,0.0,0.0,0.0,0.0,0.0,8.7,37.6,4.32,0.2,2.3,1.7,9.7,5.71,0.1,0.1,4,RB
"Zach Zenner, DET",0.0,0.0,0.0,0.0,0.0,0.0,7.8,30.3,3.88,0.3,0.7,0.5,5.8,11.60,0.0,0.1,4,RB
"Knile Davis, CHI",0.0,0.0,0.0,0.0,0.0,0.0,6.0,23.6,3.93,0.2,2.6,1.7,11.0,6.47,0.1,0.1,4,RB
"Bilal Powell, NYJ",0.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,4.17,0.1,4.5,3.3,25.3,7.67,0.0,0.1,4,RB
"Duke Johnson, CLE",0.0,0.0,0.0,0.0,0.0,0.0,6.2,22.3,3.60,0.1,4.6,3.4,27.8,8.18,0.0,0.1,4,RB
"DeAndre Washington, OAK",0.0,0.0,0.0,0.0,0.0,0.0,5.2,22.1,4.25,0.2,2.1,1.7,10.8,6.35,0.1,0.4,4,RB
"Jeremy Langford, ATL",0.0,0.0,0.0,0.0,0.0,0.0,6.6,26.5,4.02,0.2,2.7,1.4,10.5,7.50,0.0,0.2,3,RB
"Kapri Bibbs, GB",0.0,0.0,0.0,0.0,0.0,0.0,5.9,24.4,4.14,0.2,2.5,1.2,8.7,7.25,0.1,0.1,3,RB
"Terron Ward, ATL",0.0,0.0,0.0,0.0,0.0,0.0,4.4,16.0,3.64,0.2,1.8,1.4,12.8,9.14,0.1,0.1,3,RB
"Jalen Richard, OAK",0.0,0.0,0.0,0.0,0.0,0.0,4.1,18.3,4.46,0.2,2.5,1.9,15.4,8.11,0.1,0.1,3,RB
"Wendell Smallwood, PHI",0.0,0.0,0.0,0.0,0.0,0.0,5.6,25.9,4.62,0.2,1.4,0.5,3.2,6.40,0.0,0.1,3,RB
"Jonathan Williams, IND",0.0,0.0,0.0,0.0,0.0,0.0,5.9,27.2,4.61,0.2,1.7,1.1,7.8,7.09,0.0,0.1,3,RB
"Travaris Cadet, CAR",0.0,0.0,0.0,0.0,0.0,0.0,3.6,10.6,2.94,0.1,4,2.8,17.5,6.25,0.1,0.1,3,RB
"Jamize Olawale, DAL",0.0,0.0,0.0,0.0,0.0,0.0,1.8,7.0,3.89,0.3,0.7,0.7,6.1,8.71,0.1,0.0,2,RB
"Ka'Deem Carey, CHI",0.0,0.0,0.0,0.0,0.0,0.0,5.9,25.7,4.36,0.1,1.9,1.4,8.7,6.21,0.0,0.1,2,RB
"Josh Ferguson, HOU",0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,4.33,0.1,2.6,1.9,12.6,6.63,0.0,0.1,2,RB
"Lance Dunbar, LAR",0.0,0.0,0.0,0.0,0.0,0.0,2.4,11.1,4.62,0.1,1.4,1.2,13.4,11.17,0.0,0.1,2,RB
"John Kuhn, NO",0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.8,2.15,0.3,1,0.7,3.4,4.86,0.1,0.0,2,RB
"Fozzy Whittaker, CAR",0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.1,3.82,0.1,2.2,1.8,14.6,8.11,0.0,0.1,2,RB
