Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS,POS
"Aaron Rodgers, GB",43.3,27.2,290.0,2.5,0.7,94.8,3.1,21.1,6.81,0.4,0,0.0,0.0,0.00,0.0,0.3,28,QB
"Drew Brees, NO",43.2,30.4,329.0,2.1,0.8,100.9,1.4,2.4,1.71,0.1,0,0.0,0.0,0.00,0.0,0.2,24,QB
"Matt Ryan, ATL",36.7,25.4,316.0,2.1,0.7,106.8,2.2,6.8,3.09,0.0,0,0.0,0.0,0.00,0.0,0.3,22,QB
"Philip Rivers, LAC",37.8,24.3,289.0,2.1,1.1,93.9,1.2,3.0,2.50,0.0,0,0.0,0.0,0.00,0.0,0.2,21,QB
"Dak Prescott, DAL",30.1,19.4,249.0,1.6,0.5,101.1,3.2,13.4,4.19,0.3,0,0.0,0.0,0.00,0.0,0.2,20,QB
"Jameis Winston, TB",36.1,22.6,254.0,1.8,1.1,87.5,3.3,9.7,2.94,0.3,0,0.0,0.0,0.00,0.0,0.2,20,QB
"Russell Wilson, SEA",33.3,20.8,257.0,1.4,1.0,87.8,4.0,20.8,5.20,0.1,0,0.0,0.0,0.00,0.0,0.2,18,QB
"Colin Kaepernick, SF",30.1,18.2,206.0,1.3,0.9,82.9,6.8,46.8,6.88,0.1,0,0.0,0.0,0.00,0.0,0.3,18,QB
"Andrew Luck, IND",35.9,21.0,242.0,1.6,1.4,77.5,4.0,21.9,5.47,0.1,0,0.0,0.0,0.00,0.0,0.2,18,QB
"Cam Newton, CAR",33.5,20.6,227.0,1.4,1.1,81.8,4.4,21.3,4.84,0.2,0,0.0,0.0,0.00,0.0,0.4,17,QB
"Marcus Mariota, TEN",30.2,19.1,216.0,1.6,1.0,88.5,3.4,24.6,7.24,0.1,0,0.0,0.0,0.00,0.0,0.3,17,QB
"Joe Flacco, BAL",42.2,27.4,268.0,1.4,0.8,85.8,2.0,2.6,1.30,0.2,0,0.0,0.0,0.00,0.0,0.3,17,QB
