Player,Team,Salary
Chicago Bears,CHI,3700
Detroit Lions,DET,4200
New York Giants,NYG,3500
Seattle Seahawks,SEA,4200
Green Bay Packers,GB,3500
New York Jets,NYJ,4500
Los Angeles Rams,LAR,4100
Tennessee Titans,TEN,4700
New Orleans Saints,NO,3800
Philadelphia Eagles,PHI,3700
Arizona Cardinals,ARI,3700
Denver Broncos,DEN,4800
Pittsburgh Steelers,PIT,4700
New England Patriots,NE,4200
Carolina Panthers,CAR,4000
Kansas City Chiefs,KC,3700
Minnesota Vikings,MIN,3500
Baltimore Ravens,BAL,3400
Indianapolis Colts,IND,3600
Buffalo Bills,BUF,4200
Tampa Bay Buccaneers,TB,3000
Jacksonville Jaguars,JAX,4700
Houston Texans,HOU,4300
Dallas Cowboys,DAL,3700
Cleveland Browns,CLE,3200
Oakland Raiders,OAK,3000
San Francisco 49ers,SF,3700
Atlanta Falcons,ATL,3100
Washington Redskins,WAS,4300
Los Angeles Chargers,LAC,4600
Cincinnati Bengals,CIN,3100
Miami Dolphins,MIA,3200
