Player,Team,PA,YdA,TD,Sack,Int,Fum Rec,Saf,Blk
Arizona Cardinals,ARI,24.37,346.0,0.1,1.7,0.3,0.3,0.0,0.0
Atlanta Falcons,ATL,21.9,339.0,0.1,1.2,0.8,0.4,0.0,0.0
Baltimore Ravens,BAL,20.4,315.0,0.1,2.2,0.4,0.4,0.0,0.0
Buffalo Bills,BUF,20.9,302.9,0.1,1.6,0.8,0.5,0.0,0.0
Carolina Panthers,CAR,23.39,402.0,0.1,2.42,0.9,0.5,0.0,0.09
Chicago Bears,CHI,18.23,321.0,0.15,2.61,0.9,0.5,0.0,0.08
Cincinnati Bengals,CIN,21.72,388.0,0.1,2.01,0.79,0.4,0.0,0.09
Cleveland Browns,CLE,24.5,341.0,0.09,2.6,0.8,0.6,0.0,0.0
Dallas Cowboys,DAL,22.35,402.8,0.09214721604970469,1.5915130305493053,0.4,0.5,0.0,0.0
Denver Broncos,DEN,19.78,313.0,0.11,2.5,0.9,0.5,0.0,0.1
Detroit Lions,DET,23.73,440.0,0.1,1.9,0.5,0.4,0.0,0.08
Green Bay Packers,GB,13.5,260.0,0.1,2.57,0.7,0.3,0.0,0.0
Houston Texans,HOU,19.84,339.3,0.14,2.67,0.8,0.5,0.06,0.0
Indianapolis Colts,IND,22.14,334.0,0.1,1.8,0.7,0.6,0.0,0.0
Jacksonville Jaguars,JAX,21.33,386.0,0.12,1.4,0.8,0.4,0.03,0.0
Kansas City Chiefs,KC,18.52,348.7,0.13,2.1,0.7,0.58,0.0,0.0
Los Angeles Chargers,LAC,22.99,412.0,0.11,1.4,0.78,0.5,0.0,0.0
Los Angeles Rams,LAR,21.8,336.0,0.13,2.77,0.8,0.55,0.0,0.0
Miami Dolphins,MIA,16.2,287.0,0.11,2.1,0.97,0.5,0.0,0.0
Minnesota Vikings,MIN,23.65,382.9,0.09,1.9,0.6,0.4,0.0,0.0
New England Patriots,NE,19.5,361.1,0.1,1.7,0.8,0.5,0.0,0.08
New Orleans Saints,NO,22.34,353.8,0.11,2.6,0.5,0.5,0.0,0.0
New York Giants,NYG,22.0,340.0,0.1,1.4,0.75,0.4,0.0,0.08
New York Jets,NYJ,23.2,317.0,0.09,2.3,0.7,0.5,0.0,0.0
Oakland Raiders,OAK,25.24,461.3,0.1,1.1,0.5,0.3,0.0,0.0
Philadelphia Eagles,PHI,16.7,316.0,0.14,1.9,0.88,0.5,0.0,0.09
Pittsburgh Steelers,PIT,19.71,380.0,0.1,2.2,0.5,0.5,0.0,0.08
San Francisco 49ers,SF,24.58,344.0,0.0,2.26,0.4,0.4,0.0,0.0
Seattle Seahawks,SEA,17.8,296.0,0.12,2.0,0.81,0.5,0.0,0.08
Tampa Bay Buccaneers,TB,21.93,401.0,0.11,2.0,0.5,0.5,0.0,0.1
Tennessee Titans,TEN,15.3,281.0,0.12,2.5,0.8,0.4,0.0,0.07
Washington Redskins,WAS,22.9,350.6,0.1,2.4,0.7,0.5,0.0,0.0
