Player,Team,Salary
Josh Allen,BUF,7700
Dak Prescott,DAL,7300
Jameis Winston,TB,7600
Matt Ryan,ATL,8500
Lamar Jackson,BAL,7700
Tom Brady,NE,7600
Kyle Allen,CAR,6000
Baker Mayfield,CLE,7300
Jared Goff,LAR,7800
Nick Mullens,SF,6700
Deshaun Watson,HOU,8200
Eli Manning,NYG,6500
Matthew Stafford,DET,6500
Patrick Mahomes,KC,9500
Nick Foles,PHI,7600
Ben Roethlisberger,PIT,8700
Case Keenum,DEN,7000
Mitchell Trubisky,CHI,7600
Kirk Cousins,MIN,7400
Ryan Tannehill,MIA,6800
Philip Rivers,LAC,8000
Teddy Bridgewater,NO,7300
Russell Wilson,SEA,8300
DeShone Kizer,GB,6000
Taysom Hill,NO,6000
Sam Darnold,NYJ,7500
Josh Rosen,ARI,6300
Jeff Driskel,CIN,6600
Blake Bortles,JAX,6000
Nate Sudfeld,PHI,6000
Derek Carr,OAK,6800
Josh Johnson,WAS,6500
Chad Henne,KC,6000
Aaron Rodgers,GB,8400
Sean Mannion,LAR,6000
Joe Webb,HOU,6000
Brian Hoyer,NE,6000
Geno Smith,LAC,6000
