Player,Team,Salary
Travis Kelce,KAN,7800
Jared Cook,OAK,6200
Austin Hooper,ATL,5700
Zach Ertz,PHI,7600
Anthony Firkser,TEN,4600
Demetrius Harris,KAN,4000
Levine Toilolo,DET,4000
Jordan Thomas,HOU,4900
Eric Ebron,IND,5600
George Kittle,SFO,6800
Jimmy Graham,GNB,5800
Adam Shaheen,CHI,4000
Ian Thomas,CAR,4100
Lee Smith,OAK,4200
Rhett Ellison,NYG,4700
Mark Andrews,BAL,4700
C.J. Uzomah,CIN,5200
Kyle Rudolph,MIN,5600
Cameron Brate,TAM,4900
Vance McDonald,PIT,5500
Chris Herndon,NYJ,5600
Jordan Reed,WAS,6400
Rob Gronkowski,NWE,6700
Jonnu Smith,TEN,5300
Scott Simonson,NYG,4100
Dan Arnold,NOR,4000
Tyler Higbee,LAR,4200
James O'Shaughnessy,JAC,4000
Jordan Leggett,NYJ,4000
Vernon Davis,WAS,4900
Seth DeValve,CLE,4100
David Njoku,CLE,5500
Antonio Gates,LAC,4900
Jordan Akins,HOU,4300
Greg Olsen,CAR,6000
Blake Jarwin,DAL,4000
Ryan Griffin,HOU,4100
Ricky Seals-Jones,ARI,5200
Charles Clay,BUF,4200
Nick O'Leary,MIA,4200
Matt Lengel,CIN,4000
Luke Willson,DET,4200
Gerald Everett,LAR,4800
Jesse James,PIT,4700
Dalton Schultz,DAL,4000
Nick Boyle,BAL,4300
Robert Tonyan,GNB,4900
MyCole Pruitt,TEN,4000
Erik Swoope,IND,4000
Nick Vannett,SEA,4800
Alan Cross,TAM,4000
Garrett Celek,SFO,4300
Jeremy Sprinkle,WAS,4000
Trey Burton,CHI,5800
Logan Paulsen,ATL,4000
Chris Manhertz,CAR,4000
Darren Fells,CLE,4400
Antony Auclair,TAM,4000
Marcedes Lewis,GNB,4100
Jordan Franks,CIN,4000
Eric Tomlinson,NYJ,4000
Derek Carrier,OAK,4000
Mike Gesicki,MIA,4300
Ben Watson,NOR,5300
Xavier Grimble,PIT,4100
Virgil Green,LAC,4100
Dallas Goedert,PHI,5100
Lance Kendricks,GNB,4100
Jermaine Gresham,ARI,4200
Matt LaCosse,DEN,4700
Hayden Hurst,BAL,4300
Ed Dickson,SEA,4500
Eric Saubert,ATL,4000
Blake Bell,JAC,4100
Rico Gathers,DAL,4000
Darrell Daniels,ARI,4000
Ryan Hewitt,IND,4000
Sean Culkin,LAC,4000
Josh Hill,NOR,4300
Luke Stocker,TEN,4200
Daniel Brown,CHI,4000
Ben Braunecker,CHI,4000
Jacob Hollister,NWE,4000
Maxx Williams,BAL,4000
Durham Smythe,MIA,4500
Tyler Conklin,MIN,4000
Jason Croom,BUF,4000
Orson Charles,CLE,4000
Brian Parker,DEN,4000
Ross Dwelley,SFO,4000
