Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS,POS
"Le'Veon Bell, PIT",0.0,0.0,0.0,0.0,0.0,0.0,20.5,81.3,3.97,0.6,6.7,5.2,39.7,7.63,0.1,0.2,14,RB
"Melvin Gordon, LAC",0.0,0.0,0.0,0.0,0.0,0.0,19.7,84.3,4.28,0.6,4.4,3.3,28.8,8.73,0.2,0.2,14,RB
"Todd Gurley, LAR",0.0,0.0,0.0,0.0,0.0,0.0,18.8,73.1,3.89,0.8,3.6,3.0,26.3,8.77,0.0,0.1,13,RB
"Devonta Freeman, ATL",0.0,0.0,0.0,0.0,0.0,0.0,13.1,58.1,4.44,0.6,4.1,3.3,32.8,9.94,0.2,0.1,12,RB
"Ty Montgomery, BAL",0.0,0.0,0.0,0.0,0.0,0.0,12.7,70.0,5.51,0.5,4.1,3.4,25.0,7.35,0.1,0.1,12,RB
"LeSean McCoy, BUF",0.0,0.0,0.0,0.0,0.0,0.0,17.2,74.6,4.34,0.4,4.2,3.5,23.0,6.57,0.1,0.1,11,RB
"Kareem Hunt, KC",0.0,0.0,0.0,0.0,0.0,0.0,15.4,70.3,4.56,0.6,2.8,2.0,19.9,9.95,0.1,0.2,11,RB
"Jay Ajayi, PHI",0.0,0.0,0.0,0.0,0.0,0.0,15.4,70.6,4.58,0.5,2.7,2.0,12.8,6.40,0.1,0.1,11,RB
"Ezekiel Elliott, DAL",0.0,0.0,0.0,0.0,0.0,0.0,19.5,88.1,4.52,0.4,2.8,2.2,19.4,8.82,0.0,0.1,11,RB
"Jordan Howard, CHI",0.0,0.0,0.0,0.0,0.0,0.0,15.0,75.1,5.01,0.4,3.5,2.0,19.1,9.55,0.1,0.1,10,RB
"Christian McCaffrey, CAR",0.0,0.0,0.0,0.0,0.0,0.0,12.9,55.2,4.28,0.4,5.5,3.6,33.5,9.31,0.1,0.1,10,RB
"Marshawn Lynch, OAK",0.0,0.0,0.0,0.0,0.0,0.0,13.3,51.1,3.84,0.7,2.7,1.4,13.2,9.43,0.1,0.0,10,RB
"Terrance West, NO",0.0,0.0,0.0,0.0,0.0,0.0,16.2,67.3,4.15,0.5,2.0,1.4,10.3,7.36,0.1,0.0,10,RB
"Leonard Fournette, JAC",0.0,0.0,0.0,0.0,0.0,0.0,17.7,68.8,3.89,0.5,2.8,1.9,15.1,7.95,0.1,0.1,10,RB
"Lamar Miller, HOU",0.0,0.0,0.0,0.0,0.0,0.0,18.3,75.0,4.10,0.3,3.1,2.4,16.3,6.79,0.1,0.1,10,RB
"Mike Gillislee, NO",0.0,0.0,0.0,0.0,0.0,0.0,12.3,54.1,4.40,0.7,0.9,0.8,6.3,7.87,0.1,0.1,9,RB
"Dalvin Cook, MIN",0.0,0.0,0.0,0.0,0.0,0.0,15.5,56.3,3.63,0.4,4.8,2.5,14.3,5.72,0.1,0.1,8,RB
"C.J. Anderson, LAR",0.0,0.0,0.0,0.0,0.0,0.0,17.2,66.8,3.88,0.3,3.1,2.0,12.9,6.45,0.0,0.1,8,RB
"Tevin Coleman, ATL",0.0,0.0,0.0,0.0,0.0,0.0,8.9,37.2,4.18,0.4,2.9,2.1,26.8,12.76,0.2,0.1,8,RB
"DeMarco Murray, TEN",0.0,0.0,0.0,0.0,0.0,0.0,14.4,53.8,3.74,0.3,3.9,3.1,19.8,6.39,0.1,0.1,8,RB
"Jacquizz Rodgers, TB",0.0,0.0,0.0,0.0,0.0,0.0,14.0,58.5,4.18,0.3,1.9,1.6,13.3,8.31,0.1,0.1,8,RB
"Carlos Hyde, JAC",0.0,0.0,0.0,0.0,0.0,0.0,15.8,59.0,3.73,0.3,2.1,1.8,10.8,6.00,0.1,0.2,8,RB
"Isaiah Crowell, NYJ",0.0,0.0,0.0,0.0,0.0,0.0,15.6,56.1,3.60,0.3,3.1,2.4,17.3,7.21,0.0,0.1,7,RB
"Bilal Powell, NYJ",0.0,0.0,0.0,0.0,0.0,0.0,9.9,41.9,4.23,0.2,5.0,3.5,25.0,7.14,0.1,0.1,7,RB
"Paul Perkins, NYG",0.0,0.0,0.0,0.0,0.0,0.0,13.9,51.1,3.68,0.2,2.8,2.0,18.3,9.15,0.1,0.1,7,RB
