Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Steven Jackson, NE RB",@NO,W 36-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Frank Gore, Mia RB",@LAC,W 19-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darren Sproles, Phi RB",@KC,L 20-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"John Kuhn, NO RB",NE,L 20-36,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Reggie Bush, Buf RB",@Car,L 3-9,--/--,--,--,--,--,--,--,--,--,--,--,RB
"DeAngelo Williams, Pit RB",Min,W 26-9,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Fred Jackson, Sea RB",SF,W 12-9,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Adrian Peterson, Ari RB",@Ind,W 16-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marshawn Lynch, Oak RB",NYJ,W 45-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ahmad Bradshaw, Ind RB",Ari,L 13-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Pierre Thomas, Wsh RB",@LAR,W 27-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darren McFadden, Dal RB",@Den,L 17-42,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jonathan Stewart, NYG RB",Det,L 10-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chris Johnson, Ari RB",@Ind,W 16-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Matt Forte, NYJ RB",@Oak,L 20-45,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jamaal Charles, Den RB",Dal,W 42-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jerome Felton, Buf RB",@Car,L 3-9,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Tim Hightower, SF RB",@Sea,L 9-12,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Justin Forsett, Den RB",Dal,W 42-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Mike Tolbert, Buf RB",@Car,L 3-9,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marcel Reece, Sea RB",SF,W 12-9,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Danny Woodhead, Bal RB",Cle,W 24-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Donald Brown, NE RB",@NO,W 36-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
