,vals
const,2.5050962985986613
CBS,0.23502631340494806
ESPN,0.6293097162997847
FFToday,0.40309914581962347
FantasyPros,-0.59338852163634
NFL,0.16903081303856485
Yahoo,0.09448279341610404
