Player,Team,Salary
Stefon Diggs,MIN,7400
A.J. Green,CIN,8400
Adam Thielen,MIN,7600
Michael Thomas,NO,8800
JuJu Smith-Schuster,PIT,7200
Will Fuller,HOU,6300
Keelan Cole,JAX,5500
DeSean Jackson,TB,6300
DeAndre Hopkins,HOU,8400
Brandin Cooks,LAR,7000
Nelson Agholor,PHI,6100
Tyler Boyd,CIN,4700
Kenny Golladay,DET,5700
T.Y. Hilton,IND,7200
Chris Hogan,NE,6200
Tyreek Hill,KC,8100
Mike Evans,TB,7900
John Brown,BAL,5900
Davante Adams,GB,8100
Tavon Austin,DAL,4500
Antonio Callaway,CLE,4500
Sammy Watkins,KC,5800
Dede Westbrook,JAX,5700
Calvin Ridley,ATL,5000
Jarius Wright,CAR,4500
Tyler Lockett,SEA,5600
Chris Godwin,TB,6100
Marvin Jones,DET,6800
Allen Robinson,CHI,6500
Quincy Enunwa,NYJ,5000
D.J. Moore,CAR,5100
Albert Wilson,MIA,5000
Seth Roberts,OAK,4500
Emmanuel Sanders,DEN,6800
Donte Moncrief,JAX,4600
Devin Funchess,CAR,6000
Antonio Brown,PIT,8900
Robert Woods,LAR,6500
Torrey Smith,CAR,4900
Taywan Taylor,TEN,4500
Keenan Allen,LAC,8000
Mike Williams,LAC,5400
Jarvis Landry,CLE,6700
Geronimo Allison,GB,5000
Laquon Treadwell,MIN,4600
Cooper Kupp,LAR,6300
Julio Jones,ATL,8500
Paul Richardson,WAS,5700
Michael Crabtree,BAL,6500
Anthony Miller,CHI,5400
Corey Davis,TEN,6300
James Washington,PIT,5100
Willie Snead,BAL,5400
Pierre Garcon,SF,5600
Zay Jones,BUF,4700
Rashard Higgins,CLE,4500
Odell Beckham,NYG,8200
Phillip Dorsett,NE,6300
Kendrick Bourne,SF,4500
Demarcus Robinson,KC,4600
Taylor Gabriel,CHI,5000
Chris Conley,KC,4500
Tyrell Williams,LAC,5800
Josh Doctson,WAS,5700
Ted Ginn,NO,6800
Danny Amendola,MIA,5100
Cody Latimer,NYG,4500
Jaron Brown,SEA,4500
Randall Cobb,GB,6200
Christian Kirk,ARI,5400
Jamison Crowder,WAS,6000
Larry Fitzgerald,ARI,7100
Jakeem Grant,MIA,4500
Ryan Grant,IND,4900
Robert Foster,BUF,4500
Jordy Nelson,OAK,6000
Dante Pettis,SF,4500
Sterling Shepard,NYG,6000
Cordarrelle Patterson,NE,4600
Marvin Hall,ATL,4500
Chester Rogers,IND,4900
Tim Patrick,DEN,4500
Kenny Stills,MIA,6400
Mohamed Sanu,ATL,5500
Ryan Switzer,PIT,4500
Cole Beasley,DAL,5100
Robby Anderson,NYJ,6400
Chris Moore,BAL,4500
Tajae Sharpe,TEN,4500
Terrance Williams,DAL,5300
Courtland Sutton,DEN,4700
Allen Hurns,DAL,5400
Adam Humphries,TB,4600
Josh Bellamy,CHI,4500
John Ross,CIN,5500
Michael Gallup,DAL,5100
Marquez Valdes-Scantling,GB,4500
Jermaine Kearse,NYJ,5000
David Moore,SEA,4500
Shelton Gibson,PHI,4500
Janarion Grant,BAL,4500
DaeSean Hamilton,DEN,4500
Darrius Heyward-Bey,PIT,4500
Austin Carr,NO,4500
Alex Erickson,CIN,4500
Josh Malone,CIN,4500
J.J. Nelson,ARI,4600
Darius Jennings,TEN,4500
Jaydon Mickens,JAX,4500
Brandon LaFell,OAK,4800
Trent Taylor,SF,4500
Tommylee Lewis,NO,4500
Marcus Johnson,IND,4500
Andre Roberts,NYJ,4500
Zach Pascal,IND,4500
Matthew Slater,NE,4500
Josh Reynolds,LAR,4500
Mike Wallace,PHI,5300
T.J. Jones,DET,4500
Chad Williams,ARI,4500
Justin Hardy,ATL,4600
Kevin White,CHI,4500
Russell Shepard,NYG,4500
D.J. Chark,JAX,4500
