Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Steven Jackson, NE RB",@TB,W 19-14,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Frank Gore, Mia RB",Ten,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darren Sproles, Phi RB",Ari,W 34-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"John Kuhn, NO RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Reggie Bush, Buf RB",@Cin,L 16-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"DeAngelo Williams, Pit RB",Jax,L 9-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Fred Jackson, Sea RB",@LAR,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Adrian Peterson, Ari RB",@Phi,L 7-34,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marshawn Lynch, Oak RB",Bal,L 17-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ahmad Bradshaw, Ind RB",SF,W 26-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Pierre Thomas, Wsh RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Darren McFadden, Dal RB",GB,L 31-35,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jonathan Stewart, NYG RB",LAC,L 22-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chris Johnson, Ari RB",@Phi,L 7-34,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Matt Forte, NYJ RB",@Cle,W 17-14,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jamaal Charles, Den RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Jerome Felton, Buf RB",@Cin,L 16-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Tim Hightower, SF RB",@Ind,L 23-26,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Justin Forsett, Den RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Mike Tolbert, Buf RB",@Cin,L 16-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marcel Reece, Sea RB",@LAR,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Danny Woodhead, Bal RB",@Oak,W 30-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Donald Brown, NE RB",@TB,W 19-14,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Arian Foster, Mia RB",Ten,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Rashad Jennings, NYG RB",LAC,L 22-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jorvorskie Lane, TB RB",NE,L 14-19,--/--,--,--,--,--,--,--,--,--,--,--,RB
"LeSean McCoy, Buf RB",@Cin,L 16-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Cedric Peerman, Cin RB",Buf,W 20-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marcus Thigpen, Buf RB",@Cin,L 16-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darrel Young, Car RB",@Det,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Antone Smith, TB RB",NE,L 14-19,--/--,--,--,--,--,--,--,--,--,--,--,RB
"C.J. Spiller, KC RB",@Hou,W 42-34,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ryan Mathews, Phi RB",Ari,W 34-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Dexter McCluster, LAC RB",@NYG,W 27-22,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ben Tate, Pit RB",Jax,L 9-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Toby Gerhart, Jax RB",@Pit,W 30-9,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Boobie Dixon, Buf RB",@Cin,L 16-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"LeGarrette Blount, Det RB",Car,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"James Starks, GB RB",@Dal,W 35-31,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Joique Bell, Det RB",Car,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chris Ivory, Buf RB",@Cin,L 16-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"James Develin, NE RB",@TB,W 19-14,--/--,--,--,--,--,--,--,--,--,--,--,RB
