Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Steve Smith Sr., Bal WR",@Jax,L 7-44,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Andre Johnson, Ten WR",Sea,W 33-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Anquan Boldin, Buf WR",Den,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Larry Fitzgerald, Ari WR",Dal,L 17-28,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jerricho Cotchery, Car WR",NO,L 13-34,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Wes Welker, LAR WR",@SF,W 41-39,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Roddy White, Atl WR",@Det,W 30-26,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Vincent Jackson, TB WR",@Min,L 17-34,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Joshua Cribbs, Ind WR",Cle,W 31-28,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Nate Washington, NE WR",Hou,W 36-33,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Lance Moore, Atl WR",@Det,W 30-26,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Greg Jennings, Mia WR",@NYJ,L 6-20,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Devin Hester, Sea WR",@Ten,L 27-33,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Derek Hagan, Ten WR",Sea,W 33-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jason Avant, KC WR",@LAC,W 24-10,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Brandon Marshall, NYG WR",@Phi,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Marques Colston, NO WR",@Car,W 34-13,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Miles Austin, Phi WR",NYG,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Calvin Johnson, Det WR",Atl,L 26-30,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Ted Ginn Jr., NO WR",@Car,W 34-13,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Dwayne Bowe, Cle WR",@Ind,L 28-31,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jacoby Jones, Pit WR",@Chi,L 17-23,--/--,--,--,--,--,--,--,--,--,--,--,WR
"James Jones, LAC WR",KC,L 10-24,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Eric Weems, Ten WR",Sea,W 33-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jordy Nelson, Oak WR",@Wsh,L 10-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Eddie Royal, Chi WR",Pit,W 23-17,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jerome Simpson, SF WR",LAR,L 39-41,--/--,--,--,--,--,--,--,--,--,--,--,WR
"DeSean Jackson, TB WR",@Min,L 17-34,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Harry Douglas, Ten WR",Sea,W 33-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Andre Jerome Caldwell, Det WR",Atl,L 26-30,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Matthew Slater, NE WR",Hou,W 36-33,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Pierre Garcon, SF WR",LAR,L 39-41,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Stevie Johnson, LAC WR",KC,L 10-24,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Danny Amendola, Mia WR",@NYJ,L 6-20,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Kenny Britt, NE WR",Hou,W 36-33,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Michael Crabtree, Bal WR",@Jax,L 7-44,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Brandon Gibson, NE WR",Hou,W 36-33,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Brian Hartline, Cle WR",@Ind,L 28-31,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Percy Harvin*, Buf WR",Den,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Darrius Heyward-Bey, Pit WR",@Chi,L 17-23,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Brandon LaFell, Cin WR",@GB,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jeremy Maclin, Bal WR",@Jax,L 7-44,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Louis Murphy, SF WR",LAR,L 39-41,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Hakeem Nicks, NO WR",@Car,W 34-13,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jordan Norwood, Den WR",@Buf,L 16-26,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Kevin Ogletree, NYG WR",@Phi,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Brandon Tate, Buf WR",Den,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Mike Wallace, Phi WR",NYG,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Julian Edelman, NE WR",Hou,W 36-33,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Dez Bryant, Dal WR",@Ari,W 28-17,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Demaryius Thomas, Den WR",@Buf,L 16-26,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Golden Tate, Det WR",Atl,L 26-30,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Arrelious Benn, Jax WR",Bal,W 44-7,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Marcus Easley, Buf WR",Den,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Riley Cooper, Phi WR",NYG,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Andre Roberts, NYJ WR",Mia,W 20-6,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Eric Decker, Ten WR",Sea,W 33-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Emmanuel Sanders, Den WR",@Buf,L 16-26,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Marc Mariani, Ten WR",Sea,W 33-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Kyle Williams, NYJ WR",Mia,W 20-6,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Mike Williams, KC WR",@LAC,W 24-10,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Seyi Ajirotutu, Phi WR",NYG,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Victor Cruz, Chi WR",Pit,W 23-17,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Marlon Moore*, Cle WR",@Ind,L 28-31,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Bryan Walters, Jax WR",Bal,W 44-7,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Preston Parker, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,WR
"Antonio Brown, Pit WR",@Chi,L 17-23,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Danario Alexander, LAC WR",KC,L 10-24,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Andrew Hawkins, Cle WR",@Ind,L 28-31,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Julio Jones, Atl WR",@Det,W 30-26,--/--,--,--,--,--,--,--,--,--,--,--,WR
"A.J. Green, Cin WR",@GB,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Leonard Hankerson, Buf WR",Den,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Greg Little, Buf WR",Den,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Vincent Brown, NO WR",@Car,W 34-13,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Torrey Smith, Car WR",NO,L 13-34,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Randall Cobb, GB WR",Cin,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Dwayne Harris, Oak WR",@Wsh,L 10-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Greg Salas, Buf WR",Den,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jeremy Kerley, NYJ WR",Mia,W 20-6,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Denarius Moore, Buf WR",Den,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Aldrick Robinson, SF WR",LAR,L 39-41,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Cecil Shorts III, TB WR",@Min,L 17-34,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Doug Baldwin, Sea WR",@Ten,L 27-33,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Ricardo Lockette, Sea WR",@Ten,L 27-33,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Chris Hogan, NE WR",Hou,W 36-33,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Andre Holmes, Buf WR",Den,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Joe Morgan, Bal WR",@Jax,L 7-44,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jeremy Ross, Ari WR",Dal,L 17-28,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Kamar Aiken, Ind WR",Cle,W 31-28,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Terrelle Pryor Sr., NYJ WR",Mia,W 20-6,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Justin Blackmon, Jax WR",Bal,W 44-7,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Michael Floyd, Min WR",TB,W 34-17,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Kendall Wright, Min WR",TB,W 34-17,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Stephen Hill, Car WR",NO,L 13-34,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Rueben Randle*, Chi WR",Pit,W 23-17,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Alshon Jeffery, Phi WR",NYG,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Brian Quick, Wsh WR",Oak,W 27-10,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Keshawn Martin, Det WR",Atl,L 26-30,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jarius Wright, Car WR",NO,L 13-34,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Trevor Graham, Car WR",NO,L 13-34,--/--,--,--,--,--,--,--,--,--,--,--,WR
