Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS,POS
"Julio Jones, ATL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.1,7.4,107.0,14.46,0.4,0.0,12,WR
"Antonio Brown, PIT",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,7.00,0.0,9.0,6.4,91.2,14.25,0.5,0.0,12,WR
"A.J. Green, CIN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.7,6.5,95.0,14.62,0.4,0.0,11,WR
"Mike Evans, TB",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.8,6.5,88.9,13.68,0.5,0.0,11,WR
"Kelvin Benjamin, KC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.7,5.1,81.6,16.00,0.5,0.1,10,WR
"Jordy Nelson, OAK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.2,6.1,70.5,11.56,0.6,0.1,10,WR
"Jarvis Landry, CLE",0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.3,2.60,0.0,10.0,7.3,81.8,11.21,0.3,0.1,9,WR
"T.Y. Hilton, IND",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.5,5.7,80.7,14.16,0.3,0.1,9,WR
"Michael Crabtree, BAL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.9,5.9,69.6,11.80,0.6,0.0,9,WR
"Doug Baldwin, SEA",0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.33,0.0,8.5,6.2,74.6,12.03,0.4,0.0,9,WR
"Amari Cooper, DAL",0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.0,-0.00,0.0,9.9,6.0,78.1,13.02,0.4,0.0,9,WR
"Emmanuel Sanders, DEN",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,6.00,0.0,9.5,5.6,74.4,13.29,0.4,0.0,9,WR
"Tyreek Hill, KC",0.0,0.0,0.0,0.0,0.0,0.0,1.7,16.1,9.47,0.1,6.9,4.9,54.9,11.20,0.5,0.1,9,WR
"Davante Adams, GB",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.9,5.6,65.3,11.66,0.5,0.0,9,WR
"Keenan Allen, LAC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.8,5.8,70.8,12.21,0.4,0.2,9,WR
"Terrelle Pryor, BUF",0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,2.50,0.0,9.2,5.0,72.0,14.40,0.3,0.0,8,WR
"DeVante Parker, MIA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.6,5.0,73.6,14.72,0.3,0.0,8,WR
"Michael Thomas, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.1,6.6,70.4,10.67,0.3,0.0,8,WR
