Player,Team,GP,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Fum Lost,2PT,Tack,Ast,Sack,Int,Frc Fum,Fum Rec,Pass Def,POS,TD
Zay Jones,BUF,1.0,0.0,0.0,2.84,40.41,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Jermaine Kearse,NYJ,1.0,0.1,0.0,3.23,35.69,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Marcus Kemp,KC,1.0,0.1,0.0,0.27,5.34,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Keith Kirkwood,NO,1.0,0.14,0.0,1.88,22.24,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Jake Kumerow,GB,1.0,0.26,0.0,0.66,7.79,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Jarvis Landry,CLE,1.0,1.27,0.0,4.83,58.05,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Lance Lenoir,DAL,1.0,0.16,0.0,0.33,4.79,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Tommylee Lewis,NO,1.0,1.1,0.0,0.45,5.23,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Tyler Lockett,SEA,1.0,5.32,0.01,3.86,68.55,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
Byron Marshall,WAS,1.0,6.74,0.04,0.79,5.69,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Jordan Matthews,PHI,1.0,0.03,0.0,0.84,11.16,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Rishard Matthews,NYJ,1.0,0.04,0.0,0.69,8.73,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Ray-Ray McCloud,BUF,1.0,0.16,0.0,0.04,1.73,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Isaiah McKenzie,BUF,1.0,9.59,0.01,2.35,32.52,0.16,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
Anthony Miller,CHI,1.0,1.49,0.01,2.22,29.84,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Donte Moncrief,JAX,1.0,0.23,0.0,2.87,39.74,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Chris Moore,BAL,1.0,1.39,0.01,0.6,8.87,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
D.J. Moore,CAR,1.0,3.84,0.02,3.98,55.8,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
David Moore,SEA,1.0,0.56,0.0,1.84,34.85,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
J'Mon Moore,GB,1.0,0.08,0.0,0.15,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
JoJo Natson,LAR,1.0,0.2,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
J.J. Nelson,ARI,1.0,2.61,0.02,1.1,15.44,0.08,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Jordy Nelson,OAK,1.0,1.17,0.01,3.31,41.26,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
George Odum,IND,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.17,0.01,0.02,0.01,0.02,0.09,WR,0.0
DeVante Parker,MIA,1.0,0.06,0.0,3.42,44.07,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Zach Pascal,IND,1.0,1.03,0.01,0.84,9.88,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Tim Patrick,DEN,1.0,0.65,0.0,1.93,29.93,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Cordarrelle Patterson,NE,1.0,14.82,0.03,1.31,14.47,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.1
Charone Peake,NYJ,1.0,0.06,0.0,0.56,6.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Breshad Perriman,CLE,1.0,1.9,0.01,1.41,19.67,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Dante Pettis,SF,1.0,1.09,0.0,3.13,53.99,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
Brandon Powell,DET,1.0,0.36,0.0,1.1,11.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Damion Ratley,CLE,1.0,0.07,0.0,0.34,4.73,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Josh Reynolds,LAR,1.0,0.71,0.0,2.85,39.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Calvin Ridley,ATL,1.0,2.35,0.01,3.77,47.21,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
Andre Roberts,NYJ,1.0,0.85,0.01,0.35,4.57,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.02
Seth Roberts,OAK,1.0,1.08,0.01,3.24,37.52,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Aldrick Robinson,MIN,1.0,0.02,0.0,1.46,18.53,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Allen Robinson,CHI,1.0,0.06,0.0,3.27,44.97,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Demarcus Robinson,KC,1.0,0.04,0.0,2.02,23.01,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Chester Rogers,IND,1.0,0.7,0.0,1.92,20.18,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
John Ross,CIN,1.0,0.97,0.01,2.29,32.81,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Curtis Samuel,CAR,1.0,2.27,0.01,3.47,46.85,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
Mohamed Sanu,ATL,1.0,2.01,0.01,3.95,50.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Tajae Sharpe,TEN,1.0,0.27,0.0,2.39,30.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Russell Shepard,NYG,1.0,0.08,0.0,1.06,14.92,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Sterling Shepard,NYG,1.0,0.46,0.0,3.91,46.26,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Trent Sherfield,ARI,1.0,0.03,0.0,1.18,15.74,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Torrey Smith,CAR,1.0,0.09,0.0,0.54,8.14,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Tre'Quan Smith,NO,1.0,0.42,0.0,2.47,40.44,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
JuJu Smith-Schuster,PIT,1.0,2.51,0.0,6.42,85.47,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Willie Snead,BAL,1.0,0.78,0.0,2.86,31.31,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Equanimeous St. Brown,GB,1.0,0.47,0.0,1.57,19.19,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Kenny Stills,MIA,1.0,0.22,0.0,2.7,46.37,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Courtland Sutton,DEN,1.0,0.57,0.0,3.34,54.34,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Ryan Switzer,PIT,1.0,0.9,0.0,2.11,22.66,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Auden Tate,CIN,1.0,0.09,0.0,0.69,9.09,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Golden Tate,PHI,1.0,1.29,0.0,3.93,44.33,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Taywan Taylor,TEN,1.0,0.82,0.0,3.37,47.91,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Trent Taylor,SF,1.0,0.04,0.0,1.21,15.94,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Adam Thielen,MIN,1.0,1.39,0.01,6.45,82.6,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Demaryius Thomas,HOU,1.0,0.1,0.0,3.57,48.9,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Michael Thomas,NO,1.0,0.09,0.0,6.88,89.78,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Deonte Thompson,BUF,1.0,0.14,0.0,1.01,13.64,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Jalen Tolliver,ARI,1.0,0.36,0.0,0.86,10.38,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Robert Tonyan,GB,1.0,0.04,0.0,0.27,2.6,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Laquon Treadwell,MIN,1.0,0.02,0.0,2.03,20.25,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Malik Turner,SEA,1.0,0.13,0.0,0.46,6.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Marquez Valdes-Scantling,GB,1.0,1.18,0.01,2.36,29.66,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Darren Waller,OAK,1.0,0.02,0.0,0.38,4.31,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
James Washington,PIT,1.0,0.1,0.0,1.06,11.53,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Justin Watson,TB,1.0,0.06,0.0,0.26,3.41,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Dede Westbrook,JAX,1.0,3.41,0.05,3.71,51.28,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
Mike Williams,LAC,1.0,1.56,0.01,3.09,38.76,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Tyrell Williams,LAC,1.0,1.56,0.01,2.19,39.47,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Bobo Wilson,TB,1.0,1.23,0.01,0.86,9.11,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Robert Woods,LAR,1.0,4.26,0.02,4.86,73.38,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Jarius Wright,CAR,1.0,0.72,0.0,1.51,19.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Brandon Zylstra,MIN,1.0,0.24,0.0,0.31,4.79,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
