Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Tyreek Hill,WR,KC,6.2,0.0,5.8,93.7,0.7
DeAndre Hopkins,WR,HOU,0.5,0.0,6.7,96.1,0.8
Antonio Brown,WR,PIT,0.0,0.0,7.3,97.3,0.7
Julio Jones,WR,ATL,0.6,0.0,7.0,102.2,0.6
Davante Adams,WR,GB,0.0,0.0,6.9,93.1,0.7
JuJu Smith-Schuster,WR,PIT,0.2,0.0,6.9,93.5,0.6
Adam Thielen,WR,MIN,1.5,0.0,7.6,93.3,0.6
Michael Thomas,WR,NO,0.0,0.0,7.3,88.4,0.7
Keenan Allen,WR,LAC,2.8,0.0,7.2,86.8,0.6
Robert Woods,WR,LAR,4.9,0.0,6.0,83.1,0.6
Brandin Cooks,WR,LAR,2.7,0.0,5.7,83.9,0.6
Amari Cooper,WR,DAL,0.6,0.0,6.1,82.7,0.6
Stefon Diggs,WR,MIN,3.3,0.0,6.2,73.7,0.6
Mike Evans,WR,TB,0.0,0.0,5.2,81.9,0.5
T.Y. Hilton,WR,IND,0.0,0.0,5.3,79.3,0.6
Tyler Boyd,WR,CIN,0.7,0.0,5.6,73.5,0.5
Julian Edelman,WR,NE,3.9,0.0,6.0,68.5,0.5
Kenny Golladay,WR,DET,0.2,0.0,4.6,66.9,0.5
Tyler Lockett,WR,SEA,4.2,0.0,3.9,58.6,0.5
Jarvis Landry,WR,CLE,1.6,0.0,4.9,61.6,0.5
Corey Davis,WR,TEN,2.2,0.0,4.2,56.3,0.5
D.J. Moore,WR,CAR,7.0,0.0,4.6,58.7,0.4
Alshon Jeffery,WR,PHI,0.0,0.0,4.4,56.7,0.5
Allen Robinson,WR,CHI,0.0,0.0,4.1,56.2,0.5
Dede Westbrook,WR,JAX,2.8,0.0,4.2,55.6,0.4
Kenny Stills,WR,MIA,0.0,0.0,3.5,53.6,0.5
Calvin Ridley,WR,ATL,2.1,0.0,3.9,49.8,0.5
Larry Fitzgerald,WR,ARI,0.0,0.0,4.6,53.3,0.5
DaeSean Hamilton,WR,DEN,0.1,0.0,4.3,52.1,0.5
Tyrell Williams,WR,LAC,0.6,0.0,3.3,53.8,0.4
Robby Anderson,WR,NYJ,0.4,0.0,3.8,61.2,0.3
Adam Humphries,WR,TB,0.5,0.0,4.8,53.7,0.4
Courtland Sutton,WR,DEN,0.3,0.0,3.3,56.2,0.3
Sterling Shepard,WR,NYG,0.5,0.0,4.8,56.4,0.2
Curtis Samuel,WR,CAR,6.0,0.1,3.4,48.9,0.2
Mike Williams,WR,LAC,1.4,0.0,2.9,46.3,0.3
Doug Baldwin,WR,SEA,0.8,0.0,3.7,46.8,0.3
Robert Foster,WR,BUF,0.0,0.0,3.2,56.2,0.2
Chris Godwin,WR,TB,0.0,0.0,3.8,53.0,0.2
Chris Conley,WR,KC,0.0,0.0,3.2,39.7,0.4
Josh Reynolds,WR,LAR,0.6,0.0,3.3,44.8,0.3
Mohamed Sanu,WR,ATL,1.3,0.0,4.0,48.1,0.2
Jordy Nelson,WR,OAK,0.2,0.0,3.8,48.4,0.2
Jamison Crowder,WR,WAS,2.8,0.0,3.7,45.8,0.2
Randall Cobb,WR,GB,0.7,0.0,4.5,47.1,0.2
