Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Jason Witten, Dal TE",NYG,W 19-3,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Antonio Gates, LAC TE",@Den,L 21-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kellen Winslow, NYJ TE",@Buf,L 12-21,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Benjamin Watson, NO TE",@Min,L 19-29,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Alex Smith, Wsh TE",Phi,L 17-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Vernon Davis, Wsh TE",Phi,L 17-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Marcedes Lewis, Jax TE",@Hou,W 29-7,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Anthony Fasano, Mia TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Owen Daniels, Den TE",LAC,W 24-21,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Delanie Walker, Ten TE",Oak,L 16-26,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Daniel Fells, NYG TE",@Dal,L 3-19,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Greg Olsen, Car TE",@SF,W 23-3,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Matt Spaeth, Pit TE",@Cle,W 21-18,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Scott Chandler*, NE TE",KC,L 27-42,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brent Celek, Phi TE",@Wsh,W 30-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Clark Harris, Cin TE",Bal,L 0-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Fred Davis, Wsh TE",Phi,L 17-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Martellus Bennett, NE TE",KC,L 27-42,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Craig Stevens, Ten TE",Oak,L 16-26,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Gary Barnidge, Cle TE",Pit,L 18-21,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jacob Tamme, Atl TE",@Chi,W 23-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kellen Davis, NYJ TE",@Buf,L 12-21,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Matthew Mulligan, Det TE",Ari,W 35-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"David Johnson, Pit TE",@Cle,W 21-18,--/--,--,--,--,--,--,--,--,--,--,--,TE
"James Casey, Den TE",LAC,W 24-21,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Chase Coffman, Ind TE",@LAR,L 9-46,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jared Cook, Oak TE",@Ten,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Bear Pascoe, NE TE",KC,L 27-42,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brandon Pettigrew, Det TE",Ari,W 35-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"John Phillips, NO TE",@Min,L 19-29,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Zach Miller*, Chi TE",Atl,L 17-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brandon Myers, TB TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Jermaine Gresham, Ari TE",@Det,L 23-35,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Rob Gronkowski, NE TE",KC,L 27-42,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Dennis Pitta*, Bal TE",@Cin,W 20-0,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jimmy Graham, GB TE",Sea,W 17-9,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Ed Dickson, Sea TE",@GB,L 9-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Tony Moeaki, Chi TE",Atl,L 17-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jim Dray, Ari TE",@Det,L 23-35,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Garrett Graham, Den TE",LAC,W 24-21,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Clay Harbor, NO TE",@Min,L 19-29,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Michael Hoomanawanui, NO TE",@Min,L 19-29,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Anthony McCoy, Sea TE",@GB,L 9-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Andrew Quarless, Det TE",Ari,W 35-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
