Player,POS,Team,PA,YdA,Int,Fum Rec,Sack,Saf,TD
Jacksonville Jaguars,DST,JAX,13.6,275,1.6,0.5,2.1,0.0,0.31
Houston Texans,DST,HOU,19.0,283,1.6,0.9,2.1,0.0,0.33
Minnesota Vikings,DST,MIN,18.2,299,1.2,0.7,2.9,0.0,0.29
Buffalo Bills,DST,BUF,19.1,285,0.9,0.9,2.7,0.0,0.24
Seattle Seahawks,DST,SEA,19.8,364,1.3,1.1,2.9,0.0,0.33
Baltimore Ravens,DST,BAL,17.8,322,1.6,0.7,2.7,0.0,0.39
Atlanta Falcons,DST,ATL,16.7,281,1.2,0.5,2.3,0.0,0.27
Los Angeles Rams,DST,LAR,20.9,334,0.9,1.1,2.6,0.0,0.31
Detroit Lions,DST,DET,19.2,324,1.2,0.7,2.6,0.0,0.29
Chicago Bears,DST,CHI,19.7,331,0.6,1.0,3.2,0.0,0.25
New York Giants,DST,NYG,20.2,325,1.3,0.5,2.5,0.0,0.24
New York Jets,DST,NYJ,25.0,385,1.4,0.7,2.7,0.0,0.31
Denver Broncos,DST,DEN,21.9,373,1.0,0.9,3.2,0.1,0.25
New Orleans Saints,DST,NO,24.6,377,1.2,0.6,2.3,0.0,0.29
Washington Redskins,DST,WAS,21.8,346,0.7,1.1,2.2,0.1,0.21
Tennessee Titans,DST,TEN,21.3,328,0.8,0.6,3.0,0.0,0.21
Green Bay Packers,DST,GB,24.2,330,0.9,0.7,2.4,0.1,0.21
Dallas Cowboys,DST,DAL,26.0,361,0.8,0.8,2.2,0.1,0.24
Kansas City Chiefs,DST,KC,24.0,411,0.8,0.8,2.0,0.0,0.29
Cincinnati Bengals,DST,CIN,21.0,351,0.7,0.8,2.3,0.0,0.24
Indianapolis Colts,DST,IND,23.8,368,0.6,0.8,2.5,0.0,0.21
Cleveland Browns,DST,CLE,24.3,342,0.7,0.7,2.1,0.0,0.21
New England Patriots,DST,NE,25.0,429,1.1,0.5,1.1,0.0,0.31
Oakland Raiders,DST,OAK,25.2,366,1.1,0.5,1.5,0.0,0.23
Arizona Cardinals,DST,ARI,26.4,355,0.6,0.7,2.4,0.0,0.18
San Francisco 49ers,DST,SF,25.4,330,0.6,0.4,2.3,0.0,0.17
Philadelphia Eagles,DST,PHI,32.7,435,0.8,0.8,2.1,0.1,0.24
Tampa Bay Buccaneers,DST,TB,30.4,379,0.9,0.8,1.4,0.0,0.23
Pittsburgh Steelers,DST,PIT,27.7,387,0.6,0.6,2.4,0.0,0.21
Miami Dolphins,DST,MIA,27.8,402,0.8,0.8,1.3,0.0,0.24
Carolina Panthers,DST,CAR,31.5,395,0.6,0.9,1.5,0.0,0.23
