Player,Int,Sty,Sack,TK,DFR,FF,DTD,Pa,PaNetA,RuYdA,TyDa,FPTS,POS
"Vikings, MIN",2.5,0.0,3.7,37.5,0.7,0.9,0.41,8.9,164.0,82.0,246,22,DST
"Seahawks, SEA",1.1,0.0,2.5,42.2,0.9,1.2,0.29,12.9,154.0,119.0,273,16,DST
"Ravens, BAL",1.6,0.0,2.3,39.1,0.7,1.0,0.34,15.3,183.0,93.0,276,14,DST
"Eagles, PHI",0.9,0.0,2.9,39.0,1.0,1.4,0.32,16.0,177.0,102.0,279,14,DST
"Chiefs, KC",1.4,0.0,2.5,38.9,1.1,1.6,0.4,14.6,210.0,105.0,315,13,DST
"Falcons, ATL",1.2,0.0,2.3,40.2,0.8,1.1,0.26,17.9,181.0,111.0,292,13,DST
"Dolphins, MIA",1.3,0.0,2.2,44.0,0.8,1.0,0.24,18.0,188.0,109.0,297,13,DST
"Steelers, PIT",0.8,0.0,3.5,38.8,0.7,1.0,0.21,17.0,175.0,78.0,253,13,DST
"Bengals, CIN",0.8,0.1,3.1,40.1,0.5,0.7,0.2,16.3,196.0,96.0,292,13,DST
"Buccaneers, TB",1.2,0.0,2.2,43.8,0.9,1.3,0.27,20.8,246.0,105.0,351,12,DST
"Saints, NO",0.8,0.1,1.9,42.6,1.2,1.6,0.28,17.3,154.0,161.0,315,11,DST
"Cowboys, DAL",0.7,0.0,2.0,43.4,1.3,1.8,0.25,19.2,236.0,102.0,338,11,DST
"Patriots, NE",1.0,0.0,1.7,40.3,0.8,1.1,0.29,17.9,261.0,82.0,343,11,DST
"Panthers, CAR",1.0,0.0,3.3,41.7,0.9,1.2,0.26,21.7,242.0,83.0,325,10,DST
"Bills, BUF",1.0,0.0,1.8,39.9,0.6,0.8,0.22,19.4,218.0,95.0,313,10,DST
"Texans, HOU",1.4,0.0,2.6,42.7,0.6,0.9,0.24,22.9,213.0,108.0,321,10,DST
"Broncos, DEN",0.5,0.0,2.9,39.8,0.6,0.9,0.15,23.6,179.0,100.0,279,10,DST
"Browns, CLE",0.7,0.0,1.7,43.4,0.9,1.2,0.16,18.7,210.0,92.0,302,9,DST
"Colts, IND",1.1,0.0,2.1,42.6,0.8,1.1,0.26,24.3,248.0,110.0,358,9,DST
"49ers, SF",0.9,0.0,2.0,44.5,0.8,1.1,0.21,26.8,236.0,119.0,355,8,DST
"Raiders, OAK",0.5,0.0,2.5,42.8,0.7,1.0,0.18,23.9,191.0,144.0,335,7,DST
"Lions, DET",0.9,0.0,1.2,46.0,0.6,0.9,0.25,21.9,266.0,110.0,376,7,DST
"Redskins, WAS",0.5,0.0,1.9,43.4,0.8,1.1,0.2,23.5,218.0,134.0,352,7,DST
"Jets, NYJ",0.9,0.0,1.5,42.0,0.5,0.6,0.19,22.7,271.0,102.0,373,7,DST
"Chargers, LAC",0.5,0.1,3.0,45.6,0.8,1.1,0.19,28.3,251.0,128.0,379,6,DST
