Player,Team,Salary
Jameis Winston,TB,7400
Dak Prescott,DAL,6800
Patrick Mahomes,KC,9000
Aaron Rodgers,GB,8700
Mitchell Trubisky,CHI,7400
Brock Osweiler,MIA,6000
Matt Ryan,ATL,8300
Andrew Luck,IND,7800
Carson Wentz,PHI,7500
Cam Newton,CAR,8400
Russell Wilson,SEA,7600
Tom Brady,NE,8800
Ben Roethlisberger,PIT,8500
Case Keenum,DEN,6700
Sam Darnold,NYJ,6800
C.J. Beathard,SF,6300
Kirk Cousins,MIN,7900
Andy Dalton,CIN,7500
Alex Smith,WAS,7400
Philip Rivers,LAC,8300
Baker Mayfield,CLE,7100
Joe Flacco,BAL,7000
Blake Bortles,JAX,6900
Eli Manning,NYG,6800
Josh Rosen,ARI,6400
Jared Goff,LAR,8200
Deshaun Watson,HOU,8100
Marcus Mariota,TEN,6800
Josh Allen,BUF,6400
Derek Carr,OAK,6900
Lamar Jackson,BAL,6100
Geno Smith,LAC,6000
Cooper Rush,DAL,6000
Joe Webb,HOU,6000
