Player,Team,Salary
Austin Hooper,ATL,3500
David Njoku,CLE,3800
Jimmy Graham,GB,4700
Zach Ertz,PHI,6800
Eric Ebron,IND,5400
O.J. Howard,TB,3500
Nick O'Leary,MIA,2500
Vernon Davis,WAS,3000
Vance McDonald,PIT,3400
Chris Herndon,NYJ,2500
Rob Gronkowski,NE,6100
Trey Burton,CHI,4500
Ricky Seals-Jones,ARI,2700
C.J. Uzomah,CIN,3000
Travis Kelce,KC,7100
Greg Olsen,CAR,4300
Jordan Reed,WAS,5200
Cameron Brate,TB,3700
Kyle Rudolph,MIN,4400
Jesse James,PIT,2900
Erik Swoope,IND,2500
George Kittle,SF,5700
Charles Clay,BUF,2700
James O'Shaughnessy,JAX,2600
Lance Kendricks,GB,2500
Xavier Grimble,PIT,2500
Jeff Heuerman,DEN,2600
Gerald Everett,LAR,2900
Geoff Swaim,DAL,2900
Mark Andrews,BAL,2600
Jermaine Gresham,ARI,2700
Scott Simonson,NYG,2500
Neal Sterling,NYJ,2500
Jared Cook,OAK,5000
Nick Boyle,BAL,2500
Rico Gathers,DAL,2500
Jonnu Smith,TEN,2600
Mike Gesicki,MIA,2700
Dallas Goedert,PHI,2600
Matt LaCosse,DEN,2500
Jordan Akins,HOU,2500
Antony Auclair,TB,2500
Antonio Gates,LAC,2800
Chris Manhertz,CAR,2500
Logan Thomas,BUF,2500
Garrett Celek,SF,2500
Clark Harris,CIN,2500
Jeremy Sprinkle,WAS,2500
Tyler Higbee,LAR,2900
Dion Sims,CHI,2500
Blake Jarwin,DAL,2500
Logan Paulsen,ATL,2500
Jordan Leggett,NYJ,2600
Darren Fells,CLE,2500
Marcedes Lewis,GB,2500
Ian Thomas,CAR,2800
Eric Tomlinson,NYJ,2500
Derek Carrier,OAK,2500
Demetrius Harris,KC,2500
Virgil Green,LAC,2600
Lee Smith,OAK,2500
Jordan Thomas,HOU,2500
Hayden Hurst,BAL,2700
Seth DeValve,CLE,2500
Ryan Griffin,HOU,2500
MyCole Pruitt,TEN,2500
Dwayne Allen,NE,3000
Eric Saubert,ATL,2500
Ryan Hewitt,IND,2500
Alan Cross,TB,2500
Gabe Holmes,ARI,2500
Luke Stocker,TEN,2500
Daniel Brown,CHI,2500
Ben Braunecker,CHI,2500
Jacob Hollister,NE,2500
David Morgan,MIN,2500
Maxx Williams,BAL,2500
Durham Smythe,MIA,2500
Tyler Conklin,MIN,2500
Jason Croom,BUF,2500
Brian Parker,DEN,2500
Josh Perkins,PHI,2500
