Player,Bye,Proj,Actual,Att,Att,Comp,Inc,Yds,Yds,Yds,Yds,TD,TD,TD,TD,Int,Pick Six,Sack,1st Downs,1st Downs,1st Downs,40 Yd Cmp,Att,Att,Yds,Yds,Yds,Yds,TD,TD,TD,TD,1st Downs,1st Downs,1st Downs,40 Yd Att,Tgt*,Rec,Yds,Yds,Yds,Yds,TD,TD,TD,TD,1st Downs,1st Downs,1st Downs,40 Yd Rec,Yds,Yds,Yds,Yds,TD,TD,TD,TD,2PT,Tot,Lost,POS
Player Note M. Thomas NO - WR Final (W) 48-7 vs Phi,6,8,8,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,5.8,0.0,10.0,9.2,0.0,0.0,112.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,5.8,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.8,0.0,0.1,0.1,0.1,WR
No new player Notes O. Beckham Jr. NYG - WR Q Final (W) 38-35 vs TB,9,26,26,0.0,0.7,0.0,0.0,0.0,3.4,102.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,4.6,0.0,0.0,0.7,0.0,3.4,102.0,0.0,0.0,0.0,0.6,0.0,0.0,0.1,4.6,0.0,11.0,7.7,0.0,3.4,102.0,0.0,0.0,0.0,0.6,0.0,0.0,0.1,4.6,0.3,0.0,3.4,102.0,0.0,0.0,0.0,0.6,0.0,0.1,0.1,0.1,WR
No new player Notes J. Jones Atl - WR Final (L) 22-19 vs Dal,8,28,28,0.0,0.2,0.0,0.0,0.0,1.4,112.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,4.8,0.0,0.0,0.2,0.0,1.4,112.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,4.8,0.0,11.5,7.3,0.0,1.4,112.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,4.8,0.4,0.0,1.4,112.0,0.0,0.0,0.0,0.5,0.0,0.1,0.2,0.1,WR
No new player Notes A. Thielen Min - WR Final (L) 25-20 @ Chi,10,31,31,0.0,0.2,0.0,0.0,0.0,1.1,104.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.2,0.0,1.1,104.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,5.0,0.0,12.1,7.6,0.0,1.1,104.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,5.0,0.3,0.0,1.1,104.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.1,WR
No new player Notes D. Hopkins Hou - WR Q Final (W) 23-21 @ Was,10,36,36,0.0,0.0,0.0,0.0,0.0,0.0,89.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,89.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,4.0,0.0,11.1,6.1,0.0,0.0,89.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,4.0,0.3,0.0,0.0,89.2,0.0,0.0,0.0,0.7,0.0,0.1,0.1,0.1,WR
Player Note T. Hill KC - WR Final (L) 54-51 @ LAR,12,37,37,0.0,1.4,0.0,0.0,0.0,8.4,89.7,7.6,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.2,3.8,0.0,0.0,1.4,0.0,8.4,89.7,7.6,0.0,0.0,0.5,0.1,0.0,0.2,3.8,0.0,8.1,5.8,0.0,8.4,89.7,7.6,0.0,0.0,0.5,0.1,0.0,0.2,3.8,0.4,0.0,8.4,89.7,7.6,0.0,0.0,0.5,0.1,0.0,0.1,0.1,WR
No new player Notes D. Adams GB - WR Q Final (L) 27-24 @ Sea,7,39,39,0.0,0.0,0.0,0.0,0.0,0.0,82.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,82.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,4.4,0.0,10.0,6.4,0.0,0.0,82.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,4.4,0.1,0.0,0.0,82.1,0.0,0.0,0.0,0.7,0.0,0.1,0.1,0.1,WR
Player Note A. Brown Pit - WR Final (W) 20-16 @ Jax,7,42,42,0.0,0.0,0.0,0.0,0.0,0.0,89.0,6.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,89.0,6.6,0.0,0.0,0.6,0.0,0.0,0.0,4.1,0.0,10.2,6.1,0.0,0.0,89.0,6.6,0.0,0.0,0.6,0.0,0.0,0.0,4.1,0.3,0.0,0.0,89.0,6.6,0.0,0.0,0.6,0.0,0.1,0.1,0.1,WR
No new player Notes M. Evans TB - WR Final (L) 38-35 @ NYG,5,44,44,0.0,0.0,0.0,0.0,0.0,0.0,83.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,83.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,4.0,0.0,9.9,6.1,0.0,0.0,83.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,4.0,0.2,0.0,0.0,83.5,0.0,0.0,0.0,0.6,0.0,0.1,0.1,0.1,WR
Player Note R. Woods LAR - WR Final (W) 54-51 vs KC,12,45,45,0.0,1.4,0.0,0.0,0.0,7.5,81.8,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,4.2,0.0,0.0,1.4,0.0,7.5,81.8,0.0,0.0,0.0,0.5,0.0,0.0,0.3,4.2,0.0,8.0,6.2,0.0,7.5,81.8,0.0,0.0,0.0,0.5,0.0,0.0,0.3,4.2,0.1,0.0,7.5,81.8,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.1,WR
