Player,Team,PA,YdA,TD,Sack,Int,Fum Rec,Saf,Blk
Arizona Cardinals,ARI,24.2,317.0,0.09,1.7,0.3,0.3,0.0,0.0
Atlanta Falcons,ATL,21.84,386.0,0.1,2.2,0.9,0.5,0.0,0.0
Baltimore Ravens,BAL,15.8,292.8,0.1,2.0,0.7,0.4,0.03,0.0
Buffalo Bills,BUF,17.3,295.0,0.1,2.59,0.84,0.6,0.0,0.0
Carolina Panthers,CAR,25.3,362.0,0.1,1.6,0.67,0.5,0.0,0.08
Chicago Bears,CHI,20.1,310.7,0.1,2.0,0.8,0.5,0.0,0.06
Cincinnati Bengals,CIN,26.25,421.7,0.1,1.3,0.6,0.4,0.0,0.0
Cleveland Browns,CLE,22.5,313.7,0.1,1.5,0.7,0.5,0.0,0.0
Dallas Cowboys,DAL,19.69,341.7,0.1,2.2,0.6,0.5,0.0,0.0
Denver Broncos,DEN,21.19,360.0,0.1,2.1,0.6,0.4,0.0,0.1
Detroit Lions,DET,23.68,349.0,0.1,2.1,0.4,0.4,0.0,0.09
Green Bay Packers,GB,18.71,345.0,0.0,2.32,0.5,0.4,0.0,0.0
Houston Texans,HOU,16.3,312.0,0.1,2.4,0.85,0.6,0.05,0.0
Indianapolis Colts,IND,18.5,284.0,0.1,2.3,0.7,0.5,0.0,0.0
Jacksonville Jaguars,JAX,23.3,337.0,0.0,2.0,0.5,0.3,0.0,0.0
Kansas City Chiefs,KC,15.95,347.0,0.1,2.48,0.6,0.68,0.0,0.0
Los Angeles Chargers,LAC,18.4,332.0,0.1,2.2,0.8,0.4,0.0,0.0
Los Angeles Rams,LAR,17.19,340.0,0.1,2.3,0.98,0.5,0.0,0.0
Miami Dolphins,MIA,21.0,315.0,0.1,1.8,1.0,0.5,0.0,0.0
Minnesota Vikings,MIN,17.3,296.0,0.0,2.4,0.9,0.4,0.03,0.0
New England Patriots,NE,16.3,303.0,0.1,2.0,1.07,0.4,0.0,0.1
New Orleans Saints,NO,16.8,324.0,0.1,2.5,1.1,0.6,0.0,0.0
New York Giants,NYG,15.8,303.0,0.0,2.2,0.83,0.4,0.0,0.06
New York Jets,NYJ,27.49,395.0,0.1,1.3,0.5,0.4,0.0,0.0
Oakland Raiders,OAK,26.68,434.0,0.0,1.0,0.5,0.3,0.0,0.0
Philadelphia Eagles,PHI,18.0,295.0,0.1,1.9,1.0,0.6,0.0,0.09
Pittsburgh Steelers,PIT,15.4,276.0,0.1,2.5,0.5,0.5,0.0,0.1
San Francisco 49ers,SF,27.17,367.0,0.1,1.87,0.7,0.4,0.0,0.0
Seattle Seahawks,SEA,12.8,263.0,0.1,2.74,0.9,0.6,0.0,0.08
Tampa Bay Buccaneers,TB,20.51,401.0,0.1,2.19,0.5,0.5,0.0,0.08
Tennessee Titans,TEN,22.11,380.0,0.1,1.4,0.7,0.4,0.0,0.07
Washington Redskins,WAS,23.59,337.0,0.1,1.9,0.7,0.5,0.0,0.0
