Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Todd Gurley,RB,LAR,110,1,6,45,1
Alvin Kamara,RB,NO,45,1,7,55,1
Ezekiel Elliott,RB,DAL,90,1,6,45,0
David Johnson,RB,ARI,90,1,6,45,0
Saquon Barkley,RB,NYG,75,1,6,50,0
Melvin Gordon,RB,LAC,80,1,6,45,0
James Conner,RB,PIT,80,1,5,30,0
Leonard Fournette,RB,JAX,80,1,4,30,0
Christian McCaffrey,RB,CAR,55,1,6,45,0
Aaron Jones,RB,GB,75,1,3,20,0
Dion Lewis,RB,TEN,65,1,4,25,0
Joe Mixon,RB,CIN,65,1,3,25,0
Tevin Coleman,RB,ATL,65,1,2,20,0
Alex Collins,RB,BAL,75,1,1,10,0
Kerryon Johnson,RB,DET,60,1,3,25,0
Adrian Peterson,RB,WAS,70,1,2,15,0
Phillip Lindsay,RB,DEN,55,1,3,25,0
Chris Carson,RB,SEA,55,1,1,10,0
Josh Adams,RB,PHI,40,1,0,0,0
Latavius Murray,RB,MIN,35,1,1,5,0
Dalvin Cook,RB,MIN,60,0,4,30,0
Marlon Mack,RB,IND,65,0,1,10,0
Tarik Cohen,RB,CHI,25,0,6,45,0
Mike Davis,RB,SEA,40,0,3,25,0
Lamar Miller,RB,HOU,50,0,2,15,0
Peyton Barber,RB,TB,55,0,1,5,0
Mark Ingram,RB,NO,40,0,2,20,0
Jalen Richard,RB,OAK,10,0,6,45,0
Theo Riddick,RB,DET,10,0,6,45,0
Doug Martin,RB,OAK,50,0,0,0,0
Royce Freeman,RB,DEN,40,0,1,5,0
Jordan Howard,RB,CHI,35,0,1,10,0
Jacquizz Rodgers,RB,TB,10,0,4,35,0
Wendell Smallwood,RB,PHI,25,0,2,20,0
Giovani Bernard,RB,CIN,15,0,3,25,0
Nyheim Hines,RB,IND,20,0,2,20,0
T.J. Yeldon,RB,JAX,10,0,4,30,0
Alfred Blue,RB,HOU,25,0,1,10,0
Devontae Booker,RB,DEN,10,0,3,25,0
Derrick Henry,RB,TEN,30,0,1,5,0
Ito Smith,RB,ATL,25,0,1,10,0
Austin Ekeler,RB,LAC,15,0,2,15,0
Jamaal Williams,RB,GB,20,0,1,10,0
Javorius Allen,RB,BAL,15,0,1,10,0
Ty Montgomery,RB,BAL,15,0,1,10,0
Rashaad Penny,RB,SEA,20,0,0,0,0
Chase Edmonds,RB,ARI,10,0,1,5,0
Spencer Ware,RB,KC,10,0,1,5,0
Malcolm Brown,RB,LAR,5,0,1,5,0
Corey Clement,RB,PHI,10,0,0,0,0
Stevan Ridley,RB,PIT,5,0,1,5,0
LeGarrette Blount,RB,DET,5,0,0,0,0
Carlos Hyde,RB,JAX,5,0,0,0,0
Rod Smith,RB,DAL,5,0,0,0,0
