Player,Team,Salary
Saquon Barkley,NYG,8800
Ezekiel Elliott,DAL,8400
Aaron Jones,GB,6700
Phillip Lindsay,DEN,6400
Mark Ingram,NO,7100
Leonard Fournette,JAX,7600
Gus Edwards,BAL,4500
Melvin Gordon,LAC,8700
Peyton Barber,TB,5400
Alvin Kamara,NO,8900
Adrian Peterson,WAS,6300
Kerryon Johnson,DET,6200
David Johnson,ARI,7900
Josh Adams,PHI,4500
Christian McCaffrey,CAR,8600
Marlon Mack,IND,7000
Joe Mixon,CIN,7300
Chris Carson,SEA,6200
Lamar Miller,HOU,6400
Todd Gurley,LAR,10600
Jalen Richard,OAK,5300
Tevin Coleman,ATL,6800
Royce Freeman,DEN,5000
Jordan Wilkins,IND,4900
James Conner,PIT,8200
Austin Ekeler,LAC,5600
Alex Collins,BAL,6000
Jordan Howard,CHI,6100
Doug Martin,OAK,6200
Mike Davis,SEA,5800
Theo Riddick,DET,5100
Alfred Blue,HOU,4900
Derrick Henry,TEN,5900
Rashaad Penny,SEA,5500
Giovani Bernard,CIN,5800
Tarik Cohen,CHI,6000
Wayne Gallman,NYG,4600
Carlos Hyde,JAX,5200
T.J. Yeldon,JAX,5400
Nyheim Hines,IND,4700
DeAndre Washington,OAK,4500
Dion Lewis,TEN,5900
Ito Smith,ATL,5300
Corey Clement,PHI,5200
Rod Smith,DAL,4700
Chase Edmonds,ARI,4500
Andy Janovich,DEN,4500
Jacquizz Rodgers,TB,5000
Malcolm Brown,LAR,4800
Elijhaa Penny,NYG,4500
Devontae Booker,DEN,4900
Latavius Murray,MIN,6200
Jamaal Williams,GB,5900
Dalvin Cook,MIN,6100
Ty Montgomery,BAL,4600
Javorius Allen,BAL,4800
LeGarrette Blount,DET,4700
Cameron Artis-Payne,CAR,4500
Jaylen Samuels,PIT,4600
Mark Walton,CIN,4600
C.J. Ham,MIN,4500
Damien Williams,KC,4500
Tre Madden,SEA,4500
Benny Cunningham,CHI,4500
Stevan Ridley,PIT,5300
Tommy Bohanon,JAX,4500
Anthony Sherman,KC,4500
Spencer Ware,KC,4900
Derek Watt,LAC,4500
Keith Smith,OAK,4500
Dare Ogunbowale,TB,4500
Roosevelt Nix,PIT,4500
Alex Armah,CAR,4500
Justin Jackson,LAC,4500
Justin Davis,LAR,4500
Derrick Coleman,ARI,4500
T.J. Logan,ARI,4500
Jamize Olawale,DAL,4500
Brian Hill,ATL,4500
Zach Line,NO,4500
Taquan Mizzell,CHI,4500
Dwayne Washington,NO,4700
Wendell Smallwood,PHI,5500
