Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Tra Carson,RB,GB,2.1,0.0,0.3,2.3,0.0
Elijhaa Penny,RB,NYG,2.1,0.0,0.3,2.7,0.0
Stevan Ridley,RB,PIT,4.3,0.0,0.4,2.2,0.0
Alex Armah,RB,CAR,3.2,0.0,0.0,0.2,0.0
Gus Edwards,RB,BAL,2.7,0.0,0.1,0.6,0.0
Andy Janovich,RB,DEN,0.9,0.0,0.2,2.2,0.0
Dare Ogunbowale,RB,TB,3.0,0.0,0.2,1.0,0.0
Justin Jackson,RB,LAC,2.2,0.0,0.1,1.3,0.0
Keith Smith,RB,OAK,0.7,0.0,0.4,2.9,0.0
Justin Davis,RB,LAR,1.1,0.0,0.2,1.2,0.0
Zach Line,RB,NO,0.5,0.0,0.3,2.4,0.0
C.J. Ham,RB,MIN,0.8,0.0,0.3,2.6,0.0
Roosevelt Nix,RB,PIT,0.0,0.0,0.3,2.7,0.0
Dwayne Washington,RB,NO,2.0,0.0,0.1,0.4,0.0
Mark Walton,RB,CIN,1.6,0.0,0.1,0.9,0.0
Derrick Coleman,RB,ARI,0.9,0.0,0.2,1.5,0.0
T.J. Logan,RB,ARI,0.6,0.0,0.2,1.4,0.0
Brian Hill,RB,ATL,0.7,0.0,0.1,1.0,0.0
Benny Cunningham,RB,CHI,0.4,0.0,0.1,1.2,0.0
Damien Williams,RB,KC,0.7,0.0,0.2,1.1,0.0
Taquan Mizzell,RB,CHI,0.8,0.0,0.1,0.9,0.0
Derek Watt,RB,LAC,1.0,0.0,0.0,0.4,0.0
Tre Madden,RB,SEA,0.4,0.0,0.1,0.8,0.0
Tommy Bohanon,RB,JAX,0.0,0.0,0.2,1.4,0.0
Jamize Olawale,RB,DAL,0.2,0.0,0.1,1.0,0.0
Dalyn Dawkins,RB,TEN,0.0,0.0,0.2,1.0,0.0
Zach Zenner,RB,DET,0.0,0.0,0.1,0.6,0.0
Brandon Wilson,RB,CIN,0.0,0.0,0.0,0.0,0.0
