Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Todd Gurley,RB,LAR,102.1,1.1,4.9,46.6,0.5
Alvin Kamara,RB,NO,58.2,0.8,6.1,53.4,0.5
Saquon Barkley,RB,NYG,74.3,0.8,6.4,52.8,0.2
Ezekiel Elliott,RB,DAL,94.5,0.8,4.6,37.6,0.1
Melvin Gordon,RB,LAC,79.9,0.8,4.7,42.3,0.2
David Johnson,RB,ARI,75.1,0.8,4.3,41.0,0.2
Christian McCaffrey,RB,CAR,63.1,0.6,5.7,49.8,0.3
James Conner,RB,PIT,80.8,0.8,4.0,32.4,0.1
Leonard Fournette,RB,JAX,68.9,0.6,3.3,27.3,0.1
Joe Mixon,RB,CIN,62.0,0.5,3.3,25.3,0.1
Tevin Coleman,RB,ATL,52.5,0.5,2.8,27.8,0.2
Dion Lewis,RB,TEN,51.7,0.4,3.9,29.3,0.1
Adrian Peterson,RB,WAS,63.4,0.5,2.0,16.4,0.0
Phillip Lindsay,RB,DEN,56.8,0.5,2.7,21.1,0.1
Chris Carson,RB,SEA,59.6,0.5,1.4,12.2,0.1
Marlon Mack,RB,IND,58.6,0.3,2.3,19.7,0.1
Mark Ingram,RB,NO,51.5,0.4,2.4,20.2,0.1
Dalvin Cook,RB,MIN,52.7,0.2,3.5,28.7,0.1
Lamar Miller,RB,HOU,59.3,0.3,2.0,15.7,0.1
Tarik Cohen,RB,CHI,24.5,0.1,4.6,41.0,0.2
Jordan Howard,RB,CHI,48.5,0.3,1.3,10.3,0.0
Doug Martin,RB,OAK,51.4,0.2,1.7,13.2,0.0
Peyton Barber,RB,TB,51.4,0.3,1.3,9.1,0.0
Josh Adams,RB,PHI,41.5,0.4,0.5,3.9,0.0
Derrick Henry,RB,TEN,38.8,0.3,1.0,7.8,0.0
Jalen Richard,RB,OAK,15.8,0.1,4.8,38.9,0.1
Theo Riddick,RB,DET,8.4,0.1,5.1,38.6,0.2
Royce Freeman,RB,DEN,37.6,0.2,0.9,6.3,0.0
Austin Ekeler,RB,LAC,22.7,0.1,1.9,17.9,0.1
Latavius Murray,RB,MIN,25.8,0.3,1.4,9.1,0.0
Nyheim Hines,RB,IND,21.9,0.1,2.8,20.8,0.1
T.J. Yeldon,RB,JAX,12.9,0.0,3.3,27.7,0.1
Kapri Bibbs,RB,GB,14.1,0.1,2.6,21.9,0.1
Alfred Blue,RB,HOU,29.7,0.1,1.0,8.6,0.0
Giovani Bernard,RB,CIN,18.7,0.1,2.5,20.0,0.1
Wendell Smallwood,RB,PHI,18.0,0.1,1.9,17.3,0.1
Corey Clement,RB,PHI,19.9,0.2,1.2,10.3,0.0
Jacquizz Rodgers,RB,TB,12.1,0.1,2.6,19.9,0.1
Rashaad Penny,RB,SEA,23.2,0.1,0.8,6.1,0.0
Javorius Allen,RB,BAL,14.9,0.1,1.7,12.2,0.1
Jamaal Williams,RB,GB,20.1,0.1,1.0,8.7,0.0
Spencer Ware,RB,KC,14.2,0.1,1.1,10.3,0.1
Ty Montgomery,RB,BAL,13.1,0.1,1.4,12.7,0.0
LeGarrette Blount,RB,DET,17.0,0.2,0.5,3.4,0.0
Devontae Booker,RB,DEN,9.3,0.0,2.1,17.4,0.0
Wayne Gallman,RB,NYG,10.9,0.1,1.1,8.1,0.0
Chase Edmonds,RB,ARI,10.1,0.1,1.0,6.7,0.0
Cameron Artis-Payne,RB,CAR,12.1,0.1,0.4,3.2,0.0
Jaylen Samuels,RB,PIT,7.9,0.1,0.6,4.5,0.0
Jordan Wilkins,RB,IND,11.2,0.1,0.3,2.0,0.0
DeAndre Washington,RB,OAK,8.3,0.1,0.6,3.8,0.0
Rod Smith,RB,DAL,8.4,0.1,0.4,2.6,0.0
Carlos Hyde,RB,JAX,8.3,0.1,0.4,2.6,0.0
Anthony Sherman,RB,KC,0.7,0.0,0.5,5.6,0.0
