Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Julio Jones,WR,ATL,0.7,0.0,6.7,106.2,0.6
DeAndre Hopkins,WR,HOU,0.2,0.0,7.1,96.8,0.7
Antonio Brown,WR,PIT,0.1,0.0,7.3,90.2,0.8
Michael Thomas,WR,NO,0.0,0.0,7.5,91.8,0.7
Keenan Allen,WR,LAC,0.3,0.0,6.5,85.3,0.7
Davante Adams,WR,GB,0.0,0.0,6.0,79.1,0.7
JuJu Smith-Schuster,WR,PIT,0.0,0.0,6.4,83.9,0.6
Adam Thielen,WR,MIN,0.5,0.0,7.5,88.0,0.5
Brandin Cooks,WR,LAR,2.5,0.0,5.6,79.4,0.6
Golden Tate,WR,PHI,1.2,0.0,6.8,80.3,0.6
Tyreek Hill,WR,KC,4.6,0.0,4.9,71.1,0.6
Stefon Diggs,WR,MIN,2.0,0.0,5.9,73.9,0.5
Robert Woods,WR,LAR,2.8,0.0,5.4,66.9,0.6
Jarvis Landry,WR,CLE,0.1,0.0,6.3,73.7,0.5
Corey Davis,WR,TEN,0.0,0.0,5.7,71.9,0.5
Tyler Boyd,WR,CIN,2.2,0.0,5.2,65.4,0.5
Doug Baldwin,WR,SEA,0.3,0.0,5.3,66.1,0.5
Julian Edelman,WR,NE,1.3,0.0,5.5,66.6,0.5
Amari Cooper,WR,DAL,1.8,0.0,5.4,68.8,0.4
John Brown,WR,BAL,1.6,0.0,4.1,61.7,0.5
Alshon Jeffery,WR,PHI,0.0,0.0,4.4,62.9,0.5
Kenny Stills,WR,MIA,0.0,0.0,4.4,62.6,0.5
Devin Funchess,WR,CAR,0.0,0.0,4.2,60.5,0.5
Calvin Ridley,WR,ATL,2.8,0.0,4.2,59.3,0.5
Keelan Cole,WR,JAX,0.0,0.0,4.6,64.6,0.5
Quincy Enunwa,WR,NYJ,0.1,0.0,5.0,63.6,0.5
Tyler Lockett,WR,SEA,2.4,0.0,3.9,56.0,0.5
Mike Williams,WR,LAC,0.0,0.0,3.8,53.6,0.5
Kenny Golladay,WR,DET,0.1,0.0,4.5,63.0,0.3
Dede Westbrook,WR,JAX,1.6,0.0,4.0,57.0,0.4
Jamison Crowder,WR,WAS,3.5,0.0,4.2,52.7,0.4
Sterling Shepard,WR,NYG,0.6,0.0,5.3,59.2,0.3
Michael Crabtree,WR,BAL,0.0,0.0,4.6,53.3,0.2
Nelson Agholor,WR,PHI,2.3,0.0,4.3,49.1,0.3
Jordy Nelson,WR,OAK,0.0,0.0,4.0,53.1,0.2
Larry Fitzgerald,WR,ARI,0.0,0.0,5.0,54.9,0.2
Marquez Valdes-Scantling,WR,GB,0.2,0.0,3.5,45.7,0.2
Mohamed Sanu,WR,ATL,0.5,0.0,3.7,44.3,0.2
Chester Rogers,WR,IND,0.1,0.0,4.1,47.0,0.2
Tyrell Williams,WR,LAC,1.3,0.0,2.8,42.7,0.2
Taywan Taylor,WR,TEN,0.9,0.0,3.6,43.6,0.2
Zach Pascal,WR,IND,0.2,0.0,3.4,44.2,0.2
Sammy Watkins,WR,KC,2.7,0.0,3.1,39.0,0.2
Donte Moncrief,WR,JAX,0.0,0.0,3.0,41.5,0.2
Robby Anderson,WR,NYJ,1.2,0.0,2.8,40.6,0.2
Willie Snead,WR,BAL,0.0,0.0,3.6,43.8,0.2
Antonio Callaway,WR,CLE,1.7,0.0,3.1,41.7,0.2
Keke Coutee,WR,HOU,2.2,0.0,3.3,41.0,0.2
Cole Beasley,WR,DAL,0.0,0.0,3.7,42.1,0.2
Danny Amendola,WR,MIA,0.1,0.0,4.0,42.4,0.2
Courtland Sutton,WR,DEN,0.1,0.0,3.0,39.5,0.2
Chris Hogan,WR,NE,0.6,0.0,2.3,33.7,0.2
Kelvin Benjamin,WR,KC,0.0,0.0,2.8,38.3,0.2
Jakeem Grant,WR,MIA,0.8,0.0,2.5,33.4,0.2
Allen Hurns,WR,DAL,0.0,0.0,2.5,35.4,0.1
Michael Gallup,WR,DAL,0.1,0.0,2.4,33.4,0.2
Zay Jones,WR,BUF,0.0,0.0,2.7,34.8,0.1
Torrey Smith,WR,CAR,0.0,0.0,2.3,30.2,0.2
Ryan Switzer,WR,PIT,5.6,0.0,2.1,22.5,0.1
Rashard Higgins,WR,CLE,0.0,0.0,2.6,31.1,0.1
D.J. Moore,WR,CAR,1.4,0.0,1.9,24.6,0.2
Jermaine Kearse,WR,NYJ,0.0,0.0,2.5,29.0,0.1
J'Mon Moore,WR,GB,0.3,0.0,2.1,27.2,0.1
Trent Taylor,WR,SF,0.0,0.0,2.9,29.3,0.1
Chad Williams,WR,ARI,0.9,0.0,1.9,25.3,0.2
Phillip Dorsett,WR,NE,0.1,0.0,2.0,26.3,0.2
Tre'Quan Smith,WR,NO,0.2,0.0,1.9,23.8,0.2
Tajae Sharpe,WR,TEN,1.1,0.0,1.7,24.6,0.1
Jordan Matthews,WR,PHI,0.0,0.0,1.8,23.6,0.1
Jarius Wright,WR,CAR,0.0,0.0,2.0,23.1,0.1
Chris Conley,WR,KC,0.0,0.0,2.2,24.8,0.1
Kendrick Bourne,WR,SF,0.0,0.0,1.6,22.3,0.1
James Washington,WR,PIT,0.1,0.0,1.5,22.1,0.1
Deonte Thompson,WR,BUF,0.0,0.0,1.7,21.9,0.1
Laquon Treadwell,WR,MIN,0.0,0.0,2.1,23.7,0.1
Maurice Harris,WR,WAS,0.0,0.0,1.6,21.8,0.1
Equanimeous St. Brown,WR,GB,0.4,0.0,1.5,19.4,0.1
Alex Erickson,WR,CIN,1.4,0.0,1.3,17.4,0.1
Cody Latimer,WR,NYG,0.0,0.0,1.6,20.4,0.1
Tavon Austin,WR,DAL,6.7,0.0,1.2,13.0,0.1
Seth Roberts,WR,OAK,0.0,0.0,1.7,19.1,0.1
Jaron Brown,WR,SEA,0.0,0.0,1.2,16.4,0.1
Curtis Samuel,WR,CAR,4.7,0.0,1.1,13.6,0.1
Cordarrelle Patterson,WR,NE,5.9,0.1,1.0,10.2,0.1
Andre Holmes,WR,DEN,0.0,0.0,1.4,18.3,0.1
Aldrick Robinson,WR,MIN,0.0,0.0,1.2,15.2,0.1
T.J. Jones,WR,DET,0.0,0.0,1.2,15.4,0.1
Marcus Johnson,WR,IND,0.3,0.0,1.1,13.6,0.1
David Moore,WR,SEA,0.0,0.0,0.9,12.1,0.1
Robert Foster,WR,BUF,0.1,0.0,0.9,11.8,0.1
Chris Moore,WR,BAL,1.1,0.0,0.7,9.2,0.1
D.J. Chark,WR,JAX,0.2,0.0,0.9,11.3,0.0
J.J. Nelson,WR,ARI,0.7,0.0,0.8,10.6,0.0
Austin Carr,WR,NO,0.0,0.0,0.7,8.6,0.1
Geremy Davis,WR,LAC,0.1,0.0,0.6,7.9,0.1
Josh Malone,WR,CIN,0.0,0.0,0.7,7.8,0.1
KhaDarel Hodge,WR,LAR,0.0,0.0,0.6,7.6,0.0
