,vals
const,4.376802847183006
CBS,0.021680282688900543
ESPN,0.4404964665807864
FFToday,-0.1566798875842766
FantasyPros,0.11050801254325068
NFL,0.25753718826802185
Yahoo,0.23357133189365792
