Player,Team,Salary
Zach Ertz,PHI,7400
Kyle Rudolph,MIN,5500
Chris Herndon,NYJ,5400
Mark Andrews,BAL,4500
David Njoku,CLE,5300
Evan Engram,NYG,5700
C.J. Uzomah,CIN,5000
Ian Thomas,CAR,5400
George Kittle,SF,7400
MyCole Pruitt,TEN,4000
Ed Dickson,SEA,4500
Darren Fells,CLE,4400
Scott Simonson,NYG,4100
Nick Vannett,SEA,4800
Travis Kelce,KC,7700
Gerald Everett,LAR,4800
Trey Burton,CHI,5900
Jason Croom,BUF,4000
Vance McDonald,PIT,5500
Jimmy Graham,GB,5400
Austin Hooper,ATL,5300
Dallas Goedert,PHI,5100
Jordan Akins,HOU,4200
Eric Ebron,IND,6100
Lance Kendricks,GB,4100
Jeremy Sprinkle,WAS,4500
Jared Cook,OAK,6000
Rhett Ellison,NYG,4300
Anthony Firkser,TEN,4800
Ryan Griffin,HOU,4100
Nick Boyle,BAL,4300
Hayden Hurst,BAL,4300
Ben Braunecker,CHI,4000
Virgil Green,LAC,4100
Tyler Higbee,LAR,4200
Levine Toilolo,DET,4000
Brian Parker,DEN,4000
Blake Jarwin,DAL,4700
Cameron Brate,TB,5200
Antonio Gates,LAC,4900
Jordan Leggett,NYJ,4000
John Phillips,ARI,4000
Durham Smythe,MIA,4100
Richard Rodgers,PHI,4000
Benjamin Watson,NO,5000
Josh Hill,NO,4300
Mike Gesicki,MIA,4300
Adam Shaheen,CHI,4300
Ricky Seals-Jones,ARI,4900
Seth DeValve,CLE,4100
Garrett Celek,SF,4900
Logan Paulsen,ATL,4000
Chris Manhertz,CAR,4000
Jesse James,PIT,5000
Logan Thomas,BUF,4300
Antony Auclair,TB,4000
Marcedes Lewis,GB,4100
Dalton Schultz,DAL,4000
James O'Shaughnessy,JAX,4000
Nick O'Leary,MIA,4200
Eric Tomlinson,NYJ,4000
Derek Carrier,OAK,4000
Demetrius Harris,KC,4300
Xavier Grimble,PIT,4100
Matt Lengel,CIN,4000
Lee Smith,OAK,4200
Jermaine Gresham,ARI,4200
Jordan Thomas,HOU,4900
Luke Willson,DET,4200
Ben Koyack,JAX,4000
Mo Alie-Cox,IND,4400
Dwayne Allen,NE,4100
Eric Saubert,ATL,4000
Blake Bell,JAX,4100
Rico Gathers,DAL,4000
Ryan Hewitt,IND,4000
Luke Stocker,TEN,4200
Rob Gronkowski,NE,6600
Daniel Brown,CHI,4000
David Morgan,MIN,4000
Maxx Williams,BAL,4000
Tyler Conklin,MIN,4300
Ross Dwelley,SF,4000
