Player,Team,GP,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Fum Lost,2PT,Tack,Ast,Sack,Int,Frc Fum,Fum Rec,Pass Def,POS,TD
Tre Madden,SEA,1.0,0.0,0.01,0.21,0.63,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Doug Martin,OAK,1.0,59.71,0.35,1.69,14.0,0.06,0.14,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Christian McCaffrey,CAR,1.0,66.78,0.49,4.86,44.35,0.33,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
LeSean McCoy,BUF,1.0,54.22,0.32,2.58,24.27,0.09,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Elijah McGuire,NYJ,1.0,28.98,0.14,3.15,27.68,0.11,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Sony Michel,NE,1.0,63.05,0.54,1.02,7.32,0.04,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.22
Lamar Miller,HOU,1.0,66.21,0.4,2.07,17.63,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Joe Mixon,CIN,1.0,71.55,0.55,2.76,23.78,0.11,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Taquan Mizzell,CHI,1.0,3.29,0.02,0.34,2.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Ty Montgomery,BAL,1.0,9.28,0.07,1.05,9.51,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Marcus Murphy,BUF,1.0,16.96,0.09,0.92,8.88,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.01
Latavius Murray,MIN,1.0,21.49,0.17,0.8,6.3,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Roosevelt Nix,PIT,1.0,0.0,0.0,0.31,1.54,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jamize Olawale,DAL,1.0,0.0,0.01,0.2,1.47,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Elijhaa Penny,NYG,1.0,1.87,0.01,0.92,5.59,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Rashaad Penny,SEA,1.0,29.14,0.18,0.65,5.68,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Senorise Perry,MIA,1.0,2.35,0.02,0.4,4.32,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Adrian Peterson,WAS,1.0,72.88,0.42,1.24,10.8,0.07,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jalen Richard,OAK,1.0,19.42,0.1,5.0,36.93,0.23,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Theo Riddick,DET,1.0,17.08,0.09,4.6,33.73,0.19,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Stevan Ridley,PIT,1.0,6.83,0.03,0.23,0.99,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.02
Jacquizz Rodgers,TB,1.0,6.47,0.04,1.87,17.32,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jaylen Samuels,PIT,1.0,9.87,0.06,0.66,5.05,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Wendell Smallwood,PHI,1.0,14.73,0.1,1.09,10.01,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Ito Smith,ATL,1.0,26.08,0.22,1.89,13.89,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Keith Smith,OAK,1.0,0.0,0.0,0.27,0.73,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Rod Smith,DAL,1.0,5.78,0.06,0.76,5.98,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Mark Walton,CIN,1.0,7.23,0.05,0.5,4.25,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
DeAndre Washington,OAK,1.0,16.98,0.12,0.78,5.81,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.03
Dwayne Washington,NO,1.0,5.29,0.03,0.35,2.83,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Derek Watt,LAC,1.0,0.51,0.01,0.15,0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
James White,NE,1.0,23.47,0.2,5.72,49.86,0.25,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jordan Wilkins,IND,1.0,19.19,0.15,0.41,3.64,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jamaal Williams,GB,1.0,12.77,0.07,0.79,6.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Brandon Wilson,CIN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.12,0.02,0.01,0.02,0.02,0.06,RB,0.0
Jeff Wilson,SF,1.0,4.03,0.03,0.28,1.45,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
T.J. Yeldon,JAX,1.0,19.17,0.11,2.69,23.13,0.11,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Zach Zenner,DET,1.0,12.36,0.07,0.81,7.71,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.01
