Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Steven Jackson, NE RB",Mia,W 35-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Frank Gore, Mia RB",@NE,L 17-35,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darren Sproles, Phi RB",Chi,W 31-3,--/--,--,--,--,--,--,--,--,--,--,--,RB
"John Kuhn, NO RB",@LAR,L 20-26,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Reggie Bush, Buf RB",@KC,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"DeAngelo Williams, Pit RB",GB,W 31-28,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Fred Jackson, Sea RB",@SF,W 24-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Adrian Peterson, Ari RB",Jax,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marshawn Lynch, Oak RB",Den,W 21-14,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ahmad Bradshaw, Ind RB",Ten,L 16-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Pierre Thomas, Wsh RB",NYG,W 20-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darren McFadden, Dal RB",LAC,L 6-28,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jonathan Stewart, NYG RB",@Wsh,L 10-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chris Johnson, Ari RB",Jax,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Matt Forte, NYJ RB",Car,L 27-35,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jamaal Charles, Den RB",@Oak,L 14-21,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jerome Felton, Buf RB",@KC,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Tim Hightower, SF RB",Sea,L 13-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Justin Forsett, Den RB",@Oak,L 14-21,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Mike Tolbert, Buf RB",@KC,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marcel Reece, Sea RB",@SF,W 24-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Danny Woodhead, Bal RB",Hou,W 23-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Donald Brown, NE RB",Mia,W 35-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Arian Foster, Mia RB",@NE,L 17-35,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Rashad Jennings, NYG RB",@Wsh,L 10-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jorvorskie Lane, TB RB",@Atl,L 20-34,--/--,--,--,--,--,--,--,--,--,--,--,RB
"LeSean McCoy, Buf RB",@KC,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Cedric Peerman, Cin RB",Cle,W 30-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marcus Thigpen, Buf RB",@KC,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darrel Young, Car RB",@NYJ,W 35-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Antone Smith, TB RB",@Atl,L 20-34,--/--,--,--,--,--,--,--,--,--,--,--,RB
"C.J. Spiller, KC RB",Buf,L 10-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ryan Mathews, Phi RB",Chi,W 31-3,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Dexter McCluster, LAC RB",@Dal,W 28-6,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ben Tate, Pit RB",GB,W 31-28,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Toby Gerhart, Jax RB",@Ari,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Boobie Dixon, Buf RB",@KC,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"LeGarrette Blount, Det RB",Min,L 23-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"James Starks, GB RB",@Pit,L 28-31,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Joique Bell, Det RB",Min,L 23-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chris Ivory, Buf RB",@KC,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"James Develin, NE RB",Mia,W 35-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Tyler Clutts, Dal RB",LAC,L 6-28,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Mark Ingram, NO RB",@LAR,L 20-26,--/--,--,--,--,--,--,--,--,--,--,--,RB
"DeMarco Murray, Ten RB",@Ind,W 20-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Shane Vereen, NYG RB",@Wsh,L 10-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Stevan Ridley, Pit RB",GB,W 31-28,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ryan Williams, Dal RB",LAC,L 6-28,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Daniel Thomas, Mia RB",@NE,L 17-35,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Bilal Powell, NYJ RB",Car,L 27-35,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Anthony Sherman, KC RB",Buf,L 10-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Kendall Hunter, NO RB",@LAR,L 20-26,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Taiwan Jones, Buf RB",@KC,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jordan Todman, Hou RB",@Bal,L 16-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Roy Helu Jr., Oak RB",Den,W 21-14,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jacquizz Rodgers, TB RB",@Atl,L 20-34,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Dion Lewis, Ten RB",@Ind,W 20-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"DuJuan Harris, Jax RB",@Ari,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Patrick DiMarco, Buf RB",@KC,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Matt Asiata, Det RB",Min,L 23-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Shaun Draughn, NYG RB",@Wsh,L 10-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chase Reynolds, LAR RB",NO,W 26-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Will Johnson, NYG RB",@Wsh,L 10-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Trent Richardson, Bal RB",Hou,W 23-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Doug Martin, Oak RB",Den,W 21-14,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Lamar Miller, Hou RB",@Bal,L 16-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Isaiah Pead*, Mia RB",@NE,L 17-35,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chris Polk, Hou RB",@Bal,L 16-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"LaMike James, Mia RB",@NE,L 17-35,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Bernard Pierce, Den RB",@Oak,L 14-21,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Robert Turbin, Ind RB",Ten,L 16-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
