Player,Team,Salary
Trey Burton,CHI,6000
Zach Ertz,PHI,7500
Michael Roberts,DET,4000
George Kittle,SF,6400
Benjamin Watson,NO,5200
David Njoku,CLE,5700
Dallas Goedert,PHI,4400
Chris Herndon,NYJ,4700
Travis Kelce,KC,7600
O.J. Howard,TB,5800
C.J. Uzomah,CIN,5400
Demetrius Harris,KC,4000
Erik Swoope,IND,4700
Luke Stocker,TEN,4000
Greg Olsen,CAR,5900
Mark Andrews,BAL,4000
Austin Hooper,ATL,5900
Mike Gesicki,MIA,4200
Jordan Reed,WAS,6000
Eric Ebron,IND,6800
Dan Arnold,NO,4000
Geoff Swaim,DAL,4600
Evan Engram,NYG,5700
Nick O'Leary,MIA,4500
Antony Auclair,TB,4000
Ricky Seals-Jones,ARI,5300
Kyle Rudolph,MIN,6000
Blake Jarwin,DAL,4000
Rhett Ellison,NYG,4600
Antonio Gates,LAC,4600
Jonnu Smith,TEN,4200
Luke Willson,DET,4500
Cameron Brate,TB,4700
Matt LaCosse,DEN,4000
Eric Saubert,ATL,4000
Nick Boyle,BAL,4000
Jason Croom,BUF,4000
Mo Alie-Cox,IND,4200
Alan Cross,TB,4000
Charles Clay,BUF,4600
Maxx Williams,BAL,4000
Garrett Celek,SF,4500
Jeremy Sprinkle,WAS,4000
Gerald Everett,LAR,4500
Tyler Higbee,LAR,4200
Anthony Firkser,TEN,4000
Dion Sims,CHI,4000
Jordan Akins,HOU,4000
Logan Paulsen,ATL,4000
Chris Manhertz,CAR,4000
Jordan Leggett,NYJ,4000
Darren Fells,CLE,4100
Neal Sterling,NYJ,4000
Logan Thomas,BUF,4000
Ian Thomas,CAR,4100
Vernon Davis,WAS,4800
Scott Simonson,NYG,4100
Eric Tomlinson,NYJ,4000
Jeff Heuerman,DEN,4700
Matt Lengel,CIN,4000
Virgil Green,LAC,4300
Jermaine Gresham,ARI,4400
Jordan Thomas,HOU,4000
Hayden Hurst,BAL,4700
Seth DeValve,CLE,4000
MyCole Pruitt,TEN,4000
Dwayne Allen,NE,4200
Rico Gathers,DAL,4500
Ryan Hewitt,IND,4000
Gabe Holmes,ARI,4000
Levine Toilolo,DET,4000
Josh Hill,NO,4300
Daniel Brown,CHI,4000
Ben Braunecker,CHI,4000
David Morgan,MIN,4000
Durham Smythe,MIA,4000
Tyler Conklin,MIN,4000
Orson Charles,CLE,4000
Brian Parker,DEN,4000
Josh Perkins,PHI,4000
