Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Jason Witten, Dal TE",Wsh,W 38-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Antonio Gates, LAC TE",Cle,W 19-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kellen Winslow, NYJ TE",KC,W 38-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Benjamin Watson, NO TE",Car,W 31-21,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Alex Smith, Wsh TE",@Dal,L 14-38,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Vernon Davis, Wsh TE",@Dal,L 14-38,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Marcedes Lewis, Jax TE",Ind,W 30-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Anthony Fasano, Mia TE",Den,W 35-9,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Owen Daniels, Den TE",@Mia,L 9-35,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Delanie Walker, Ten TE",Hou,W 24-13,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Daniel Fells, NYG TE",@Oak,L 17-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Greg Olsen, Car TE",@NO,L 21-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Matt Spaeth, Pit TE",@Cin,W 23-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Scott Chandler*, NE TE",@Buf,W 23-3,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brent Celek, Phi TE",@Sea,L 10-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Clark Harris, Cin TE",Pit,L 20-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Fred Davis, Wsh TE",@Dal,L 14-38,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Martellus Bennett, NE TE",@Buf,W 23-3,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Craig Stevens, Ten TE",Hou,W 24-13,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Gary Barnidge, Cle TE",@LAC,L 10-19,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jacob Tamme, Atl TE",Min,L 9-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kellen Davis, NYJ TE",KC,W 38-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Matthew Mulligan, Det TE",@Bal,L 20-44,--/--,--,--,--,--,--,--,--,--,--,--,TE
"David Johnson, Pit TE",@Cin,W 23-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"James Casey, Den TE",@Mia,L 9-35,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Chase Coffman, Ind TE",@Jax,L 10-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jared Cook, Oak TE",NYG,W 24-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Bear Pascoe, NE TE",@Buf,W 23-3,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brandon Pettigrew, Det TE",@Bal,L 20-44,--/--,--,--,--,--,--,--,--,--,--,--,TE
"John Phillips, NO TE",Car,W 31-21,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Zach Miller*, Chi TE",SF,L 14-15,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brandon Myers, TB TE",@GB,L 20-26,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jermaine Gresham, Ari TE",LAR,L 16-32,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Rob Gronkowski, NE TE",@Buf,W 23-3,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Dennis Pitta*, Bal TE",Det,W 44-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jimmy Graham, GB TE",TB,W 26-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Ed Dickson, Sea TE",Phi,W 24-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Tony Moeaki, Chi TE",SF,L 14-15,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jim Dray, Ari TE",LAR,L 16-32,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Garrett Graham, Den TE",@Mia,L 9-35,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Clay Harbor, NO TE",Car,W 31-21,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Michael Hoomanawanui, NO TE",Car,W 31-21,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Anthony McCoy, Sea TE",Phi,W 24-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Andrew Quarless, Det TE",@Bal,L 20-44,--/--,--,--,--,--,--,--,--,--,--,--,TE
