Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Steve Smith Sr., Bal WR",@Min,L 16-24,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Andre Johnson, Ten WR",@Cle,W 12-9,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Anquan Boldin, Buf WR",TB,W 30-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Larry Fitzgerald, Ari WR",@LAR,L 0-33,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jerricho Cotchery, Car WR",@Chi,L 3-17,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Wes Welker, LAR WR",Ari,W 33-0,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Roddy White, Atl WR",@NE,L 7-23,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Vincent Jackson, TB WR",@Buf,L 27-30,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Joshua Cribbs, Ind WR",Jax,L 0-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Nate Washington, NE WR",Atl,W 23-7,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Lance Moore, Atl WR",@NE,L 7-23,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Greg Jennings, Mia WR",NYJ,W 31-28,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Devin Hester, Sea WR",@NYG,W 24-7,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Derek Hagan, Ten WR",@Cle,W 12-9,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jason Avant, KC WR",@Oak,L 30-31,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Brandon Marshall, NYG WR",Sea,L 7-24,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Marques Colston, NO WR",@GB,W 26-17,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Miles Austin, Phi WR",Wsh,W 34-24,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Calvin Johnson, Det WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,WR
"Ted Ginn Jr., NO WR",@GB,W 26-17,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Dwayne Bowe, Cle WR",Ten,L 9-12,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jacoby Jones, Pit WR",Cin,W 29-14,--/--,--,--,--,--,--,--,--,--,--,--,WR
"James Jones, LAC WR",Den,W 21-0,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Eric Weems, Ten WR",@Cle,W 12-9,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jordy Nelson, Oak WR",KC,W 31-30,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Eddie Royal, Chi WR",Car,W 17-3,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jerome Simpson, SF WR",Dal,L 10-40,--/--,--,--,--,--,--,--,--,--,--,--,WR
"DeSean Jackson, TB WR",@Buf,L 27-30,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Harry Douglas, Ten WR",@Cle,W 12-9,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Andre Jerome Caldwell, Det WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,WR
"Matthew Slater, NE WR",Atl,W 23-7,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Pierre Garcon, SF WR",Dal,L 10-40,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Stevie Johnson, LAC WR",Den,W 21-0,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Danny Amendola, Mia WR",NYJ,W 31-28,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Kenny Britt, NE WR",Atl,W 23-7,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Michael Crabtree, Bal WR",@Min,L 16-24,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Brandon Gibson, NE WR",Atl,W 23-7,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Brian Hartline, Cle WR",Ten,L 9-12,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Percy Harvin*, Buf WR",TB,W 30-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Darrius Heyward-Bey, Pit WR",Cin,W 29-14,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Brandon LaFell, Cin WR",@Pit,L 14-29,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jeremy Maclin, Bal WR",@Min,L 16-24,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Louis Murphy, SF WR",Dal,L 10-40,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Hakeem Nicks, NO WR",@GB,W 26-17,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jordan Norwood, Den WR",@LAC,L 0-21,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Kevin Ogletree, NYG WR",Sea,L 7-24,--/--,--,--,--,--,--,--,--,--,--,--,WR
