Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Todd Gurley,RB,LAR,95,2,5,40,0
Saquon Barkley,RB,NYG,65,0,7,55,1
Alvin Kamara,RB,NO,60,1,6,50,0
James Conner,RB,PIT,65,1,6,35,0
Joe Mixon,RB,CIN,70,1,4,30,0
David Johnson,RB,ARI,65,1,4,30,0
Phillip Lindsay,RB,DEN,65,1,4,30,0
Kerryon Johnson,RB,DET,65,1,3,25,0
Latavius Murray,RB,MIN,75,1,2,15,0
Adrian Peterson,RB,WAS,75,1,1,10,0
Tarik Cohen,RB,CHI,25,0,7,55,1
James White,RB,NE,35,0,6,45,1
Marlon Mack,RB,IND,65,1,1,10,0
Isaiah Crowell,RB,NYJ,60,1,1,10,0
Raheem Mostert,RB,SF,55,1,2,15,0
T.J. Yeldon,RB,JAX,40,1,4,30,0
Nick Chubb,RB,CLE,60,1,1,5,0
Alex Collins,RB,BAL,50,1,2,15,0
Jordan Howard,RB,CHI,50,1,1,10,0
Doug Martin,RB,OAK,55,1,0,0,0
Christian McCaffrey,RB,CAR,50,0,5,40,0
Lamar Miller,RB,HOU,75,0,1,10,0
Chris Carson,RB,SEA,65,0,1,10,0
Peyton Barber,RB,TB,45,0,2,20,0
Corey Clement,RB,PHI,50,0,2,15,0
Kenyan Drake,RB,MIA,40,0,3,25,0
LeSean McCoy,RB,BUF,45,0,2,20,0
Aaron Jones,RB,GB,40,0,2,20,0
Jalen Richard,RB,OAK,20,0,6,40,0
Chris Thompson,RB,WAS,25,0,4,35,0
Wendell Smallwood,RB,PHI,30,0,3,25,0
Frank Gore,RB,MIA,45,0,1,5,0
Chris Ivory,RB,BUF,30,0,2,20,0
Duke Johnson,RB,CLE,15,0,4,35,0
Javorius Allen,RB,BAL,25,0,2,20,0
Trenton Cannon,RB,NYJ,15,0,4,30,0
Carlos Hyde,RB,JAX,35,0,1,10,0
Mark Ingram,RB,NO,35,0,1,10,0
Devontae Booker,RB,DEN,20,0,2,20,0
Nyheim Hines,RB,IND,20,0,2,20,0
Mike Davis,RB,SEA,25,0,1,10,0
Alfred Blue,RB,HOU,20,0,1,10,0
Matt Breida,RB,SF,20,0,1,5,0
Kyle Juszczyk,RB,SF,0,0,3,25,0
Jamaal Williams,RB,GB,20,0,1,5,0
LeGarrette Blount,RB,DET,20,0,0,0,0
Chase Edmonds,RB,ARI,10,0,1,10,0
Ronald Jones,RB,TB,20,0,0,0,0
Alfred Morris,RB,SF,20,0,0,0,0
Mark Walton,RB,CIN,10,0,1,10,0
Wayne Gallman,RB,NYG,10,0,1,5,0
Marcus Murphy,RB,BUF,15,0,0,0,0
Spencer Ware,RB,KC,10,0,1,5,0
Jordan Wilkins,RB,IND,15,0,0,0,0
Malcolm Brown,RB,LAR,5,0,1,5,0
Rashaad Penny,RB,SEA,10,0,0,0,0
Stevan Ridley,RB,PIT,5,0,1,5,0
