Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Todd Gurley,RB,LAR,0.0,0.0,0.0,97.2,1.2,4.3,42.0,0.2
Saquon Barkley,RB,NYG,0.0,0.0,0.0,71.3,0.5,5.8,49.8,0.2
Alvin Kamara,RB,NO,0.0,0.0,0.0,59.7,0.5,5.8,51.7,0.3
James Conner,RB,PIT,0.0,0.0,0.0,76.9,0.6,4.8,37.6,0.1
Joe Mixon,RB,CIN,0.0,0.0,0.0,76.1,0.6,3.1,25.0,0.1
Christian McCaffrey,RB,CAR,0.0,0.0,0.0,52.8,0.3,5.3,41.0,0.2
James White,RB,NE,0.0,0.0,0.0,31.5,0.1,6.4,53.1,0.5
Tarik Cohen,RB,CHI,0.0,0.0,0.0,33.9,0.2,4.5,42.1,0.2
David Johnson,RB,ARI,0.0,0.0,0.0,59.7,0.5,3.2,28.7,0.1
Phillip Lindsay,RB,DEN,0.0,0.0,0.0,51.5,0.3,3.4,29.0,0.1
Mark Ingram,RB,NO,0.0,0.0,0.0,55.5,0.5,2.0,18.5,0.1
Kerryon Johnson,RB,DET,0.0,0.0,0.0,65.9,0.3,2.5,18.6,0.1
Latavius Murray,RB,MIN,0.0,0.0,0.0,61.3,0.6,1.7,14.3,0.0
Lamar Miller,RB,HOU,0.0,0.0,0.0,58.1,0.4,2.4,20.6,0.1
Marlon Mack,RB,IND,0.0,0.0,0.0,53.8,0.4,2.3,20.4,0.1
Chris Thompson,RB,WAS,0.0,0.0,0.0,25.6,0.2,4.9,41.3,0.2
Adrian Peterson,RB,WAS,0.0,0.0,0.0,62.0,0.6,1.1,7.4,0.0
Jalen Richard,RB,OAK,0.0,0.0,0.0,28.7,0.2,4.8,38.3,0.2
Chris Carson,RB,SEA,0.0,0.0,0.0,49.3,0.4,2.6,20.0,0.1
Nick Chubb,RB,CLE,0.0,0.0,0.0,60.4,0.5,1.2,10.7,0.0
Isaiah Crowell,RB,NYJ,0.0,0.0,0.0,53.0,0.3,2.3,14.6,0.1
Alex Collins,RB,BAL,0.0,0.0,0.0,52.5,0.4,1.6,15.8,0.0
Aaron Jones,RB,GB,0.0,0.0,0.0,42.3,0.3,2.1,15.8,0.1
LeSean McCoy,RB,BUF,0.0,0.0,0.0,49.7,0.3,1.8,15.9,0.1
Jordan Howard,RB,CHI,0.0,0.0,0.0,48.2,0.3,1.6,12.1,0.0
Doug Martin,RB,OAK,0.0,0.0,0.0,57.1,0.2,1.6,11.0,0.0
Kenyan Drake,RB,MIA,0.0,0.0,0.0,36.6,0.2,2.9,21.7,0.1
Matt Breida,RB,SF,0.0,0.0,0.0,34.3,0.3,2.5,20.3,0.1
Kenjon Barner,RB,CAR,0.0,0.0,0.0,43.5,0.0,4.0,22.7,0.0
Raheem Mostert,RB,SF,0.0,0.0,0.0,45.4,0.2,2.8,15.0,0.0
Duke Johnson,RB,CLE,0.0,0.0,0.0,15.7,0.2,3.5,33.7,0.1
T.J. Yeldon,RB,JAX,0.0,0.0,0.0,34.9,0.2,2.2,15.8,0.1
Corey Clement,RB,PHI,0.0,0.0,0.0,36.3,0.4,1.1,10.5,0.1
Wendell Smallwood,RB,PHI,0.0,0.0,0.0,31.8,0.2,2.3,16.6,0.1
Devontae Booker,RB,DEN,0.0,0.0,0.0,25.7,0.1,1.9,16.8,0.0
Trenton Cannon,RB,NYJ,0.0,0.0,0.0,25.4,0.3,1.9,9.6,0.0
Javorius Allen,RB,BAL,0.0,0.0,0.0,19.4,0.1,3.3,16.7,0.1
Tyler Ervin,RB,BAL,0.0,0.0,0.0,1.8,0.0,4.2,28.3,0.1
Carlos Hyde,RB,JAX,0.0,0.0,0.0,29.8,0.2,1.0,8.3,0.0
Peyton Barber,RB,TB,0.0,0.0,0.0,35.9,0.2,0.7,5.3,0.0
Alfred Blue,RB,HOU,0.0,0.0,0.0,32.1,0.3,0.7,3.1,0.0
Ty Montgomery,RB,BAL,0.0,0.0,0.0,17.2,0.2,1.9,17.2,0.1
Mike Davis,RB,SEA,0.0,0.0,0.0,33.8,0.2,1.1,3.7,0.0
LeGarrette Blount,RB,DET,0.0,0.0,0.0,27.8,0.4,0.4,3.0,0.0
Frank Gore,RB,MIA,0.0,0.0,0.0,29.4,0.1,1.3,9.7,0.0
Ronald Jones,RB,TB,0.0,0.0,0.0,29.1,0.2,0.5,4.6,0.0
Jamaal Williams,RB,GB,0.0,0.0,0.0,20.7,0.2,0.8,5.2,0.0
