Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Todd Gurley,RB,LAR,0.0,0.0,0.0,92.0,1.2,4.3,39.1,0.3, 
James Conner,RB,PIT,0.0,0.0,0.0,84.1,0.9,4.3,34.9,0.2, 
Saquon Barkley,RB,NYG,0.0,0.0,0.0,67.2,0.4,5.7,45.6,0.2, 
Alvin Kamara,RB,NO,0.0,0.0,0.0,49.1,0.6,5.2,48.9,0.2, 
Kareem Hunt,RB,FA,0.0,0.0,17.7,0.8,2.8,25.7,0.2,, 
Joe Mixon,RB,CIN,0.0,0.0,0.0,67.3,0.7,3.9,31.0,0.2, 
James White,RB,NE,0.0,0.0,0.0,40.3,0.4,5.8,46.2,0.3, 
David Johnson,RB,ARI,0.0,0.0,0.0,67.0,0.8,3.3,29.3,0.1, 
Christian McCaffrey,RB,CAR,0.0,0.0,0.0,59.9,0.3,5.0,36.8,0.1, 
Tarik Cohen,RB,CHI,0.0,0.0,0.0,31.6,0.2,5.3,48.2,0.3, 
Lamar Miller,RB,HOU,0.0,0.0,0.0,72.0,0.4,2.8,22.2,0.1, 
Kerryon Johnson,RB,DET,0.0,0.0,0.0,62.6,0.3,3.3,24.7,0.1,IR
Phillip Lindsay,RB,DEN,0.0,0.0,0.0,66.2,0.4,2.8,23.1,0.1,IR
LeSean McCoy,RB,BUF,0.0,0.0,0.0,56.9,0.3,3.4,24.7,0.1, 
Chris Carson,RB,SEA,0.0,0.0,0.0,69.9,0.3,2.1,17.9,0.1, 
Chris Thompson,RB,WAS,0.0,0.0,0.0,24.1,0.2,5.0,43.3,0.1, 
Kenyan Drake,RB,MIA,0.0,0.0,0.0,37.9,0.2,4.0,32.2,0.2, 
Adrian Peterson,RB,WAS,0.0,0.0,0.0,68.0,0.5,1.7,14.8,0.0, 
Nick Chubb,RB,CLE,0.0,0.0,0.0,74.7,0.6,1.0,8.3,0.0, 
Mark Ingram,RB,NO,0.0,0.0,0.0,45.7,0.5,2.6,20.3,0.1, 
Marlon Mack,RB,IND,0.0,0.0,0.0,56.0,0.4,2.1,17.2,0.1,Q
Isaiah Crowell,RB,NYJ,0.0,0.0,0.0,66.8,0.4,1.7,13.7,0.0,IR
Latavius Murray,RB,MIN,0.0,0.0,0.0,54.9,0.4,1.8,14.5,0.1, 
Jordan Howard,RB,CHI,0.0,0.0,0.0,63.7,0.5,1.3,10.1,0.1, 
Jalen Richard,RB,OAK,0.0,0.0,0.0,19.2,0.1,4.7,37.7,0.1, 
T.J. Yeldon,RB,JAX,0.0,0.0,0.0,27.1,0.1,4.1,33.0,0.1, 
Alex Collins,RB,BAL,0.0,0.0,0.0,55.4,0.4,1.8,14.7,0.1,IR
Matt Breida,RB,SF,0.0,0.0,0.0,54.7,0.4,1.7,14.0,0.1,IR
Doug Martin,RB,OAK,0.0,0.0,0.0,52.0,0.4,1.7,13.2,0.1, 
Kenjon Barner,RB,CAR,0.0,0.0,0.0,63.7,0.5,0.5,4.1,0.0,IR
Javorius Allen,RB,BAL,0.0,0.0,0.0,25.2,0.2,3.5,26.9,0.1, 
Devontae Booker,RB,DEN,0.0,0.0,0.0,33.2,0.2,2.8,24.0,0.1, 
Carlos Hyde,RB,JAX,0.0,0.0,0.0,51.5,0.2,1.9,12.7,0.1, 
Wendell Smallwood,RB,PHI,0.0,0.0,0.0,39.3,0.2,2.5,19.8,0.1, 
Peyton Barber,RB,TB,0.0,0.0,0.0,48.8,0.3,1.5,11.3,0.1, 
Duke Johnson,RB,CLE,0.0,0.0,0.0,20.9,0.2,3.2,29.2,0.1, 
Nyheim Hines,RB,IND,0.0,0.0,0.0,17.3,0.1,3.3,25.4,0.2, 
Corey Clement,RB,PHI,0.0,0.0,0.0,36.2,0.2,2.0,15.8,0.1,IR
Chris Ivory,RB,BUF,0.0,0.0,0.0,32.0,0.3,1.9,15.9,0.0, 
Trenton Cannon,RB,NYJ,0.0,0.0,0.0,27.7,0.1,2.4,21.6,0.1, 
Ty Montgomery,RB,BAL,0.0,0.0,0.0,15.5,0.1,2.9,27.2,0.1, 
Frank Gore,RB,MIA,0.0,0.0,0.0,46.4,0.2,1.0,7.9,0.0,IR
Aaron Jones,RB,GB,0.0,0.0,0.0,47.9,0.2,0.6,4.7,0.0,IR
Mike Davis,RB,SEA,0.0,0.0,0.0,28.6,0.2,1.3,10.3,0.1, 
Alfred Blue,RB,HOU,0.0,0.0,0.0,28.4,0.2,1.0,8.4,0.0, 
Ronald Jones,RB,TB,0.0,0.0,0.0,25.0,0.1,1.5,11.5,0.1, 
Kyle Juszczyk,RB,SF,0.0,0.0,0.0,1.1,0.0,2.7,26.1,0.1, 
LeGarrette Blount,RB,DET,0.0,0.0,0.0,30.5,0.2,0.5,4.2,0.0, 
Raheem Mostert,RB,SF,0.0,0.0,0.0,25.7,0.2,1.0,7.7,0.0,IR
Alfred Morris,RB,SF,0.0,0.0,0.0,26.4,0.2,0.7,6.0,0.0, 
Ameer Abdullah,RB,MIN,0.0,0.0,0.0,6.7,0.0,1.9,14.2,0.1, 
Spencer Ware,RB,KC,0.0,0.0,0.0,11.4,0.1,1.3,11.1,0.1, 
Wayne Gallman,RB,NYG,0.0,0.0,0.0,13.7,0.1,1.4,11.0,0.0, 
Jamaal Williams,RB,GB,0.0,0.0,0.0,22.4,0.1,0.8,6.9,0.0, 
Mark Walton,RB,CIN,0.0,0.0,0.0,15.4,0.1,1.1,8.8,0.0, 
DeAndre Washington,RB,OAK,0.0,0.0,0.0,16.0,0.1,1.1,8.9,0.0, 
Rashaad Penny,RB,SEA,0.0,0.0,0.0,18.5,0.1,0.8,7.2,0.0, 
Marcus Murphy,RB,BUF,0.0,0.0,0.0,2.9,0.0,1.8,14.8,0.0,IR
Chase Edmonds,RB,ARI,0.0,0.0,0.0,16.2,0.1,0.7,5.4,0.0, 
Josh Adams,RB,PHI,0.0,0.0,0.0,18.6,0.1,0.5,4.3,0.0, 
Jordan Wilkins,RB,IND,0.0,0.0,0.0,15.9,0.1,0.6,4.9,0.0, 
Mike Boone,RB,MIN,0.0,0.0,0.0,10.5,0.1,0.9,7.4,0.0, 
C.J. Anderson,RB,LAR,0.0,0.0,0.0,16.2,0.1,0.5,3.9,0.0, 
Malcolm Brown,RB,LAR,0.0,0.0,0.0,16.3,0.2,0.3,2.0,0.0,IR
Roc Thomas,RB,MIN,0.0,0.0,0.0,6.5,0.0,0.9,7.5,0.0, 
C.J. Ham,RB,MIN,0.0,0.0,0.0,0.7,0.0,1.2,10.1,0.1,Q
Stevan Ridley,RB,PIT,0.0,0.0,0.0,12.0,0.1,0.3,2.4,0.0, 
Jacquizz Rodgers,RB,TB,0.0,0.0,0.0,6.2,0.0,0.6,4.7,0.0, 
James Develin,RB,NE,0.0,0.0,0.0,0.0,0.0,0.8,6.2,0.0, 
Kapri Bibbs,RB,GB,0.0,0.0,0.0,8.9,0.1,0.0,0.0,0.0, 
Anthony Sherman,RB,KC,0.0,0.0,0.0,0.0,0.0,0.5,4.5,0.0, 
Derrick Coleman,RB,ARI,0.0,0.0,0.0,0.7,0.0,0.4,3.8,0.0, 
Tommy Bohanon,RB,JAX,0.0,0.0,0.0,0.0,0.0,0.5,4.5,0.0, 
Keith Smith,RB,OAK,0.0,0.0,0.0,0.8,0.0,0.3,2.3,0.0, 
