Player,Team,Salary
Drew Brees,NO,8400
Jared Goff,LAR,8400
Matt Ryan,ATL,8200
Patrick Mahomes,KC,9500
Ryan Fitzpatrick,TB,7100
Ben Roethlisberger,PIT,7800
Marcus Mariota,TEN,6800
Nick Mullens,SF,6000
Cam Newton,CAR,8600
Russell Wilson,SEA,7700
Deshaun Watson,HOU,7900
Aaron Rodgers,GB,8600
Baker Mayfield,CLE,7400
Alex Smith,WAS,7500
Philip Rivers,LAC,8000
Dak Prescott,DAL,7000
Tom Brady,NE,8600
Case Keenum,DEN,6800
Mitchell Trubisky,CHI,7800
Joe Flacco,BAL,7500
Kirk Cousins,MIN,8300
Derek Carr,OAK,6900
Matthew Stafford,DET,7300
Brock Osweiler,MIA,6700
Sam Darnold,NYJ,6700
Lamar Jackson,BAL,6200
Taysom Hill,NO,6100
Joshua Dobbs,PIT,6000
Tyrod Taylor,CLE,6000
AJ McCarron,OAK,6000
Joe Webb,HOU,6000
Chase Daniel,CHI,6000
