Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Michael Thomas,WR,NO,0.0,0.0,7.5,96.0,0.8
DeAndre Hopkins,WR,HOU,0.4,0.0,6.8,95.9,0.7
Tyreek Hill,WR,KC,6.7,0.0,5.6,86.4,0.7
Julio Jones,WR,ATL,0.6,0.0,6.9,98.1,0.6
Brandin Cooks,WR,LAR,3.3,0.0,6.0,88.5,0.7
Adam Thielen,WR,MIN,0.8,0.0,8.1,96.4,0.6
Robert Woods,WR,LAR,5.3,0.0,5.9,87.5,0.6
Davante Adams,WR,GB,0.0,0.0,6.6,86.3,0.7
Antonio Brown,WR,PIT,0.0,0.0,6.4,84.8,0.7
Kenny Golladay,WR,DET,0.6,0.0,5.3,79.3,0.7
Keenan Allen,WR,LAC,4.2,0.0,6.0,78.1,0.6
Mike Evans,WR,TB,0.0,0.0,5.7,79.9,0.6
Corey Davis,WR,TEN,0.2,0.0,5.3,71.9,0.5
Alshon Jeffery,WR,PHI,0.0,0.0,4.9,69.6,0.6
Stefon Diggs,WR,MIN,2.5,0.0,6.3,70.4,0.5
T.Y. Hilton,WR,IND,0.0,0.0,4.4,63.3,0.6
Amari Cooper,WR,DAL,0.6,0.0,4.9,64.1,0.6
JuJu Smith-Schuster,WR,PIT,0.4,0.0,5.5,76.5,0.3
Marquez Valdes-Scantling,WR,GB,0.0,0.0,4.7,66.3,0.5
Larry Fitzgerald,WR,ARI,0.0,0.0,5.2,60.7,0.5
Devin Funchess,WR,CAR,0.0,0.0,3.9,56.1,0.6
Allen Robinson,WR,CHI,0.0,0.0,4.3,57.5,0.5
DeSean Jackson,WR,TB,2.0,0.0,3.6,60.8,0.4
Tyler Lockett,WR,SEA,4.0,0.0,3.5,50.9,0.5
Tyler Boyd,WR,CIN,0.8,0.0,5.4,67.3,0.3
John Brown,WR,BAL,1.2,0.0,3.4,52.1,0.5
Tyrell Williams,WR,LAC,0.7,0.0,2.9,49.0,0.5
Donte Moncrief,WR,JAX,0.0,0.0,3.9,50.6,0.4
Calvin Ridley,WR,ATL,2.4,0.0,4.0,50.3,0.4
Sterling Shepard,WR,NYG,1.2,0.0,4.4,55.4,0.3
Dede Westbrook,WR,JAX,1.7,0.0,3.7,48.1,0.4
Doug Baldwin,WR,SEA,0.0,0.0,4.1,52.9,0.3
Mohamed Sanu,WR,ATL,0.2,0.0,3.9,46.1,0.4
Courtland Sutton,WR,DEN,0.0,0.0,3.6,54.6,0.2
Golden Tate,WR,PHI,2.3,0.0,4.5,52.8,0.2
Josh Doctson,WR,WAS,-0.1,0.0,3.1,40.5,0.4
Michael Crabtree,WR,BAL,0.0,0.0,3.9,48.1,0.3
Chris Godwin,WR,TB,0.0,0.0,3.5,46.0,0.2
Maurice Harris,WR,WAS,1.3,0.0,4.3,48.0,0.2
D.J. Moore,WR,CAR,7.5,0.0,3.3,42.6,0.2
Nelson Agholor,WR,PHI,1.4,0.0,3.9,45.6,0.2
Anthony Miller,WR,CHI,1.6,0.0,3.3,43.6,0.2
Mike Williams,WR,LAC,1.6,0.0,2.2,35.0,0.3
Tre'Quan Smith,WR,NO,0.0,0.0,2.5,37.0,0.3
Cole Beasley,WR,DAL,0.0,0.0,3.8,40.9,0.2
Taylor Gabriel,WR,CHI,2.6,0.0,3.1,38.7,0.2
David Moore,WR,SEA,0.2,0.0,2.0,32.2,0.3
Willie Snead,WR,BAL,0.8,0.0,3.4,41.0,0.2
Adam Humphries,WR,TB,0.6,0.0,3.6,41.2,0.2
Keke Coutee,WR,HOU,1.7,0.0,3.3,40.7,0.1
Josh Reynolds,WR,LAR,1.1,0.0,2.3,33.1,0.3
Michael Gallup,WR,DAL,0.0,0.0,2.6,39.2,0.2
Seth Roberts,WR,OAK,0.0,0.0,3.6,40.0,0.2
Curtis Samuel,WR,CAR,5.0,0.0,2.3,30.2,0.2
Tajae Sharpe,WR,TEN,0.8,0.0,2.7,37.2,0.2
John Ross,WR,CIN,0.6,0.0,2.6,33.7,0.2
