Player,Int,Sty,Sack,TK,DFR,FF,DTD,Pa,PaNetA,RuYdA,TyDa,FPTS,POS
"Seahawks, SEA",0.8,0.0,2.2,34.4,0.7,0.9,0.18,13.0,133.0,88.0,221,16,DST
"Broncos, DEN",1.4,0.1,3.1,39.8,0.9,1.2,0.18,16.8,193.0,84.0,277,14,DST
"Panthers, CAR",1.1,0.0,3.6,40.9,1.0,1.4,0.06,14.4,160.0,114.0,274,14,DST
"Texans, HOU",0.8,0.1,3.6,39.3,0.8,1.1,0.18,17.9,174.0,111.0,285,14,DST
"Lions, DET",0.8,0.0,3.4,36.8,1.0,1.4,0.08,17.6,197.0,84.0,281,13,DST
"Ravens, BAL",0.9,0.0,3.3,36.8,0.8,1.1,0.11,15.2,189.0,86.0,275,13,DST
"Bears, CHI",1.1,0.0,2.8,47.5,1.0,1.3,0.19,20.5,212.0,146.0,358,12,DST
"Eagles, PHI",1.6,0.0,2.8,37.7,0.6,0.9,0.12,19.4,203.0,105.0,308,11,DST
"Cardinals, ARI",1.1,0.0,2.2,40.8,1.1,1.6,0.13,18.9,238.0,118.0,356,11,DST
"Patriots, NE",0.8,0.0,3.2,37.6,0.6,0.8,0.08,15.6,218.0,90.0,308,10,DST
"Chargers, LAC",1.3,0.0,3.2,39.4,0.8,1.0,0.18,21.9,234.0,116.0,350,10,DST
"Chiefs, KC",1.0,0.0,2.3,46.3,0.6,0.8,0.15,19.2,217.0,136.0,353,10,DST
"Jets, NYJ",0.5,0.0,3.2,41.1,0.7,0.9,0.08,18.1,189.0,114.0,303,10,DST
"Colts, IND",1.5,0.0,2.0,42.6,0.8,1.1,0.23,24.8,202.0,131.0,333,9,DST
"Bills, BUF",1.3,0.0,1.8,43.0,0.6,0.9,0.06,19.1,208.0,136.0,344,9,DST
"Rams, LAR",1.0,0.0,3.1,48.5,0.9,1.2,0.13,21.7,220.0,168.0,388,9,DST
"Packers, GB",1.1,0.0,2.9,39.4,0.4,0.5,0.27,23.0,187.0,131.0,318,9,DST
"Cowboys, DAL",1.1,0.1,2.4,43.6,0.8,1.1,0.11,22.4,265.0,99.0,364,9,DST
"Jaguars, JAC",1.1,0.0,2.5,45.2,0.8,1.0,0.12,24.9,266.0,88.0,354,9,DST
"49ers, SF",1.0,0.0,2.2,45.8,0.6,0.8,0.23,25.4,223.0,138.0,361,8,DST
"Redskins, WAS",0.9,0.0,2.1,43.1,1.1,1.6,0.11,22.2,236.0,142.0,378,8,DST
"Steelers, PIT",0.8,0.0,2.5,42.9,0.9,1.2,0.1,21.7,247.0,108.0,355,8,DST
"Raiders, OAK",0.9,0.0,2.0,41.9,0.8,1.1,0.16,22.0,278.0,81.0,359,8,DST
"Vikings, MIN",0.6,0.0,2.7,43.0,0.7,1.0,0.13,23.3,216.0,124.0,340,8,DST
"Browns, CLE",1.0,0.0,1.7,43.8,0.7,1.0,0.12,22.9,267.0,112.0,379,7,DST
"Giants, NYG",0.9,0.0,1.6,45.9,0.8,1.2,0.13,24.7,319.0,107.0,426,7,DST
"Dolphins, MIA",0.6,0.0,2.4,43.8,0.6,0.8,0.13,25.2,265.0,86.0,351,7,DST
"Buccaneers, TB",0.7,0.1,2.5,42.7,0.8,1.2,0.24,29.5,291.0,83.0,374,7,DST
"Bengals, CIN",0.9,0.0,1.9,43.9,0.5,0.7,0.07,22.8,260.0,116.0,376,7,DST
"Saints, NO",0.8,0.0,1.9,43.8,0.7,0.9,0.25,29.4,296.0,129.0,425,6,DST
"Titans, TEN",0.7,0.0,3.2,41.5,0.5,0.7,0.09,27.5,265.0,83.0,348,6,DST
