player,team,pos,proj,cost
Philip Rivers,LAC,QB,11.246900000000002,400.0
Ezekiel Elliott,DAL,RB,15.615666666666668,280.0
Alvin Kamara,NO,RB,24.883,910.0
Julio Jones,ATL,WR,25.616666666666667,1010.0
Jarvis Landry,CLE,WR,17.92533333333333,400.0
Demaryius Thomas,HOU,WR,17.643000000000004,840.0
Jack Doyle,IND,TE,14.722666666666667,620.0
Daniel Carlson,OAK,K,6.88,140.0
Minnesota Vikings,MIN,DST,2.3899999999999997,340.0
,,,136.92323333333331,4940.0
