Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Steven Jackson, NE RB",Buf,W 37-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Frank Gore, Mia RB",@KC,L 13-29,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darren Sproles, Phi RB",Oak,W 19-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"John Kuhn, NO RB",Atl,W 23-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Reggie Bush, Buf RB",@NE,L 16-37,--/--,--,--,--,--,--,--,--,--,--,--,RB
"DeAngelo Williams, Pit RB",@Hou,W 34-6,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Fred Jackson, Sea RB",@Dal,W 21-12,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Adrian Peterson, Ari RB",NYG,W 23-0,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marshawn Lynch, Oak RB",@Phi,L 10-19,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ahmad Bradshaw, Ind RB",@Bal,L 16-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Pierre Thomas, Wsh RB",Den,W 27-11,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darren McFadden, Dal RB",Sea,L 12-21,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jonathan Stewart, NYG RB",@Ari,L 0-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chris Johnson, Ari RB",NYG,W 23-0,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Matt Forte, NYJ RB",LAC,L 7-14,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jamaal Charles, Den RB",@Wsh,L 11-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jerome Felton, Buf RB",@NE,L 16-37,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Tim Hightower, SF RB",Jax,W 44-33,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Justin Forsett, Den RB",@Wsh,L 11-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Mike Tolbert, Buf RB",@NE,L 16-37,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marcel Reece, Sea RB",@Dal,W 21-12,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Danny Woodhead, Bal RB",Ind,W 23-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Donald Brown, NE RB",Buf,W 37-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Arian Foster, Mia RB",@KC,L 13-29,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Rashad Jennings, NYG RB",@Ari,L 0-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jorvorskie Lane, TB RB",@Car,L 19-22,--/--,--,--,--,--,--,--,--,--,--,--,RB
"LeSean McCoy, Buf RB",@NE,L 16-37,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Cedric Peerman, Cin RB",Det,W 26-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marcus Thigpen, Buf RB",@NE,L 16-37,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darrel Young, Car RB",TB,W 22-19,--/--,--,--,--,--,--,--,--,--,--,--,RB
