Player,Bye,Proj,Actual,Att,Att,Comp,Inc,Yds,Yds,Yds,Yds,TD,TD,TD,TD,Int,Pick Six,Sack,1st Downs,1st Downs,1st Downs,40 Yd Cmp,Att,Att,Yds,Yds,Yds,Yds,TD,TD,TD,TD,1st Downs,1st Downs,1st Downs,40 Yd Att,Tgt*,Rec,Yds,Yds,Yds,Yds,TD,TD,TD,TD,1st Downs,1st Downs,1st Downs,40 Yd Rec,Yds,Yds,Yds,Yds,TD,TD,TD,TD,2PT,Tot,Lost,POS
No new player Notes C. McCaffrey Car - RB Final (L) 26-20 @ Cle,4,6,6,0.0,17.0,0.0,0.0,0.0,73.8,57.3,16.9,0.0,0.4,0.3,0.1,0.0,0.0,0.0,0.0,3.6,3.4,0.0,0.0,17.0,0.0,73.8,57.3,16.9,0.0,0.4,0.3,0.1,0.0,3.6,3.4,0.1,9.9,7.4,0.0,73.8,57.3,16.9,0.0,0.4,0.3,0.1,0.0,3.6,3.4,0.1,0.0,73.8,57.3,16.9,0.0,0.4,0.3,0.1,0.2,0.2,0.1,RB
No new player Notes S. Barkley NYG - RB Final (W) 40-16 @ Was,9,9,9,0.0,17.9,0.0,0.0,0.0,78.1,54.5,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,4.1,2.6,0.0,0.0,17.9,0.0,78.1,54.5,0.0,0.0,0.6,0.2,0.0,0.0,4.1,2.6,0.1,8.0,6.4,0.0,78.1,54.5,0.0,0.0,0.6,0.2,0.0,0.0,4.1,2.6,0.1,0.0,78.1,54.5,0.0,0.0,0.6,0.2,0.0,0.1,0.1,0.1,RB
Player Note E. Elliott Dal - RB Final (W) 29-23 vs Phi,8,10,10,0.0,21.4,0.0,0.0,0.0,101.0,31.1,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,5.1,1.6,0.0,0.0,21.4,0.0,101.0,31.1,0.0,0.0,0.7,0.2,0.0,0.0,5.1,1.6,0.1,3.9,4.0,0.0,101.0,31.1,0.0,0.0,0.7,0.2,0.0,0.0,5.1,1.6,0.0,0.0,101.0,31.1,0.0,0.0,0.7,0.2,0.0,0.1,0.1,0.1,RB
Player Note T. Gurley II LAR - RB Final (L) 15-6 @ Chi,12,12,12,0.0,17.0,0.0,0.0,0.0,84.4,36.5,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,4.2,1.8,0.0,0.0,17.0,0.0,84.4,36.5,0.0,0.0,1.0,0.2,0.0,0.0,4.2,1.8,0.1,4.7,3.7,0.0,84.4,36.5,0.0,0.0,1.0,0.2,0.0,0.0,4.2,1.8,0.1,0.0,84.4,36.5,0.0,0.0,1.0,0.2,0.0,0.1,0.3,0.1,RB
Player Note A. Kamara NO - RB Final (W) 28-14 @ TB,6,22,22,0.0,11.8,0.0,0.0,0.0,63.0,54.6,5.1,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,3.1,2.7,0.0,0.0,11.8,0.0,63.0,54.6,5.1,0.0,0.5,0.3,0.0,0.0,3.1,2.7,0.1,7.6,6.1,0.0,63.0,54.6,5.1,0.0,0.5,0.3,0.0,0.0,3.1,2.7,0.0,0.0,63.0,54.6,5.1,0.0,0.5,0.3,0.0,0.1,0.1,0.1,RB
No new player Notes P. Lindsay Den - RB IR Final (L) 20-14 @ SF,10,37,37,0.0,15.4,0.0,0.0,0.0,65.5,36.9,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,15.4,0.0,65.5,36.9,0.0,0.0,0.4,0.2,0.0,0.0,4.0,0.0,0.1,6.0,4.3,0.0,65.5,36.9,0.0,0.0,0.4,0.2,0.0,0.0,4.0,0.0,0.0,0.0,65.5,36.9,0.0,0.0,0.4,0.2,0.0,0.1,0.2,0.1,RB
New Player Note D. Johnson Ari - RB Final (L) 17-3 vs Det,9,38,38,0.0,18.1,0.0,0.0,0.0,68.4,32.9,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,3.9,2.0,0.0,0.0,18.1,0.0,68.4,32.9,0.0,0.0,0.5,0.1,0.0,0.0,3.9,2.0,0.1,5.3,3.7,0.0,68.4,32.9,0.0,0.0,0.5,0.1,0.0,0.0,3.9,2.0,0.0,0.0,68.4,32.9,0.0,0.0,0.5,0.1,0.0,0.1,0.3,0.1,RB
No new player Notes T. Cohen Chi - RB Final (W) 15-6 vs LAR,5,41,41,0.0,8.3,0.0,0.0,0.0,38.2,47.5,53.0,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,1.9,2.6,0.0,0.0,8.3,0.0,38.2,47.5,53.0,0.0,0.3,0.3,0.1,0.0,1.9,2.6,0.0,6.4,5.1,0.0,38.2,47.5,53.0,0.0,0.3,0.3,0.1,0.0,1.9,2.6,0.0,0.0,38.2,47.5,53.0,0.0,0.3,0.3,0.1,0.0,0.2,0.1,RB
No new player Notes N. Chubb Cle - RB Final (W) 26-20 vs Car,11,42,42,0.0,18.4,0.0,0.0,0.0,81.3,17.9,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,3.9,0.9,0.0,0.0,18.4,0.0,81.3,17.9,0.0,0.0,0.6,0.1,0.0,0.0,3.9,0.9,0.0,3.3,2.5,0.0,81.3,17.9,0.0,0.0,0.6,0.1,0.0,0.0,3.9,0.9,0.0,0.0,81.3,17.9,0.0,0.0,0.6,0.1,0.0,0.0,0.2,0.1,RB
No new player Notes A. Jones GB - RB IR Final (W) 34-20 vs Atl,7,45,45,0.0,13.9,0.0,0.0,0.0,66.7,25.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,3.3,1.6,0.0,0.0,13.9,0.0,66.7,25.0,0.0,0.0,0.5,0.2,0.0,0.0,3.3,1.6,0.0,4.1,3.2,0.0,66.7,25.0,0.0,0.0,0.5,0.2,0.0,0.0,3.3,1.6,0.0,0.0,66.7,25.0,0.0,0.0,0.5,0.2,0.0,0.0,0.2,0.1,RB
