player,team,pos,proj,salary
Lamar Jackson,BAL,QB,12.700300000000002,7000.0
David Johnson,ARI,RB,20.365000000000002,7900.0
Saquon Barkley,NYG,RB,27.781666666666666,8800.0
Larry Fitzgerald,ARI,WR,16.971333333333334,5900.0
Tyler Boyd,CIN,WR,20.851666666666667,7000.0
Kenny Golladay,DET,WR,17.408333333333328,6400.0
Corey Davis,TEN,WR,19.555,6200.0
Zach Ertz,PHI,TE,23.136333333333337,7600.0
Seattle Seahawks,SEA,DST,1.7679999999999998,3100.0
,,,160.53763333333336,59900.0
