Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Steven Jackson, NE RB",Hou,W 36-33,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Frank Gore, Mia RB",@NYJ,L 6-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darren Sproles, Phi RB",NYG,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"John Kuhn, NO RB",@Car,W 34-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Reggie Bush, Buf RB",Den,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"DeAngelo Williams, Pit RB",@Chi,L 17-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Fred Jackson, Sea RB",@Ten,L 27-33,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Adrian Peterson, Ari RB",Dal,L 17-28,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marshawn Lynch, Oak RB",@Wsh,L 10-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ahmad Bradshaw, Ind RB",Cle,W 31-28,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Pierre Thomas, Wsh RB",Oak,W 27-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darren McFadden, Dal RB",@Ari,W 28-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jonathan Stewart, NYG RB",@Phi,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chris Johnson, Ari RB",Dal,L 17-28,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Matt Forte, NYJ RB",Mia,W 20-6,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jamaal Charles, Den RB",@Buf,L 16-26,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jerome Felton, Buf RB",Den,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Tim Hightower, SF RB",LAR,L 39-41,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Justin Forsett, Den RB",@Buf,L 16-26,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Mike Tolbert, Buf RB",Den,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marcel Reece, Sea RB",@Ten,L 27-33,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Danny Woodhead, Bal RB",@Jax,L 7-44,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Donald Brown, NE RB",Hou,W 36-33,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Arian Foster, Mia RB",@NYJ,L 6-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Rashad Jennings, NYG RB",@Phi,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jorvorskie Lane, TB RB",@Min,L 17-34,--/--,--,--,--,--,--,--,--,--,--,--,RB
"LeSean McCoy, Buf RB",Den,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Cedric Peerman, Cin RB",@GB,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Marcus Thigpen, Buf RB",Den,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Darrel Young, Car RB",NO,L 13-34,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Antone Smith, TB RB",@Min,L 17-34,--/--,--,--,--,--,--,--,--,--,--,--,RB
"C.J. Spiller, KC RB",@LAC,W 24-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ryan Mathews, Phi RB",NYG,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Dexter McCluster, LAC RB",KC,L 10-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ben Tate, Pit RB",@Chi,L 17-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Toby Gerhart, Jax RB",Bal,W 44-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Boobie Dixon, Buf RB",Den,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"LeGarrette Blount, Det RB",Atl,L 26-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"James Starks, GB RB",Cin,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Joique Bell, Det RB",Atl,L 26-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chris Ivory, Buf RB",Den,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"James Develin, NE RB",Hou,W 36-33,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Tyler Clutts, Dal RB",@Ari,W 28-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Mark Ingram, NO RB",@Car,W 34-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"DeMarco Murray, Ten RB",Sea,W 33-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Shane Vereen, NYG RB",@Phi,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Stevan Ridley, Pit RB",@Chi,L 17-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ryan Williams, Dal RB",@Ari,W 28-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Daniel Thomas, Mia RB",@NYJ,L 6-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Bilal Powell, NYJ RB",Mia,W 20-6,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Anthony Sherman, KC RB",@LAC,W 24-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Kendall Hunter, NO RB",@Car,W 34-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Taiwan Jones, Buf RB",Den,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jordan Todman, Hou RB",@NE,L 33-36,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Roy Helu Jr., Oak RB",@Wsh,L 10-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jacquizz Rodgers, TB RB",@Min,L 17-34,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Dion Lewis, Ten RB",Sea,W 33-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"DuJuan Harris, Jax RB",Bal,W 44-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Patrick DiMarco, Buf RB",Den,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Matt Asiata, Det RB",Atl,L 26-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Shaun Draughn, NYG RB",@Phi,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chase Reynolds, LAR RB",@SF,W 41-39,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Will Johnson, NYG RB",@Phi,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Trent Richardson, Bal RB",@Jax,L 7-44,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Doug Martin, Oak RB",@Wsh,L 10-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Lamar Miller, Hou RB",@NE,L 33-36,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Isaiah Pead*, Mia RB",@NYJ,L 6-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chris Polk, Hou RB",@NE,L 33-36,--/--,--,--,--,--,--,--,--,--,--,--,RB
"LaMike James, Mia RB",@NYJ,L 6-20,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Bernard Pierce, Den RB",@Buf,L 16-26,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Robert Turbin, Ind RB",Cle,W 31-28,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Ronnie Hillman, Dal RB",@Ari,W 28-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Cyrus Gray, Atl RB",@Det,W 30-26,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Vick Ballard, NO RB",@Car,W 34-13,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Alfred Morris, Dal RB",@Ari,W 28-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Daniel Herron, Buf RB",Den,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Bryce Brown, Sea RB",@Ten,L 27-33,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Daryl Richardson, Ind RB",Cle,W 31-28,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Cory Harkey, LAR RB",@SF,W 41-39,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Joe Banyard, Buf RB",Den,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Derrick Coleman, Atl RB",@Det,W 30-26,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jonas Gray, Jax RB",Bal,W 44-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Lance Dunbar, LAR RB",@SF,W 41-39,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Travaris Cadet, Buf RB",Den,W 26-16,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Brandon Bolden, NE RB",Hou,W 36-33,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Bobby Rainey Jr., Bal RB",@Jax,L 7-44,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jonathan Grimes, Jax RB",Bal,W 44-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Jamize Olawale, Dal RB",@Ari,W 28-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Fozzy Whittaker, Car RB",NO,L 13-34,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Montee Ball, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,RB
"Le'Veon Bell, Pit RB",@Chi,L 17-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Giovani Bernard, Cin RB",@GB,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Knile Davis, Pit RB",@Chi,L 17-23,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Eddie Lacy, Sea RB",@Ten,L 27-33,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Christine Michael, Ind RB",Cle,W 31-28,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Andre Ellington, Hou RB",@NE,L 33-36,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Latavius Murray, Min RB",TB,W 34-17,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Kenjon Barner, Phi RB",NYG,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Denard Robinson, Jax RB",Bal,W 44-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Mike Gillislee, NE RB",Hou,W 36-33,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Chris Thompson, Wsh RB",Oak,W 27-10,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Mike James, Det RB",Atl,L 26-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Rex Burkhead, NE RB",Hou,W 36-33,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Tommy Bohanon, Jax RB",Bal,W 44-7,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Stepfan Taylor, Ari RB",Dal,L 17-28,--/--,--,--,--,--,--,--,--,--,--,--,RB
"Theo Riddick, Det RB",Atl,L 26-30,--/--,--,--,--,--,--,--,--,--,--,--,RB
