Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Tyreek Hill,WR,KC,6.1,0.0,6.1,99.7,0.7
Davante Adams,WR,GB,0.0,0.0,7.3,101.0,0.8
Julio Jones,WR,ATL,0.5,0.0,7.3,108.1,0.6
DeAndre Hopkins,WR,HOU,0.4,0.0,7.3,100.2,0.7
Antonio Brown,WR,PIT,0.0,0.0,7.0,95.5,0.7
Michael Thomas,WR,NO,0.0,0.0,7.0,82.2,0.7
JuJu Smith-Schuster,WR,PIT,0.2,0.0,6.2,86.2,0.6
T.Y. Hilton,WR,IND,0.0,0.0,5.7,85.0,0.6
Amari Cooper,WR,DAL,0.8,0.0,5.6,78.4,0.6
Robert Woods,WR,LAR,4.9,0.0,5.9,80.1,0.5
Mike Evans,WR,TB,0.0,0.0,5.5,83.3,0.5
Brandin Cooks,WR,LAR,2.6,0.0,5.4,76.6,0.5
Keenan Allen,WR,LAC,2.7,0.0,6.3,74.3,0.6
Stefon Diggs,WR,MIN,3.2,0.0,5.9,70.7,0.6
Adam Thielen,WR,MIN,1.0,0.0,6.7,82.2,0.4
Julian Edelman,WR,NE,3.0,0.0,6.1,68.5,0.5
Alshon Jeffery,WR,PHI,0.0,0.0,4.8,66.3,0.6
Kenny Golladay,WR,DET,0.2,0.0,4.7,68.9,0.5
Tyler Lockett,WR,SEA,4.6,0.0,3.9,58.5,0.5
Robby Anderson,WR,NYJ,0.4,0.0,4.0,62.1,0.5
Doug Baldwin,WR,SEA,0.8,0.0,4.2,53.1,0.6
Corey Davis,WR,TEN,1.9,0.0,4.0,54.4,0.5
Allen Robinson,WR,CHI,0.0,0.0,4.1,57.6,0.5
Jarvis Landry,WR,CLE,1.7,0.0,5.0,62.7,0.3
Dede Westbrook,WR,JAX,3.0,0.0,4.3,55.9,0.4
D.J. Moore,WR,CAR,7.2,0.0,4.3,51.8,0.4
Robert Foster,WR,BUF,0.0,0.0,3.3,57.7,0.4
DaeSean Hamilton,WR,DEN,0.1,0.0,4.1,51.2,0.4
Mohamed Sanu,WR,ATL,1.7,0.0,4.2,51.4,0.4
Mike Williams,WR,LAC,1.6,0.0,3.0,44.7,0.5
Sterling Shepard,WR,NYG,0.5,0.0,4.8,60.9,0.3
