Player,Bye,Proj,Actual,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,Made,Miss,POS
No new player Notes Stephen Gostkowski NE - K Final (W) 38-24 vs Ind,11,65,65,0.1,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.3,0.1,0.1,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.3,0.1,3.6,0.1,K
No new player Notes Matt Prater Det - K Final (W) 31-23 vs GB,6,77,77,0.0,0.0,0.6,0.0,0.6,0.0,0.6,0.1,0.4,0.1,0.0,0.0,0.6,0.0,0.6,0.0,0.6,0.1,0.4,0.1,2.9,0.1,K
No new player Notes Justin Tucker Bal - K Final (L) 12-9 @ Cle,10,84,84,0.0,0.0,0.6,0.0,0.5,0.0,0.7,0.1,0.4,0.1,0.0,0.0,0.6,0.0,0.5,0.0,0.7,0.1,0.4,0.1,2.5,0.0,K
No new player Notes Matt Bryant Atl - K Final (L) 41-17 @ Pit,8,86,86,0.0,0.0,0.6,0.0,0.6,0.0,0.8,0.1,0.3,0.1,0.0,0.0,0.6,0.0,0.6,0.0,0.8,0.1,0.3,0.1,2.5,0.1,K
No new player Notes Chris Boswell Pit - K IR Final (W) 41-17 vs Atl,7,88,88,0.0,0.0,0.6,0.0,0.6,0.1,0.8,0.1,0.2,0.1,0.0,0.0,0.6,0.0,0.6,0.1,0.8,0.1,0.2,0.1,3.0,0.1,K
No new player Notes Jake Elliott Phi - K Final (L) 23-21 vs Min,9,91,91,0.0,0.0,0.4,0.0,0.8,0.0,0.6,0.1,0.3,0.1,0.0,0.0,0.4,0.0,0.8,0.0,0.6,0.1,0.3,0.1,3.1,0.1,K
No new player Notes Wil Lutz NO - K Final (W) 43-19 vs Was,6,96,96,0.0,0.0,0.5,0.0,0.6,0.1,0.8,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.8,0.1,0.2,0.1,3.2,0.1,K
No new player Notes Harrison Butker KC - K Final (W) 30-14 vs Jax,12,99,99,0.0,0.0,0.6,0.0,0.6,0.1,0.7,0.1,0.3,0.1,0.0,0.0,0.6,0.0,0.6,0.1,0.7,0.1,0.3,0.1,2.8,0.1,K
No new player Notes Caleb Sturgis LAC - K Inactive Final (W) 26-10 vs Oak,8,134,134,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.2,0.2,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.2,0.2,3.2,0.2,K
No new player Notes Josh Lambo Jax - K IR Final (L) 30-14 @ KC,9,135,135,0.0,0.0,0.5,0.0,0.7,0.0,0.6,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.7,0.0,0.6,0.1,0.2,0.1,2.1,0.1,K
No new player Notes Robbie Gould SF - K Final (L) 28-18 vs Ari,11,138,138,0.0,0.0,0.6,0.0,0.6,0.1,0.6,0.1,0.1,0.1,0.0,0.0,0.6,0.0,0.6,0.1,0.6,0.1,0.1,0.1,2.5,0.1,K
No new player Notes Ryan Succop Ten - K Final (L) 13-12 @ Buf,8,140,140,0.1,0.0,0.6,0.0,0.6,0.0,0.6,0.2,0.1,0.1,0.1,0.0,0.6,0.0,0.6,0.0,0.6,0.2,0.1,0.1,2.2,0.1,K
No new player Notes Mason Crosby GB - K Final (L) 31-23 @ Det,7,141,141,0.0,0.0,0.5,0.0,0.6,0.1,0.5,0.1,0.1,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.5,0.1,0.1,0.1,3.0,0.1,K
No new player Notes Graham Gano Car - K IR Final (W) 33-31 vs NYG,4,143,143,0.1,0.0,0.5,0.0,0.5,0.0,0.6,0.1,0.1,0.1,0.1,0.0,0.5,0.0,0.5,0.0,0.6,0.1,0.1,0.1,2.5,0.1,K
No new player Notes Ka'imi Fairbairn Hou - K Final (W) 19-16 vs Dal,10,146,146,0.0,0.0,0.5,0.0,0.5,0.1,0.5,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.5,0.1,0.5,0.1,0.2,0.1,2.6,0.1,K
No new player Notes Randy Bullock Cin - K Final (W) 27-17 vs Mia,9,149,149,0.1,0.0,0.4,0.0,0.5,0.1,0.6,0.2,0.1,0.1,0.1,0.0,0.4,0.0,0.5,0.1,0.6,0.2,0.1,0.1,2.7,0.2,K
