Player,Bye,Proj,Actual,Pts vs.*,Sack,Safe,TFL,Int,Fum Rec,TD,TD,Blk Kick,4 Dwn Stops,Yds Allow*,3 And Outs,Yds,TD,TD,POS
No new player Notes Los Angeles LAR - DEF Final (W) 48-32 vs SF,12,-,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST
No new player Notes Chicago Chi - DEF Final (W) 24-10 @ Min,5,-,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST
No new player Notes Kansas City KC - DEF Final (W) 35-3 vs Oak,12,-,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST
No new player Notes Detroit Det - DEF Final (W) 31-0 @ GB,6,-,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST
No new player Notes Green Bay GB - DEF Final (L) 31-0 vs Det,7,-,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST
No new player Notes New Orleans NO - DEF Final (L) 33-14 vs Car,6,-,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST
No new player Notes Carolina Car - DEF Final (W) 33-14 @ NO,4,-,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST
No new player Notes Baltimore Bal - DEF Final (W) 26-24 vs Cle,10,-,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST
No new player Notes Cincinnati Cin - DEF Final (L) 16-13 @ Pit,9,-,172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST
No new player Notes Atlanta Atl - DEF Final (W) 34-32 @ TB,8,-,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST
No new player Notes Denver Den - DEF Final (L) 23-9 vs LAC,10,-,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST
No new player Notes Seattle Sea - DEF Final (W) 27-24 vs Ari,7,-,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST
No new player Notes Miami Mia - DEF Final (L) 42-17 @ Buf,11,-,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST
