player,team,pos,proj,cost
Josh Rosen,ARI,QB,7.979366666666667,320.0
Joe Mixon,CIN,RB,16.463333333333335,370.0
Theo Riddick,DET,RB,15.298333333333334,180.0
Stefon Diggs,MIN,WR,19.688333333333333,940.0
JuJu Smith-Schuster,PIT,WR,21.724666666666664,940.0
Robert Woods,LA,WR,17.558999999999997,540.0
Rob Gronkowski,NE,TE,13.959,400.0
Dan Bailey,MIN,K,7.319999999999999,550.0
San Francisco 49ers,SF,DST,1.5679999999999996,310.0
,,,121.56003333333332,4550.0
