Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Jason Witten, Dal TE",@Wsh,W 33-19,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Antonio Gates, LAC TE",@NE,L 13-21,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kellen Winslow, NYJ TE",Atl,L 20-25,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Benjamin Watson, NO TE",Chi,W 20-12,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Alex Smith, Wsh TE",Dal,L 19-33,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Vernon Davis, Wsh TE",Dal,L 19-33,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Marcedes Lewis, Jax TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Anthony Fasano, Mia TE",@Bal,L 0-40,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Owen Daniels, Den TE",@KC,L 19-29,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Delanie Walker, Ten TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Daniel Fells, NYG TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Greg Olsen, Car TE",@TB,W 17-3,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Matt Spaeth, Pit TE",@Det,W 20-15,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Scott Chandler*, NE TE",LAC,W 21-13,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brent Celek, Phi TE",SF,W 33-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Clark Harris, Cin TE",Ind,W 24-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Fred Davis, Wsh TE",Dal,L 19-33,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Martellus Bennett, NE TE",LAC,W 21-13,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Craig Stevens, Ten TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Gary Barnidge, Cle TE",Min,L 16-33,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jacob Tamme, Atl TE",@NYJ,W 25-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kellen Davis, NYJ TE",Atl,L 20-25,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Matthew Mulligan, Det TE",Pit,L 15-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"David Johnson, Pit TE",@Det,W 20-15,--/--,--,--,--,--,--,--,--,--,--,--,TE
"James Casey, Den TE",@KC,L 19-29,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Chase Coffman, Ind TE",@Cin,L 23-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jared Cook, Oak TE",@Buf,L 14-34,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Bear Pascoe, NE TE",LAC,W 21-13,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brandon Pettigrew, Det TE",Pit,L 15-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"John Phillips, NO TE",Chi,W 20-12,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Zach Miller*, Chi TE",@NO,L 12-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brandon Myers, TB TE",Car,L 3-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jermaine Gresham, Ari TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Rob Gronkowski, NE TE",LAC,W 21-13,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Dennis Pitta*, Bal TE",Mia,W 40-0,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jimmy Graham, GB TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Ed Dickson, Sea TE",Hou,W 41-38,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Tony Moeaki, Chi TE",@NO,L 12-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jim Dray, Ari TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Garrett Graham, Den TE",@KC,L 19-29,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Clay Harbor, NO TE",Chi,W 20-12,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Michael Hoomanawanui, NO TE",Chi,W 20-12,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Anthony McCoy, Sea TE",Hou,W 41-38,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Andrew Quarless, Det TE",Pit,L 15-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Richie Brockel, Car TE",@TB,W 17-3,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jeff Cumberland, LAC TE",@NE,L 13-21,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Logan Paulsen, Atl TE",@NYJ,W 25-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Lance Kendricks, GB TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Rob Housler, NE TE",LAC,W 21-13,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kyle Rudolph, Min TE",@Cle,W 33-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Bruce Miller, SF TE",@Phi,L 10-33,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Virgil Green, LAC TE",@NE,L 13-21,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Luke Stocker, Ten TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"David Ausberry, Det TE",Pit,L 15-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Charles Clay, Buf TE",Oak,W 34-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Niles Paul, Jax TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"D.J. Williams, Wsh TE",Dal,L 19-33,--/--,--,--,--,--,--,--,--,--,--,--,TE
