Player,Team,Salary
Zach Ertz,PHI,6400
Eric Ebron,IND,4000
David Njoku,CLE,3800
Vernon Davis,WAS,2500
Rob Gronkowski,NE,5100
Dan Arnold,NO,2500
Jonnu Smith,TEN,2800
Jordan Reed,WAS,4700
Kyle Rudolph,MIN,3200
Chris Herndon,NYJ,2900
Matt LaCosse,DEN,2500
George Kittle,SF,6200
Rhett Ellison,NYG,2500
Jack Doyle,IND,4100
Cameron Brate,TB,3600
Jared Cook,OAK,4500
C.J. Uzomah,CIN,3300
Mark Andrews,BAL,2600
Austin Hooper,ATL,4200
Darren Fells,CLE,2500
Jesse James,PIT,2600
Ryan Griffin,HOU,2500
Jeff Heuerman,DEN,3400
Dallas Goedert,PHI,2500
Lee Smith,OAK,2500
Trey Burton,CHI,4000
Vance McDonald,PIT,4300
Hayden Hurst,BAL,2500
Jimmy Graham,GB,2500
Michael Roberts,DET,2500
Blake Jarwin,DAL,2500
Jordan Leggett,NYJ,2500
Nick Vannett,SEA,2700
Nick Boyle,BAL,2600
Jason Croom,BUF,2500
Lance Kendricks,GB,2600
Sean Culkin,LAC,2500
Ed Dickson,SEA,2600
Greg Olsen,CAR,4400
Benjamin Watson,NO,3200
Antonio Gates,LAC,2900
Luke Stocker,TEN,2500
Xavier Grimble,PIT,2500
MyCole Pruitt,TEN,2500
Jordan Akins,HOU,2500
Antony Auclair,TB,2500
Jordan Thomas,HOU,2700
Ricky Seals-Jones,ARI,3100
Blake Bell,JAX,2500
Marcedes Lewis,GB,2500
Luke Willson,DET,2500
Logan Paulsen,ATL,2500
Jermaine Gresham,ARI,2500
Dalton Schultz,DAL,2500
Mike Gesicki,MIA,2500
Garrett Celek,SF,2500
Clark Harris,CIN,2500
Jeremy Sprinkle,WAS,2500
Richard Rodgers,PHI,2500
Chris Manhertz,CAR,2500
Logan Thomas,BUF,2500
Jordan Franks,CIN,2500
James O'Shaughnessy,JAX,2600
Ian Thomas,CAR,2500
Nick O'Leary,MIA,2500
Scott Simonson,NYG,2500
Eric Tomlinson,NYJ,2500
Derek Carrier,OAK,2500
John Phillips,ARI,2500
Matt Lengel,CIN,2500
Virgil Green,LAC,2500
Ben Koyack,JAX,2500
Seth DeValve,CLE,2600
Eric Saubert,ATL,2500
Rico Gathers,DAL,2500
Alan Cross,TB,2500
Levine Toilolo,DET,2500
Josh Hill,NO,2500
Daniel Brown,CHI,2500
Ben Braunecker,CHI,2500
Jacob Hollister,NE,2500
Tyler Conklin,MIN,2500
Orson Charles,CLE,2500
Brian Parker,DEN,2500
Ross Dwelley,SF,2500
