Player,Bye,Proj,Actual,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,Made,Miss,POS
No new player Notes Stephen Gostkowski NE - K Final (L) 34-33 @ Mia,11,80,80,0.1,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.3,0.1,0.1,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.3,0.1,3.6,0.1,K
No new player Notes Wil Lutz NO - K Final (W) 28-14 @ TB,6,84,84,0.0,0.0,0.5,0.0,0.6,0.1,0.8,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.8,0.1,0.2,0.1,3.4,0.1,K
No new player Notes Harrison Butker KC - K Final (W) 27-24 vs Bal,12,85,85,0.0,0.0,0.6,0.0,0.6,0.1,0.7,0.1,0.3,0.1,0.0,0.0,0.6,0.0,0.6,0.1,0.7,0.1,0.3,0.1,3.0,0.1,K
No new player Notes Michael Badgley LAC - K Final (W) 26-21 vs Cin,8,86,86,0.0,0.0,0.5,0.0,0.7,0.1,0.7,0.2,0.2,0.1,0.0,0.0,0.5,0.0,0.7,0.1,0.7,0.2,0.2,0.1,3.4,0.2,K
No new player Notes Greg Zuerlein LAR - K Final (L) 15-6 @ Chi,12,88,88,0.0,0.0,0.5,0.0,0.6,0.0,0.6,0.1,0.4,0.1,0.0,0.0,0.5,0.0,0.6,0.0,0.6,0.1,0.4,0.1,3.0,0.1,K
No new player Notes Chris Boswell Pit - K IR Final (L) 24-21 @ Oak,7,89,89,0.0,0.0,0.6,0.0,0.6,0.1,0.8,0.1,0.2,0.1,0.0,0.0,0.6,0.0,0.6,0.1,0.8,0.1,0.2,0.1,3.1,0.1,K
No new player Notes Justin Tucker Bal - K Final (L) 27-24 @ KC,10,92,92,0.0,0.0,0.6,0.0,0.5,0.0,0.7,0.1,0.4,0.1,0.0,0.0,0.6,0.0,0.5,0.0,0.7,0.1,0.4,0.1,2.4,0.0,K
No new player Notes Ka'imi Fairbairn Hou - K Final (L) 24-21 vs Ind,10,98,98,0.0,0.0,0.5,0.0,0.6,0.1,0.6,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.6,0.1,0.2,0.1,3.1,0.2,K
No new player Notes Aldrick Rosas NYG - K Final (W) 40-16 @ Was,9,105,105,0.0,0.0,0.6,0.0,0.6,0.0,0.7,0.3,0.3,0.1,0.0,0.0,0.6,0.0,0.6,0.0,0.7,0.3,0.3,0.1,2.3,0.3,K
No new player Notes Brandon McManus Den - K Final (L) 20-14 @ SF,10,108,108,0.0,0.0,0.5,0.0,0.5,0.0,0.7,0.2,0.3,0.2,0.0,0.0,0.5,0.0,0.5,0.0,0.7,0.2,0.3,0.2,2.3,0.2,K
No new player Notes Matt Bryant Atl - K Final (L) 34-20 @ GB,8,110,110,0.0,0.0,0.5,0.0,0.5,0.0,0.7,0.1,0.3,0.1,0.0,0.0,0.5,0.0,0.5,0.0,0.7,0.1,0.3,0.1,2.3,0.1,K
Player Note Adam Vinatieri Ind - K Final (W) 24-21 @ Hou,9,113,113,0.0,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.2,0.2,0.0,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.2,0.2,2.3,0.1,K
No new player Notes Jake Elliott Phi - K Final (L) 29-23 @ Dal,9,122,122,0.0,0.0,0.4,0.0,0.7,0.0,0.5,0.1,0.2,0.1,0.0,0.0,0.4,0.0,0.7,0.0,0.5,0.1,0.2,0.1,2.7,0.1,K
No new player Notes Robbie Gould SF - K Final (W) 20-14 vs Den,11,126,126,0.0,0.0,0.6,0.0,0.6,0.1,0.6,0.1,0.1,0.1,0.0,0.0,0.6,0.0,0.6,0.1,0.6,0.1,0.1,0.1,2.6,0.1,K
No new player Notes Mason Crosby GB - K Final (W) 34-20 vs Atl,7,132,132,0.0,0.0,0.5,0.0,0.6,0.1,0.5,0.1,0.1,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.5,0.1,0.1,0.1,3.1,0.1,K
No new player Notes Brett Maher Dal - K Final (W) 29-23 vs Phi,8,135,135,0.2,0.0,0.3,0.0,0.7,0.0,0.5,0.1,0.2,0.1,0.2,0.0,0.3,0.0,0.7,0.0,0.5,0.1,0.2,0.1,2.4,0.1,K
No new player Notes Matt Prater Det - K Final (W) 17-3 @ Ari,6,144,144,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.1,0.3,0.1,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.1,0.3,0.1,2.3,0.1,K
No new player Notes Sebastian Janikowski Sea - K Questionable Final (W) 21-7 vs Min,7,145,145,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.1,0.3,0.2,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.1,0.3,0.2,2.5,0.2,K
