Player,Team,PA,YdA,TD,Sack,Int,Fum Rec,Saf,Blk
Arizona Cardinals,ARI,21.7,336.14413672791517,0.2222222222222222,3.2311122460109516,0.7040547851912254,0.5,0.0,0.0
Atlanta Falcons,ATL,24.323678847255636,391.11434523637,0.1,2.2536176890262287,0.6852880960644254,0.5,0.0,0.0
Baltimore Ravens,BAL,28.0,356.67257663916524,0.1,1.934348511156089,0.6852880960644254,0.4,0.0,0.0
Buffalo Bills,BUF,16.5,285.65601704448477,0.125,2.9485708073708676,1.6880405484498784,0.6,0.0,0.0
Carolina Panthers,CAR,21.5,367.3648411568489,0.1,2.8148665578817114,0.8,0.7333333333333333,0.0,0.09
Chicago Bears,CHI,24.286863805318884,383.0645559466177,0.20588235294117646,2.6,0.8028165826064261,0.7333333333333333,0.0,0.07
Cincinnati Bengals,CIN,27.43898657042687,443.25355678309126,0.1,1.8,0.6852880960644254,0.4,0.0,0.0
Cleveland Browns,CLE,24.0,362.7576956867843,0.11,2.6,0.9739557927896364,0.6,0.0,0.0
Dallas Cowboys,DAL,21.0,357.3602389768276,0.1,2.870867694756512,0.7743792101054061,0.6,0.0,0.0
Denver Broncos,DEN,23.5,357.3602389768276,0.1,2.8596095439498868,1.1530551280325967,0.5833333333333334,0.0,0.1
Detroit Lions,DET,20.48,302.0,0.1,2.8,1.2340572967540637,0.8,0.0,0.08
Green Bay Packers,GB,24.246215421728337,383.0645559466177,0.22,2.768309234626604,1.03,0.8,0.0,0.0
Houston Texans,HOU,21.57,379.0,0.31,2.2512370687237424,1.0108699486811528,0.7333333333333333,0.03,0.0
Indianapolis Colts,IND,30.6,377.4,0.1,2.9,0.7040547851912254,0.7333333333333333,0.0,0.0
Jacksonville Jaguars,JAX,21.3,312.6526957357127,0.25,3.071765335560031,0.7743792101054061,0.4,0.0,0.0
Kansas City Chiefs,KC,21.5,361.9673844468922,0.31,3.0,0.9,0.7333333333333333,0.0,0.0
Los Angeles Chargers,LAC,16.0,317.01395716387435,0.14,3.305076673456571,0.8432973712595616,0.7,0.0,0.0
Los Angeles Rams,LAR,24.84,356.67257663916524,0.12,2.7,0.9,0.7333333333333333,0.03,0.0
Miami Dolphins,MIA,31.5,437.0762840558185,0.2222222222222222,1.8096498300808823,0.7040547851912254,0.4,0.0,0.0
Minnesota Vikings,MIN,21.98332195137487,356.67257663916524,0.2222222222222222,2.8,0.7556125209786062,0.4,0.0,0.0
New England Patriots,NE,20.4,355.0,0.1,3.0145374759530648,1.0849500741631473,0.7,0.0,0.09
New Orleans Saints,NO,20.82449534604631,392.7,0.11,2.8368181639679326,1.6,0.7333333333333333,0.0,0.0
New York Giants,NYG,21.466965660197076,317.01395716387435,0.30000000000000004,2.6,1.4,0.4,0.0,0.08
New York Jets,NYJ,20.935246034750634,341.77564360389886,0.1,2.86,0.9885145950564492,0.69,0.0,0.0
Oakland Raiders,OAK,30.5,437.0762840558185,0.1,1.7930918118279489,1.0338469591736708,0.3,0.0,0.0
Philadelphia Eagles,PHI,24.5,367.7,0.11,2.9973493130257793,0.6852880960644254,0.4,0.0,0.08
Pittsburgh Steelers,PIT,19.4698018510702,350.68451071637446,0.2222222222222222,3.0335223119315553,0.7743792101054061,0.5,0.0,0.1
San Francisco 49ers,SF,22.0,367.3648411568489,0.2,2.301956910665623,0.7040547851912254,0.4,0.0,0.0
Seattle Seahawks,SEA,20.63507986443172,362.7576956867843,0.2222222222222222,2.4821496318916685,0.8,0.6,0.0,0.06
Tampa Bay Buccaneers,TB,33.3,443.25355678309126,0.1,1.8022249565591475,0.6852880960644254,0.5,0.0,0.09
Tennessee Titans,TEN,16.0,330.89111399575603,0.20588235294117646,3.0561508381781333,0.7040547851912254,0.5,0.0,0.06
Washington Redskins,WAS,20.53328242465133,357.3602389768276,0.1,2.857600383624449,0.7556125209786062,0.7333333333333333,0.0,0.0
