Player,Team,PA,YdA,TD,Sack,Int,Fum Rec,Saf,Blk
Arizona Cardinals,ARI,23.87,338.0,0.30000000000000004,3.3,0.8,0.7,0.1,0.07
Atlanta Falcons,ATL,28.1,402.5,0.17,2.6,0.76,0.7,0.04,0.09
Baltimore Ravens,BAL,28.0,430.0,0.24,2.4,0.82,0.66,0.1,0.08
Buffalo Bills,BUF,20.4,287.0,0.32,3.3,1.8,0.8,0.04,0.08
Carolina Panthers,CAR,26.6,370.0,0.26,3.4,1.0,0.8,0.1,0.1
Chicago Bears,CHI,28.0,403.0,0.30000000000000004,2.6,0.95,0.8,0.1,0.1
Cincinnati Bengals,CIN,32.5,466.0,0.2,1.8,0.7096330566129133,0.64,0.03,0.07
Cleveland Browns,CLE,24.0,378.0,0.3,2.6,1.4,0.8,0.04,0.11
Dallas Cowboys,DAL,21.0,359.0,0.27,2.9,1.0,0.9,0.04,0.07
Denver Broncos,DEN,23.5,358.0,0.33,3.4,1.5,1.1,0.03,0.12
Detroit Lions,DET,20.48,325.0,0.3,2.8,1.3,0.8,0.04,0.1
Green Bay Packers,GB,24.6,393.7,0.22,3.3,1.03,0.8,0.04,0.08
Houston Texans,HOU,25.3,386.0,0.31,2.6,1.2,0.8,0.1,0.08
Indianapolis Colts,IND,30.6,395.0,0.27,2.9,1.0,0.9,0.03,0.09
Jacksonville Jaguars,JAX,22.7,334.0,0.30000000000000004,3.2,1.0,0.7,0.1,0.07
Kansas City Chiefs,KC,22.63,370.0,0.31,3.0,1.2,0.9,0.05,0.09
Los Angeles Chargers,LAC,18.6,331.3,0.32,3.5,1.1,0.7,0.06,0.09
Los Angeles Rams,LAR,24.84,380.0,0.30000000000000004,2.7,1.0,0.9,0.1,0.12
Miami Dolphins,MIA,31.5,444.6,0.24,1.9,0.9,0.6,0.03,0.1
Minnesota Vikings,MIN,24.6,399.0,0.30000000000000004,2.8,0.88,0.7,0.1,0.06
New England Patriots,NE,20.4,355.0,0.33,3.3,1.3,0.7,0.1,0.1
New Orleans Saints,NO,22.3,407.0,0.35,3.3,1.6,0.9,0.03,0.09
New York Giants,NYG,22.99,336.1,0.30000000000000004,2.6,1.4,0.72,0.05,0.1
New York Jets,NYJ,23.13,354.0,0.28,2.86,1.2,0.69,0.07,0.1
Oakland Raiders,OAK,30.5,451.0,0.25,2.0,1.2,0.7,0.1,0.11
Philadelphia Eagles,PHI,25.9,393.0,0.23,3.3,0.7,0.8,0.1,0.1
Pittsburgh Steelers,PIT,20.5,355.0,0.25,3.2,0.9,0.9,0.1,0.11
San Francisco 49ers,SF,25.9,384.0,0.2,2.8,0.9,0.6,0.03,0.08
Seattle Seahawks,SEA,22.3,381.0,0.25,2.7,0.9,0.9,0.1,0.1
Tampa Bay Buccaneers,TB,33.3,469.0,0.2,2.2,0.77,0.8,0.03,0.1
Tennessee Titans,TEN,21.07,353.9,0.30000000000000004,3.3,1.0,0.9,0.07,0.1
Washington Redskins,WAS,21.5,360.3,0.22,2.9,0.9,0.8,0.04,0.08
