Player,OPP,STATUS ET,1-39,40-49,50+,TOT,XP,PTS,POS
"Adam Vinatieri, Ind K",@Ten,L 22-36,--/--,--/--,--/--,--/--,--/--,--,K
"Phil Dawson, Ari K",TB,W 38-33,--/--,--/--,--/--,--/--,--/--,--,K
"Sebastian Janikowski, Oak K",LAC,L 16-17,--/--,--/--,--/--,--/--,--/--,--,K
"Shayne Graham, Atl K",Mia,L 17-20,--/--,--/--,--/--,--/--,--/--,--,K
"Billy Cundiff, Cle K",@Hou,L 17-33,--/--,--/--,--/--,--/--,--/--,--,K
"Matt Bryant, Atl K",Mia,L 17-20,--/--,--/--,--/--,--/--,--/--,--,K
"Josh Brown, NYG K",@Den,W 23-10,--/--,--/--,--/--,--/--,--/--,--,K
"Josh Scobee, NO K",Det,W 52-38,--/--,--/--,--/--,--/--,--/--,--,K
"Mike Nugent, Chi K",@Bal,W 27-24,--/--,--/--,--/--,--/--,--/--,--,K
"Nick Novak, LAC K",@Oak,W 17-16,--/--,--/--,--/--,--/--,--/--,--,K
"Robbie Gould, SF K",@Wsh,L 24-26,--/--,--/--,--/--,--/--,--/--,--,K
"Shaun Suisham, Pit K",@KC,W 19-13,--/--,--/--,--/--,--/--,--/--,--,K
"Stephen Gostkowski, NE K",@NYJ,W 24-17,--/--,--/--,--/--,--/--,--/--,--,K
"Nick Folk, TB K",@Ari,L 33-38,--/--,--/--,--/--,--/--,--/--,--,K
"Mason Crosby, GB K",@Min,L 10-23,--/--,--/--,--/--,--/--,--/--,--,K
"Matt Prater, Det K",@NO,L 38-52,--/--,--/--,--/--,--/--,--/--,--,K
"Garrett Hartley, Pit K",@KC,W 19-13,--/--,--/--,--/--,--/--,--/--,--,K
"Dan Carpenter, Buf K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Connor Barth, Chi K",@Bal,W 27-24,--/--,--/--,--/--,--/--,--/--,--,K
"Stephen Hauschka, Buf K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Graham Gano, Car K",Phi,L 23-28,--/--,--/--,--/--,--/--,--/--,--,K
"Ryan Succop, Ten K",Ind,W 36-22,--/--,--/--,--/--,--/--,--/--,--,K
"Dan Bailey, Dal K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Kai Forbath, Min K",GB,W 23-10,--/--,--/--,--/--,--/--,--/--,--,K
"Greg Zuerlein, LAR K",@Jax,W 27-17,--/--,--/--,--/--,--/--,--/--,--,K
"Blair Walsh, Sea K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Randy Bullock, Cin K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Giorgio Tavecchio, Oak K",LAC,L 16-17,--/--,--/--,--/--,--/--,--/--,--,K
"Justin Tucker, Bal K",Chi,L 24-27,--/--,--/--,--/--,--/--,--/--,--,K
"Brandon Bogotay, TB K",@Ari,L 33-38,--/--,--/--,--/--,--/--,--/--,--,K
"Caleb Sturgis, LAC K",@Oak,W 17-16,--/--,--/--,--/--,--/--,--/--,--,K
"Dustin Hopkins, Wsh K",SF,W 26-24,--/--,--/--,--/--,--/--,--/--,--,K
"Zach Hocker, TB K",@Ari,L 33-38,--/--,--/--,--/--,--/--,--/--,--,K
"Travis Coons, LAC K",@Oak,W 17-16,--/--,--/--,--/--,--/--,--/--,--,K
"Chandler Catanzaro, TB K",@Ari,L 33-38,--/--,--/--,--/--,--/--,--/--,--,K
"Brandon McManus, Den K",NYG,L 10-23,--/--,--/--,--/--,--/--,--/--,--,K
"Cairo Santos, NYJ K",NE,L 17-24,--/--,--/--,--/--,--/--,--/--,--,K
"Cody Parkey, Chi K",@Bal,W 27-24,--/--,--/--,--/--,--/--,--/--,--,K
"Chris Boswell, Pit K",@KC,W 19-13,--/--,--/--,--/--,--/--,--/--,--,K
"Kasey Redfern, Det K",@NO,L 38-52,--/--,--/--,--/--,--/--,--/--,--,K
"Patrick Murray, TB K",@Ari,L 33-38,--/--,--/--,--/--,--/--,--/--,--,K
"Jordan Gay, Ten K",Ind,W 36-22,--/--,--/--,--/--,--/--,--/--,--,K
"Jason Myers, Sea K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Kyle Brindza, NYJ K",NE,L 17-24,--/--,--/--,--/--,--/--,--/--,--,K
"Josh Lambo, Jax K",LAR,L 17-27,--/--,--/--,--/--,--/--,--/--,--,K
"Andrew Franks, Mia K",@Atl,W 20-17,--/--,--/--,--/--,--/--,--/--,--,K
"Roberto Aguayo, LAC K",@Oak,W 17-16,--/--,--/--,--/--,--/--,--/--,--,K
"Wil Lutz, NO K",Det,W 52-38,--/--,--/--,--/--,--/--,--/--,--,K
"Aldrick Rosas, NYG K",@Den,W 23-10,--/--,--/--,--/--,--/--,--/--,--,K
"Jake Elliott, Phi K",@Car,W 28-23,--/--,--/--,--/--,--/--,--/--,--,K
"Zane Gonzalez, Cle K",@Hou,L 17-33,--/--,--/--,--/--,--/--,--/--,--,K
"Harrison Butker, KC K",Pit,L 13-19,--/--,--/--,--/--,--/--,--/--,--,K
"Younghoe Koo, LAC K",@Oak,W 17-16,--/--,--/--,--/--,--/--,--/--,--,K
"Ka'imi Fairbairn, Hou K",Cle,W 33-17,--/--,--/--,--/--,--/--,--/--,--,K
"Nick Rose, LAC K",@Oak,W 17-16,--/--,--/--,--/--,--/--,--/--,--,K
"Sam Ficken, LAR K",@Jax,W 27-17,--/--,--/--,--/--,--/--,--/--,--,K
