,vals
const,3.6743558711790616
CBS,0.15444504476587725
ESPN,-0.02185525071081106
FFToday,0.7074181892782156
FantasyPros,-0.4722349374537605
NFL,0.32312017756455086
Yahoo,0.10309856605653556
