Player,Bye,Proj,Actual,Att,Att,Comp,Inc,Yds,Yds,Yds,Yds,TD,TD,TD,TD,Int,Pick Six,Sack,1st Downs,1st Downs,1st Downs,40 Yd Cmp,Att,Att,Yds,Yds,Yds,Yds,TD,TD,TD,TD,1st Downs,1st Downs,1st Downs,40 Yd Att,Tgt*,Rec,Yds,Yds,Yds,Yds,TD,TD,TD,TD,1st Downs,1st Downs,1st Downs,40 Yd Rec,Yds,Yds,Yds,Yds,TD,TD,TD,TD,2PT,Tot,Lost,POS
Player Note P. Mahomes KC - QB Final (L) 38-31 @ Sea,12,1,1,33.5,4.5,23.5,10.0,297,17.6,0.0,0.0,2.2,0.1,0.0,0.0,0.9,0.0,1.7,12.2,1.2,0.0,0.6,33.5,4.5,297,17.6,0.0,0.0,2.2,0.1,0.0,0.0,12.2,1.2,0.0,0.0,0.0,0.0,297,17.6,0.0,0.0,2.2,0.1,0.0,0.0,12.2,1.2,0.0,0.0,297,17.6,0.0,0.0,2.2,0.1,0.0,0.0,0.1,0.4,0.2,QB
Player Note D. Brees NO - QB Final (W) 31-28 vs Pit,6,2,2,35.1,0.4,27.0,8.1,310,0.9,0.0,0.0,2.2,0.1,0.0,0.0,0.8,0.0,1.5,14.2,0.0,0.0,0.8,35.1,0.4,310,0.9,0.0,0.0,2.2,0.1,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,310,0.9,0.0,0.0,2.2,0.1,0.0,0.0,14.2,0.0,0.0,0.0,310,0.9,0.0,0.0,2.2,0.1,0.0,0.0,0.1,0.3,0.1,QB
No new player Notes M. Ryan Atl - QB Final (W) 24-10 @ Car,8,3,3,38.7,2.2,25.6,13.1,300,7.8,0.0,0.0,2.0,0.1,0.0,0.0,0.9,0.0,1.9,14.1,0.4,0.0,0.8,38.7,2.2,300,7.8,0.0,0.0,2.0,0.1,0.0,0.0,14.1,0.4,0.0,0.0,0.0,0.0,300,7.8,0.0,0.0,2.0,0.1,0.0,0.0,14.1,0.4,0.0,0.0,300,7.8,0.0,0.0,2.0,0.1,0.0,0.0,0.1,0.4,0.2,QB
No new player Notes R. Wilson Sea - QB Final (W) 38-31 vs KC,7,5,5,35.1,2.7,24.2,10.9,294,15.3,0.0,0.0,2.0,0.1,0.0,0.0,0.7,0.0,2.2,13.9,1.5,0.0,0.8,35.1,2.7,294,15.3,0.0,0.0,2.0,0.1,0.0,0.0,13.9,1.5,0.0,0.0,0.0,0.0,294,15.3,0.0,0.0,2.0,0.1,0.0,0.0,13.9,1.5,0.0,0.0,294,15.3,0.0,0.0,2.0,0.1,0.0,0.0,0.2,0.6,0.3,QB
No new player Notes B. Roethlisberger Pit - QB Final (L) 31-28 @ NO,7,6,6,39.6,0.8,25.7,13.9,309,2.4,0.0,0.0,2.1,0.0,0.0,0.0,0.9,0.0,2.0,14.4,0.1,0.0,0.9,39.6,0.8,309,2.4,0.0,0.0,2.1,0.0,0.0,0.0,14.4,0.1,0.0,0.0,0.0,0.0,309,2.4,0.0,0.0,2.1,0.0,0.0,0.0,14.4,0.1,0.0,0.0,309,2.4,0.0,0.0,2.1,0.0,0.0,0.0,0.1,0.4,0.1,QB
Player Note A. Luck Ind - QB Final (W) 28-27 vs NYG,9,7,7,34.4,2.6,24.2,10.2,296,12.7,0.0,0.0,2.1,0.1,0.0,0.0,0.8,0.0,1.7,13.5,1.0,0.0,0.7,34.4,2.6,296,12.7,0.0,0.0,2.1,0.1,0.0,0.0,13.5,1.0,0.0,0.0,0.0,0.0,296,12.7,0.0,0.0,2.1,0.1,0.0,0.0,13.5,1.0,0.0,0.0,296,12.7,0.0,0.0,2.1,0.1,0.0,0.0,0.0,0.5,0.3,QB
No new player Notes D. Watson Hou - QB Final (L) 32-30 @ Phi,10,8,8,32.9,6.7,20.3,12.6,243,34.3,0.0,0.0,1.8,0.3,0.0,0.0,0.9,0.0,2.2,11.5,2.9,0.0,0.9,32.9,6.7,243,34.3,0.0,0.0,1.8,0.3,0.0,0.0,11.5,2.9,0.0,0.1,0.0,0.0,243,34.3,0.0,0.0,1.8,0.3,0.0,0.0,11.5,2.9,0.0,0.0,243,34.3,0.0,0.0,1.8,0.3,0.0,0.0,0.2,0.6,0.3,QB
No new player Notes A. Rodgers GB - QB Q Final (W) 44-38 @ NYJ,7,10,10,32.1,3.0,21.9,10.2,259,14.7,0.0,0.0,2.0,0.1,0.0,0.0,0.5,0.0,1.6,12.1,0.8,0.0,0.7,32.1,3.0,259,14.7,0.0,0.0,2.0,0.1,0.0,0.0,12.1,0.8,0.0,0.0,0.0,0.0,259,14.7,0.0,0.0,2.0,0.1,0.0,0.0,12.1,0.8,0.0,0.0,259,14.7,0.0,0.0,2.0,0.1,0.0,0.0,0.2,0.4,0.2,QB
No new player Notes M. Trubisky Chi - QB Final (W) 14-9 @ SF,5,11,11,34.5,5.3,21.5,13.0,243,33.0,0.0,0.0,1.7,0.3,0.0,0.0,1.0,0.0,2.3,12.5,1.1,0.0,0.5,34.5,5.3,243,33.0,0.0,0.0,1.7,0.3,0.0,0.0,12.5,1.1,0.0,0.0,0.0,0.0,243,33.0,0.0,0.0,1.7,0.3,0.0,0.0,12.5,1.1,0.0,0.0,243,33.0,0.0,0.0,1.7,0.3,0.0,0.0,0.0,0.5,0.3,QB
Player Note D. Prescott Dal - QB Final (W) 27-20 vs TB,8,12,12,32.8,5.6,22.5,10.3,256,30.0,0.0,0.0,1.5,0.3,0.0,0.0,0.7,0.0,1.7,12.8,1.7,0.0,0.5,32.8,5.6,256,30.0,0.0,0.0,1.5,0.3,0.0,0.0,12.8,1.7,0.0,0.0,0.0,0.0,256,30.0,0.0,0.0,1.5,0.3,0.0,0.0,12.8,1.7,0.0,0.0,256,30.0,0.0,0.0,1.5,0.3,0.0,0.0,0.0,0.6,0.3,QB
