Player,Int,Sty,Sack,TK,DFR,FF,DTD,Pa,PaNetA,RuYdA,TyDa,FPTS,POS
"Jets, NYJ",1.9,0.0,2.7,30.9,0.5,0.7,0.33,12.6,158.0,73.0,231,19,DST
"Chiefs, KC",1.9,0.0,2.5,45.9,0.9,1.2,0.38,19.6,193.0,140.0,333,14,DST
"Eagles, PHI",1.5,0.1,2.8,41.1,1.0,1.4,0.37,16.1,249.0,85.0,334,14,DST
"Seahawks, SEA",0.9,0.1,2.3,40.0,0.9,1.2,0.25,19.7,201.0,89.0,290,13,DST
"Steelers, PIT",0.9,0.0,1.6,43.8,1.2,1.6,0.28,15.1,151.0,139.0,290,13,DST
"Ravens, BAL",1.5,0.0,1.6,39.0,0.6,0.9,0.26,20.1,188.0,97.0,285,13,DST
"Vikings, MIN",1.2,0.1,2.3,43.8,1.0,1.4,0.34,17.2,207.0,120.0,327,12,DST
"Panthers, CAR",0.6,0.1,3.0,41.1,0.7,1.0,0.19,20.6,194.0,80.0,274,12,DST
"Raiders, OAK",1.4,0.0,2.1,44.3,1.1,1.5,0.3,17.7,215.0,116.0,331,12,DST
"Titans, TEN",1.0,0.0,2.4,37.5,0.5,0.6,0.2,19.2,191.0,86.0,277,12,DST
"Dolphins, MIA",1.8,0.0,1.6,40.8,0.6,0.9,0.35,18.6,211.0,127.0,338,12,DST
"Rams, LAR",1.1,0.0,3.2,40.9,0.6,0.8,0.25,19.7,220.0,106.0,326,12,DST
"Browns, CLE",1.2,0.0,2.3,45.8,0.8,1.1,0.23,19.6,241.0,122.0,363,11,DST
"Bills, BUF",1.1,0.0,2.6,41.7,0.7,1.0,0.21,15.6,196.0,104.0,300,11,DST
"Lions, DET",1.0,0.0,2.1,43.9,0.8,1.1,0.28,20.4,222.0,122.0,344,11,DST
"Giants, NYG",1.1,0.0,1.8,39.9,0.9,1.2,0.26,16.6,251.0,74.0,325,11,DST
"Bengals, CIN",0.5,0.0,3.0,41.7,0.3,0.4,0.11,14.0,151.0,132.0,283,11,DST
"Chargers, LAC",1.3,0.0,2.9,39.8,0.7,0.9,0.24,21.7,218.0,87.0,305,10,DST
"Bears, CHI",0.4,0.1,2.3,40.2,0.9,1.3,0.18,20.8,214.0,90.0,304,10,DST
"Jaguars, JAC",1.1,0.0,2.4,42.6,0.9,1.2,0.27,24.9,210.0,109.0,319,10,DST
"Colts, IND",0.9,0.0,2.8,40.8,0.8,1.1,0.23,21.0,210.0,127.0,337,9,DST
"Patriots, NE",0.9,0.0,2.2,43.0,0.8,1.1,0.26,21.7,288.0,104.0,392,9,DST
"Cardinals, ARI",0.8,0.0,2.6,44.5,0.8,1.1,0.21,24.1,193.0,108.0,301,9,DST
"49ers, SF",0.7,0.1,2.6,39.6,0.8,1.1,0.21,23.5,237.0,90.0,327,9,DST
"Texans, HOU",0.6,0.0,2.8,39.0,0.8,1.0,0.22,21.1,187.0,119.0,306,8,DST
"Cowboys, DAL",0.6,0.0,2.6,45.6,0.6,0.8,0.19,23.2,253.0,115.0,368,8,DST
"Buccaneers, TB",0.4,0.0,2.0,46.8,0.9,1.3,0.19,25.4,296.0,92.0,388,7,DST
