Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Travis Kelce,TE,KC,0.0,0.0,0.0,0.0,0.0,5.5,74.2,0.7, 
Zach Ertz,TE,PHI,0.0,0.0,0.0,0.0,0.0,6.9,73.4,0.4, 
Rob Gronkowski,TE,NE,0.0,0.0,0.0,0.0,0.0,4.3,60.6,0.4, 
George Kittle,TE,SF,0.0,0.0,0.0,0.0,0.0,4.5,58.8,0.4, 
Eric Ebron,TE,IND,0.0,0.0,0.0,0.0,0.0,3.8,45.2,0.6, 
Jared Cook,TE,OAK,0.0,0.0,0.0,0.0,0.0,4.6,50.4,0.4, 
Jimmy Graham,TE,GB,0.0,0.0,0.0,0.0,0.0,3.8,48.4,0.4, 
David Njoku,TE,CLE,0.0,0.0,0.0,0.0,0.0,4.4,45.1,0.3, 
Greg Olsen,TE,CAR,0.0,0.0,0.0,0.0,0.0,3.9,44.7,0.3,IR
Trey Burton,TE,CHI,0.0,0.0,0.0,0.5,0.0,3.4,39.9,0.4,Q
Jack Doyle,TE,IND,0.0,0.0,0.0,0.0,0.0,3.6,34.4,0.4,IR
O.J. Howard,TE,TB,0.0,0.0,0.0,0.0,0.0,3.2,43.3,0.3,IR
Kyle Rudolph,TE,MIN,0.0,0.0,0.0,0.0,0.0,3.3,33.6,0.4, 
Ricky Seals-Jones,TE,ARI,0.0,0.0,0.0,0.0,0.0,3.2,41.6,0.3,Q
Jordan Reed,TE,WAS,0.0,0.0,0.0,0.0,0.0,3.7,39.8,0.2,IR
Evan Engram,TE,NYG,0.0,0.0,0.0,0.0,0.0,3.5,35.8,0.3, 
Benjamin Watson,TE,NO,0.0,0.0,0.0,0.0,0.0,3.3,34.8,0.3,Q
Vance McDonald,TE,PIT,0.0,0.0,0.0,0.0,0.0,3.0,34.4,0.2, 
Charles Clay,TE,BUF,0.0,0.0,0.0,0.0,0.0,3.1,30.8,0.1, 
Jeff Heuerman,TE,DEN,0.0,0.0,0.0,0.0,0.0,2.7,27.8,0.2,IR
Chris Herndon,TE,NYJ,0.0,0.0,0.0,0.0,0.0,2.5,30.5,0.2, 
C.J. Uzomah,TE,CIN,0.0,0.0,0.0,0.0,0.0,2.4,25.5,0.3, 
Jordan Thomas,TE,HOU,0.0,0.0,0.0,0.0,0.0,2.4,27.3,0.2, 
Gerald Everett,TE,LAR,0.0,0.0,0.0,0.0,0.0,2.2,23.0,0.3, 
Jesse James,TE,PIT,0.0,0.0,0.0,0.0,0.0,2.2,24.6,0.2, 
Mike Gesicki,TE,MIA,0.0,0.0,0.0,0.0,0.0,2.1,23.5,0.2, 
Nick Vannett,TE,SEA,0.0,0.0,0.0,0.0,0.0,2.0,22.2,0.2, 
Hayden Hurst,TE,BAL,0.0,0.0,0.0,0.5,0.0,2.1,22.9,0.2, 
Mark Andrews,TE,BAL,0.0,0.0,0.0,0.0,0.0,1.9,21.0,0.1, 
Vernon Davis,TE,WAS,0.0,0.0,0.0,0.0,0.0,1.7,24.4,0.1,Q
Michael Roberts,TE,DET,0.0,0.0,0.0,0.0,0.0,1.7,18.1,0.2,IR
Matt LaCosse,TE,DEN,0.0,0.0,0.0,0.0,0.0,1.7,19.1,0.1, 
Cameron Brate,TE,TB,0.0,0.0,0.0,0.0,0.0,1.5,17.1,0.2,Q
Ed Dickson,TE,SEA,0.0,0.0,0.0,0.0,0.0,1.4,17.4,0.2, 
Nick O'Leary,TE,MIA,0.0,0.0,0.0,0.0,0.0,1.5,17.0,0.1, 
Jason Croom,TE,BUF,0.0,0.0,0.0,0.0,0.0,1.6,18.0,0.1, 
Nick Boyle,TE,BAL,0.0,0.0,0.0,0.0,0.0,1.7,13.7,0.1, 
Dallas Goedert,TE,PHI,0.0,0.0,0.0,0.0,0.0,1.5,15.7,0.1, 
Neal Sterling,TE,NYJ,0.0,0.0,0.0,0.0,0.0,1.3,14.1,0.1,IR
Jordan Akins,TE,HOU,0.0,0.0,0.0,0.0,0.0,1.1,11.9,0.1, 
Demetrius Harris,TE,KC,0.0,0.0,0.0,0.0,0.0,0.9,10.7,0.1, 
Luke Willson,TE,DET,0.0,0.0,0.0,0.0,0.0,1.1,10.2,0.1,Q
Josh Hill,TE,NO,0.0,0.0,0.0,0.0,0.0,1.0,10.3,0.1, 
Tyler Higbee,TE,LAR,0.0,0.0,0.0,0.0,0.0,0.9,10.1,0.1, 
Darren Fells,TE,CLE,0.0,0.0,0.0,0.0,0.0,0.8,8.7,0.1, 
Matt Lengel,TE,CIN,0.0,0.0,0.0,0.0,0.0,0.7,7.7,0.1, 
Jermaine Gresham,TE,ARI,0.0,0.0,0.0,0.0,0.0,0.8,8.2,0.1, 
Lance Kendricks,TE,GB,0.0,0.0,0.0,0.0,0.0,0.7,7.4,0.1, 
Rhett Ellison,TE,NYG,0.0,0.0,0.0,0.0,0.0,0.8,7.2,0.1,Q
Blake Bell,TE,JAX,0.0,0.0,0.0,0.0,0.0,0.7,7.9,0.0, 
Logan Thomas,TE,BUF,0.0,0.0,0.0,0.0,0.0,0.7,7.8,0.0, 
Jordan Leggett,TE,NYJ,0.0,0.0,0.0,0.0,0.0,0.6,7.1,0.1, 
Eric Tomlinson,TE,NYJ,0.0,0.0,0.0,0.0,0.0,0.6,6.9,0.0,IR
David Morgan,TE,MIN,0.0,0.0,0.0,0.0,0.0,0.5,5.7,0.1, 
Antony Auclair,TE,TB,0.0,0.0,0.0,0.0,0.0,0.5,5.4,0.1, 
Seth DeValve,TE,CLE,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0, 
Derek Carrier,TE,OAK,0.0,0.0,0.0,0.0,0.0,0.5,5.3,0.0,Q
Dion Sims,TE,CHI,0.0,0.0,0.0,0.0,0.0,0.4,4.7,0.1,IR
Lee Smith,TE,OAK,0.0,0.0,0.0,0.0,0.0,0.5,5.2,0.0, 
Garrett Celek,TE,SF,0.0,0.0,0.0,0.0,0.0,0.4,4.8,0.0,Q
Ian Thomas,TE,CAR,0.0,0.0,0.0,0.0,0.0,0.4,4.3,0.0, 
Orson Charles,TE,CLE,0.0,0.0,0.0,0.0,0.0,0.4,4.3,0.0,IR
Mo Alie-Cox,TE,IND,0.0,0.0,0.0,0.0,0.0,0.3,2.8,0.0, 
Tyler Conklin,TE,MIN,0.0,0.0,0.0,0.0,0.0,0.3,2.9,0.0, 
Alan Cross,TE,TB,0.0,0.0,0.0,0.0,0.0,0.3,2.7,0.0,IR
Dan Arnold,TE,NO,0.0,0.0,0.0,0.0,0.0,0.2,2.7,0.0, 
Levine Toilolo,TE,DET,0.0,0.0,0.0,0.0,0.0,0.2,2.4,0.0, 
Ben Braunecker,TE,CHI,0.0,0.0,0.0,0.0,0.0,0.2,2.4,0.0, 
Dwayne Allen,TE,NE,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0, 
Josh Perkins,TE,PHI,0.0,0.0,0.0,0.0,0.0,0.2,2.7,0.0,IR
Durham Smythe,TE,MIA,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0, 
Jeremy Sprinkle,TE,WAS,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0, 
Xavier Grimble,TE,PIT,0.0,0.0,0.0,0.0,0.0,0.1,1.5,0.0, 
Brian Parker,TE,DEN,0.0,0.0,0.0,0.0,0.0,0.1,1.4,0.0, 
